"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1918,1280,923.079452054795,830,898.359598301309,585.428571428571,630,598
"2",1919,2048,991.013698630137,815,930.603240434577,564.714285714286,616,600
"3",1920,978,723.882513661202,670,675.31473132969,427.857142857143,515,488
"4",1921,2220,1172.89589041096,850,1092.54432544624,385.428571428571,525,500
"5",1922,2194,993.021917808219,610,848.687325368627,532.285714285714,570,547
"6",1923,590,559.741935483871,568,533.814165497896,530.285714285714,513,513
"7",1924,870,646.191256830601,614,617.597671681688,418.714285714286,480,460
"8",1925,1700,998.868493150685,720,868.771765403546,535.428571428571,574,557
"9",1926,856.6,646.846575342466,626,603.993933463796,427.142857142857,485,455
"10",1927,2480,1262.98904109589,863,1094.47459230267,568.142857142857,595,592
"11",1928,1720,953.83606557377,714,850.277807854969,510.714285714286,556,534
"12",1929,931.6,695.301369863014,649,648.710742636359,474.714285714286,517,488
"13",1930,969,677.476712328767,600,623.419752120026,414,487,456
"14",1931,641,547.602739726027,567,517.129697927643,358.714285714286,417,381
"15",1932,1460,768.846994535519,574,692.353753826942,461.571428571429,514,477.25
"16",1933,1010,665.717808219178,567,600.31095890411,442.142857142857,498,481
"17",1934,710.2,569.909589041096,561,534.076536203523,429.285714285714,450,440
"18",1935,1430,743.282191780822,585,693.576666592875,420.857142857143,470,451
"19",1936,1560,859.983606557377,601,789.532705133201,477.285714285714,492,486
"20",1937,1106,679.408219178082,567,605.115677321157,421.857142857143,467,455
"21",1938,3060,1286,685,959.171987754509,492.571428571428,533,521
"22",1939,896.600000000001,647.597260273973,619,591.144370515329,425.714285714286,455,435
"23",1940,1790,947.680327868852,610,743.177309283401,469,498,485
