"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1912,11400,4595.97540983607,2650,2917.67746222772,484.571428571429,585,490
"2",1913,10600,5189.66208791209,4730,3690.09751196729,488,640,568
"3",1917,10000,4016.29315068493,1760,3094.69898167049,381.428571428571,478,410
"4",1918,6621,2896.29395604396,1680,2218.18049333048,273.571428571429,350,330
"5",1932,8620,3707.14207650273,2835,2628.2521020059,164.142857142857,218,178
"6",1933,9400,3832.30684931507,2040,2836.77518813014,202.857142857143,350,270.4
"7",1934,5924,2629.85479452055,1510,1849.66769347852,191.428571428571,234.8,206.8
"8",1935,10380,4748.57808219178,4200,3497.95660243866,256.428571428571,329.2,293.2
"9",1936,10600,4993.15846994536,2530,2786.08521750201,307.285714285714,406,369.5
"10",1937,11280,3950.3698630137,840,2912.13455118702,289.714285714286,326,316
"11",1938,24440,10498.2630136986,6560,6196.93945553071,494.428571428571,588,537.8
"12",1939,6130,2981.23835616438,2000,2055.94906965421,218,248.8,230.2
"13",1940,17800,7076.42896174863,2795,3815.70622719943,284,366,354
