"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1924,1990,1381.72131147541,1420,771.332142857143,606.571428571429,736,470.5
"2",1925,2180,1676.64657534247,1740,747.961056751468,1125.71428571429,1154,703.6
"3",1926,1862,1321.39726027397,1340,446.987279843444,715.714285714286,534,405
"4",1927,2970,1983.94794520548,1900,1077.46118721461,1160,1120,578.4
"5",1928,2705,1822.13114754098,1890,778.160167837627,1002.57142857143,742.5,422
"6",1929,2160,1296.69315068493,1380,326.002348336595,454,400,276
"7",1930,1692,1116.19178082192,1200,361.951272015656,477.714285714286,348,290
"8",1931,1740,760.008219178082,498,246.359099804305,270.285714285714,253.2,215.2
"9",1932,1595,986.696721311475,958.5,234.948054905022,444.285714285714,379,181
"10",1933,1696,998.72602739726,909,198.348727984344,449,337.2,114.6
"11",1934,1786,995.205479452055,1020,225.605870841487,370.571428571429,182.4,100
"12",1935,1940,1169.22465753425,1010,284.853555120678,355.285714285714,280,119.2
"13",1936,2275,1524.37431693989,1585,667.881251626334,700.142857142857,520.5,402.5
"14",1937,2210,1236.42465753425,1130,319.90782778865,601.857142857143,380,280
"15",1938,5140,2424.4,1720,1367.03561643836,937,604.2,337.6
"16",1939,1846,1299.79726027397,1400,357.259996738421,698.714285714286,422,344
"17",1940,2195,1648.16120218579,1550,436.236033519553,920.285714285714,473,373.5
