"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1960,418,180.754098360656,NA,24,30,68.5,591.5
"2",1961,153,79.5123287671233,51.690434370077,24.4285714285714,30,55,251.2
"3",1962,269,112.67397260274,44.3412683262258,16.4285714285714,19,40,652.800000000001
"4",1963,105.6,52.8465753424658,27.3665132842143,12.4285714285714,15,25,233.6
"5",1964,80.5,37.4562841530055,25.4267826623179,13.2857142857143,16,25.5,110
"6",1965,425.600000000001,137.860273972603,52.980394797929,11,15.4,43,686.200000000001
"7",1966,294.8,122.747945205479,83.4710278617081,18.5714285714286,23,75,365
"8",1967,514,192.690410958904,146.021017446715,27,35,118,735.200000000001
"9",1968,364,170.688524590164,92.2388109676267,40.7142857142857,50.5,107.5,530
"10",1969,412.6,179.030136986301,139.033601973221,33.4285714285714,40,134,473
"11",1970,260.6,142.438356164384,111.356037718121,31.4285714285714,43,112,367.4
"12",1971,495.000000000001,189.915068493151,104.909366265394,24.2857142857143,30,70,982
"13",1972,491.5,208.218579234973,133.526393289556,41.1428571428571,51.5,138.5,650
"14",1973,793.4,273.643835616438,206.865849773874,30.4285714285714,42,182,909.8
"15",1974,794.8,284.493150684931,143.455906032204,38.4285714285714,45,112,993.8
"16",1975,675.6,306.487671232877,157.570475084146,47.7142857142857,70.4,210,766.2
"17",1976,703,269.275956284153,163.114543111122,37.1428571428571,43,79,1217.5
"18",1977,266.2,90.0164383561644,64.9455493419102,21.8571428571429,27,46,295.8
"19",1978,220.6,110.819178082192,51.9476664263398,19.8571428571429,27.4,54,486.8
"20",1979,318.8,121.827397260274,83.6079731809871,22.1428571428571,27,52,404.2
"21",1980,281.5,126.079234972678,84.1048540512602,33.5714285714286,45.5,85.5,338.75
"22",1981,567.6,223.320547945205,94.6515649647156,29,43.4,143,725.6
"23",1982,412.6,198.432876712329,88.1967151649224,32.1428571428571,43,96,917.6
"24",1983,514,214.493150684931,166.429132869964,38.2857142857143,43,150,650.2
"25",1984,371,140.590163934426,83.6227403971256,27,31,90,414
"26",1985,910.2,290.561643835616,135.918322874104,38.4285714285714,48.4,120,1212
"27",1986,759.4,285.254794520548,127.41959978512,42,56.4,198,901
"28",1987,274,137.364383561644,101.697761568273,32.7142857142857,45.4,107,319.8
"29",1988,374.5,180.595628415301,120.821004312209,25.5714285714286,34,137.5,432.75
"30",1989,430,211.728767123288,107.036503746838,56.2857142857143,76.4,148,502
"31",1990,503,265.608219178082,175.608069197033,37.5714285714286,54.4,274,627.8
"32",1991,474.6,209.13698630137,165.848492140041,36.2857142857143,45,151,570.4
"33",1992,429,240.953551912568,178.732599490644,52.5714285714286,90,191,522.25
"34",1993,698.8,308.386301369863,193.107325505545,71.4285714285714,101,220,934.8
"35",1994,533.6,292.704109589041,193.288401394885,70,91.4,254,599.8
"36",1995,362.2,178.504109589041,123.274597450982,40.5714285714286,51,135,456.4
"37",1996,429.8,204.230769230769,NA,44.7142857142857,54,154,567.4
"38",2001,255.9,191.184782608696,NA,70.2,84.76,205.5,281.25
"39",2002,345.6,151.407945205479,117.239439150297,16.7857142857143,30.64,79,460.8
"40",2003,214.6,86.8791780821918,59.0981550857952,14.8142857142857,22.88,48,244.6
"41",2004,462,208.049726775956,127.480077679027,37.1428571428571,48.2,117.5,624
"42",2005,366.4,153.615890410959,100.387518992263,17.4142857142857,26.58,90.1,475.2
"43",2006,416,213.920547945205,147.31017907431,53.3857142857143,58.34,194,476.8
"44",2007,391.8,183.893150684931,149.829007899975,30.8857142857143,42.32,130,454.4
"45",2008,500,235.465300546448,170.055884525311,40.3571428571429,58.8,158.5,569.75
"46",2009,698.8,328.146575342466,209.322951665891,74.4571428571428,100,228,788.4
"47",2010,386.4,153.032054794521,97.4466801811503,32.1,42.88,98.1,508
"48",2011,662.8,262.684931506849,194.296470732453,49.2857142857143,59.48,154,813
"49",2012,330,147.526775956284,115.764518171567,23.1,30.95,78.4,394
"50",2013,558.4,232.563561643836,119.526646778622,41.6714285714286,47.78,138,871.400000000001
"51",2014,471.2,217.214246575342,133.505929549902,87.8,97.48,168,583
"52",2015,347.6,170.287123287671,124.276564645356,45.2571428571429,70,121,414.2
"53",2016,484.5,222.965027322404,176.577738751659,36.8285714285714,54.95,183,582.75
"54",2017,601.6,285.638904109589,189.011164784863,32.7142857142857,44.14,219,780
"55",2018,505.4,240.445205479452,131.77696720631,34.4142857142857,48.26,168,752.000000000001
"56",2019,573.2,307.287945205479,201.032469712777,46.3714285714286,70.42,284,684.2
"57",2020,630.5,269.245355191257,184.509580618953,49.4,66.05,161,797.75
"58",2021,356,194.960547945205,NA,50.9142857142857,67.82,169,409.8
