"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1960,6520,3744.12568306011,NA,1691.42857142857,1810,3200,7480
"2",1961,4840,2876.87671232877,2212.83910804408,1485.71428571429,1684,2410,6048
"3",1962,4662,2631.32054794521,1868.36216568819,1284.28571428571,1310,2090,7320
"4",1963,2914,1797.24109589041,1223.23555120678,842.285714285714,986.8,1400,4424
"5",1964,2560,1463.50819672131,1152.26990632319,770.142857142857,840.5,1275,2797.5
"6",1965,5486,3042.51506849315,2292.59623557021,1187.28571428571,1484,2460,6128
"7",1966,5992,3311.52602739726,2133.04479062835,1274.42857142857,1500,3000,6788
"8",1967,6510,3480.2602739726,2833.68599695586,1185.71428571429,1340,3170,7230
"9",1968,6050,3952.86885245902,2920.27645699777,2167.14285714286,2395,3550,7600
"10",1969,6390,3936.41095890411,3191.09186977406,1670,1924,3490,7342
"11",1970,5690,3349.31506849315,2813.7012819422,1602.85714285714,1804,2970,6578
"12",1971,4864,2565.56712328767,2105.77469940486,1061.71428571429,1274,2000,6314
"13",1972,5140,3278.3606557377,2633.6357394882,1345.71428571429,1710,2935,5607.5
"14",1973,6486,3930.43835616438,3232.43606109739,1772.85714285714,1958,3680,7148
"15",1974,8000,4111.97260273973,3342.500000966,1532.85714285714,1660,3200,8856
"16",1975,5280,3588.1095890411,3032.31113879406,1918.57142857143,2074,3620,5726
"17",1976,7145,3747.2131147541,2890.24205518382,1481.42857142857,1705,2810,9282.5
"18",1977,5640,2906.30136986301,2258.51568978966,1207.14285714286,1564,2330,6286
"19",1978,6590,3605.12328767123,3000.23396934116,1535.71428571429,1870,2730,10640
"20",1979,6610,3604.77808219178,2836.97271870697,1540.57142857143,1890,2900,7348
"21",1980,6850,3925,3014.96857923497,2292.85714285714,2465,3460,7525
"22",1981,7476,4693.23287671233,3331.49744829439,2440,2718,4120,8494
"23",1982,8740.00000000001,4925.17808219178,3815.41754669867,1910,2064,4090,11920
"24",1983,6678,3834.27397260274,3059.9522164261,1425.71428571429,1804,3500,8080
"25",1984,6340,3678.44262295082,2849.81138937437,1280,1810,3430,6970
"26",1985,10360,4909.01369863014,3620.87044703989,1820,1970,3600,12880
"27",1986,6290,4405.47945205479,3528.82613641038,2137.14285714286,2700,4140,7596
"28",1987,4276,2882.21917808219,2382.09428889223,1258.57142857143,1530,2830,5464
"29",1988,5800,3377.38797814208,2752.87514350002,939.714285714286,1240,3460,6372.5
"30",1989,5514,3815.80821917808,2972.11543597418,2008.57142857143,2242,3310,6532
"31",1990,8100,5017.69863013699,3825.19994564036,2298.57142857143,2804,4530,8940
"32",1991,7174,4505.39726027397,3833.11392694064,1695.71428571429,1980,4650,7900
"33",1992,5620,4128.96174863388,3588.10691375624,1872.85714285714,2490,4115,6755
"34",1993,8428,5328.19178082192,4281.64747913062,2078.57142857143,2764,4540,10360
"35",1994,5192,3173.47945205479,2646.32146118721,1608.57142857143,1730,2810,6116
"36",1995,4858,3298.16438356164,2680.16624600218,1668.57142857143,1944,3250,5238
"37",1996,7225,3910.92896174863,3120.50776664643,1850,2060,3200,8480
"38",1997,7106,4443.15068493151,3644.10388424361,1815.71428571429,2684,4070,8180
"39",1998,8068,4233.45205479452,3479.12724999506,1572.85714285714,2070,3080,8904
"40",1999,6424,3335.07397260274,2627.50204567122,1197.42857142857,1494,2270,7830
"41",2000,4725,2918.66120218579,2341.73028556185,1562.85714285714,1830,2635,5137.5
"42",2001,6740,4252.49315068493,3592.83178248299,1392.85714285714,2010,3970,8164
"43",2002,6730,3579.20273972603,2975.12735812133,1139.85714285714,1360,2700,7556
"44",2003,4416,2728.27397260274,2158.34818694601,1518.57142857143,1614,2480,5254
"45",2004,5270,3574.72677595628,2872.70323076688,1628.57142857143,1910,3245,6342.5
"46",2005,6480,3288.47397260274,2673.51551644702,1027.57142857143,1270,2360,8598
"47",2006,5376,3656.90410958904,3082.03796979276,1820,2142,3480,5926
"48",2007,6926,4327.61643835616,3598.98178904677,1120,1912,4080,7550
"49",2008,10350,5502.89617486339,4310.02032621295,1284.28571428571,1920,4105,12025
"50",2009,8732,5249.04109589041,4181.41442704936,1961.42857142857,2484,4390,10034
"51",2010,5894,3486.19178082192,3077.91310996142,1438.57142857143,1710,3410,6356
"52",2011,7790,4284.84931506849,3448.97254094327,1685.71428571429,1870,3690,9008
"53",2012,5830,2967.81693989071,2618.21670770031,840.285714285714,1190,1985,6535
"54",2013,5388,3456.1095890411,2489.79597081266,1358.57142857143,1694,2950,7002
"55",2014,5972,3732.41095890411,3023.60623549778,1524.28571428571,1940,3400,7588
"56",2015,5368,3270.87671232877,2675.3196347032,1722.85714285714,1948,2850,6014
"57",2016,4790,3427.10382513661,2923.466692688,1264.28571428571,1955,3395,5287.5
"58",2017,6936,4279.17808219178,3443.25603985056,1387.14285714286,1600,4190,7390
"59",2018,8492,5368.79452054795,3921.42623814542,2444.28571428571,2910,4400,11200
"60",2019,7460,5151.04109589041,4386.24910432034,2331.42857142857,2794,5030,8198
"61",2020,7325,4268.49726775956,3507.75030858637,1410,1755,3325,9200
"62",2021,5520,3594.1095890411,NA,1617.14285714286,2044,3200,7038
