"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1960,3920,1954.90163934426,NA,282.857142857143,427.5,1190,5297.5
"2",1961,2264,1102.59452054795,690.666622989875,331.428571428571,400,806,2966
"3",1962,2580,1309.20273972603,580.548401479627,154.571428571429,326.4,640,5424
"4",1963,1800,773.241095890411,396.890491539081,190.714285714286,252,400,2632
"5",1964,1315,657.781420765027,450.679663559413,209.142857142857,277.5,489.5,1717.5
"6",1965,4552.00000000001,1728.97808219178,689.428794168451,231,300,760,7940
"7",1966,3590,1559.12602739726,950.682959202137,293.142857142857,348.8,1100,4212
"8",1967,5590,2150.97534246575,1572.63793001251,361,474,1370,7040
"9",1968,4265,2250.24316939891,1141.67691830831,673.285714285714,762.5,1545,7122.5
"10",1969,4500,2088.23561643836,1423.87657449851,392.285714285714,535,1650,5592
"11",1970,3406,1840.5397260274,1174.44754286809,354,570.4,1480,4034
"12",1971,4140,1819.28493150685,1079.49492939472,346.428571428571,384,882,6738
"13",1972,3855,2374.8306010929,1638.26169709162,661.714285714286,823.5,1845,6587.5
"14",1973,7644,3005.58082191781,2177.92325887335,454.285714285714,692.8,1900,8588
"15",1974,8452,3002.36164383562,1558.17544256248,480.285714285714,567,1350,10840
"16",1975,6408,2959.60547945205,1686.41851854717,560.571428571429,889.6,2190,7514
"17",1976,7750,2697.92896174863,1961.35665862114,410.428571428571,505.5,1290,9890
"18",1977,2802,1098.86849315069,724.111737845823,118.285714285714,330,667,3482
"19",1978,2656,1453.88767123288,663.732155125929,277.285714285714,409,800,6886
"20",1979,4110,1587.25479452055,995.756237116592,316.857142857143,403.6,840,5222
"21",1980,3485,1758.84972677596,1247.29578482895,562.857142857143,727.5,1440,4627.5
"22",1981,5370.00000000001,2492.15616438356,1309.08631920892,440,719.2,1700,8034.00000000001
"23",1982,5392,2290.01917808219,1543.33165890436,486.571428571428,545.6,1350,7288
"24",1983,5060,2386.42739726027,1686.49175732267,468,603.2,1700,7282
"25",1984,3940,1701.17213114754,1011.16592379236,307,412,1160,4995
"26",1985,7652,3152.31506849315,2151.40832164711,448.571428571428,756.4,1660,11480
"27",1986,6980.00000000001,3299.94246575342,1782.65649110376,544.571428571429,831.8,2340,10438
"28",1987,2860,1504.13698630137,1139.61077329064,367.857142857143,473.4,1230,3464
"29",1988,4000,2028.63387978142,1316.60810706286,286.428571428571,384,1800,5100
"30",1989,4218,2167.4602739726,1504.00980718392,725.714285714286,830,1610,4856
"31",1990,5326,2885.00821917808,1801.23856988764,530.571428571428,766.2,2660,7016
"32",1991,5506,2498.62739726027,1835.31746148023,479.714285714286,568.8,1950,6334
"33",1992,4645,2729.48360655738,2003.22139904722,665.714285714286,1115,2480,5415
"34",1993,6188,3277.8301369863,2092.85986380438,986.857142857143,1290,2370,8460.00000000001
"35",1994,5870,3089.4904109589,1939.25378329762,807.142857142857,1028,2680,7584
"36",1995,3446,1940.81643835616,1318.62399335824,541.285714285714,645.8,1620,4574
"37",1996,3295,1881.24316939891,1191.76864600743,478,588.5,1500,4082.5
"38",1997,4176,2254.2602739726,1472.61337268694,611.428571428571,716.8,1430,5382
"39",1998,5542,2199.58082191781,1493.57827136334,426.857142857143,495,1040,6764
"40",1999,2722,1413.73698630137,818.346399217221,295.285714285714,405.8,767,3962
"41",2000,3060,1795.53278688525,1138.87603081689,572.857142857143,681.5,1350,4510
"42",2001,4662,2636.36438356164,1884.81646092112,463.428571428571,580.4,2230,6984.00000000001
"43",2002,4002,1738.56164383562,1360.86201951017,350.857142857143,439,948,4846
"44",2003,2578,1127.18082191781,826.488475162585,308.142857142857,377.2,658,2994
"45",2004,5100,2395.72404371585,1615.85132226997,437.571428571429,615.5,1435,7245
"46",2005,4426,1863.97808219178,1209.0627283105,361.857142857143,438.4,1070,5554
"47",2006,4910,2649.7397260274,1752.32338860851,569.285714285714,899.2,2190,6044
"48",2007,4782,2194.52054794521,1681.5558269645,398.714285714286,552.8,1540,5792
"49",2008,6275,2942.12295081967,1799.88555785948,443.857142857143,702,1910,7787.5
"50",2009,6724,3256.81917808219,2119.11098332234,670.285714285714,920.6,2160,9118
"51",2010,4204,1891.8602739726,1290.60392791539,511.428571428571,589.8,1270,5574
"52",2011,7156,3197.72328767123,2144.7942926187,650.571428571429,809.2,2320,8628
"53",2012,4105,1789.86612021858,1314.93499856513,423.142857142857,457.5,1065,4615
"54",2013,5330,2609.2904109589,1874.18103807733,571.142857142857,674.2,1740,7472
"55",2014,5336,2566.08767123288,1860.84876641489,870.428571428571,995.4,1810,7332
"56",2015,3456,1864.32054794521,1356.83405375357,601,780.8,1440,4900
"57",2016,5370,2602.53005464481,1921.87389409316,439.571428571429,648,2140,6352.5
"58",2017,6496,2995.19726027397,1949.37347756759,460.714285714286,552.4,2380,7100
"59",2018,5168,2812.41095890411,1668.75123929079,534.571428571428,673.4,2210,6900
"60",2019,6044,3384.70136986301,2090.15203203983,651.142857142857,865.4,3070,7362
"61",2020,6290,2953.91256830601,1887.44389449348,542.857142857143,722,1920,8132.5
"62",2021,3708,2181.77260273973,NA,707.857142857143,793,1880,5048
