"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1960,1500,904.445355191257,NA,447.285714285714,494.5,742,1935
"2",1961,1022,665.484931506849,558.936142895514,367.571428571428,410.2,600,1234
"3",1962,1080,645.435616438356,487.87602739726,332.285714285714,400,518,1520
"4",1963,748.8,462.027397260274,345.851232876712,242.857142857143,267,375,1038
"5",1964,549.5,386.795081967213,335.214981785064,236.714285714286,277,349,620.25
"6",1965,1270,653.824657534247,441.370939532309,260.142857142857,349,500,1576
"7",1966,1210,705.441095890411,514.732801992528,316.571428571429,357.8,605,1484
"8",1967,1450,835.432876712329,685.154876222354,392.857142857143,434,702,1700
"9",1968,1385,950.784153005465,683.474645024428,502.857142857143,578,810,1782.5
"10",1969,1714,1059.39726027397,813.813794175204,503.285714285714,557.2,964,1980
"11",1970,1420,898.194520547945,713.911922552334,492.285714285714,561.2,774,1642
"12",1971,1246,754.282191780822,585.169884757556,375.714285714286,419.4,608,1640
"13",1972,1290,926.081967213115,731.444551522444,500.428571428571,556,891,1575
"14",1973,1926,1264.18630136986,999.168685303415,518.428571428571,717.2,1130,2158
"15",1974,2510,1290.01917808219,985.415587458472,561.571428571429,619.2,1020,2956
"16",1975,1770,1173.0904109589,865.588780169602,442.428571428571,670.4,1080,2020
"17",1976,2090,1096.03825136612,884.24783410632,445,520.5,827.5,2457.5
"18",1977,1306,711.172602739726,560.690448820586,347.571428571429,398,573,1552
"19",1978,1356,876.756164383562,694.903496071451,402,516,717,2144
"20",1979,1580,915.613698630137,734.723233084697,392,496.4,767,1730
"21",1984,1000,827.45652173913,NA,602.857142857143,621,810,1054.5
"22",1985,2438,1289.85753424658,992.521976411984,585,622.4,1000,3088
"23",1986,1746,1237.50410958904,905.600456621005,577.142857142857,707.6,1130,2430
"24",1987,1156,820.128767123288,663.900623648162,467.857142857143,501.2,762,1418
"25",1988,1505,963.133879781421,755.924329063468,361.285714285714,434.5,992.5,1805
"26",1989,1540,1078.59452054795,872.575001959642,630.857142857143,659,955,1838
"27",1990,1942,1233.70136986301,932.069731116911,586.285714285714,659.4,1140,2250
"28",1991,1816,1155.69315068493,919.98017385632,525.142857142857,582.6,1110,2038
"29",1992,1540,1085.68579234973,909.939725531457,543.857142857143,650,1040,1697.5
"30",1993,2030,1322.58630136986,1036.37880686131,667.285714285714,866,1130,2472
"31",1994,1620,1049.82465753425,772.876658570732,514.857142857143,627.8,962,1754
"32",1995,1350,914.169863013699,703.326392649857,515,523,908,1540
"33",1996,1170,755.814207650273,580.734760958531,370.428571428571,465.5,713.5,1350
"34",1997,1440,990.515068493151,771.51536586701,469.857142857143,600,889,1796
"35",1998,1960,1051.3698630137,824.050689429603,489.285714285714,557,781,2188
"36",1999,1200,758.767123287671,552.16645998558,351.142857142857,413,631,1480
"37",2000,1130,802.330601092896,617.323526028185,467.142857142857,498,710,1417.5
"38",2001,2016,1297.69589041096,1039.58277293483,531.714285714286,704.8,1160,2318
"39",2002,1650,982.079452054795,841.377231549805,505.428571428571,523,819,1848
"40",2003,1198,724.616438356164,547.580547945205,336.571428571429,418,607,1396
"41",2004,1610,967.904371584699,709.615831913988,488.571428571428,552.5,819,1840
"42",2005,1616,907.775342465753,664.284545553381,360,475,714,1860
"43",2006,1536,1021.28493150685,767.273233706932,445.142857142857,580.8,936,1706
"44",2007,1662,945.830136986301,716.699402828794,385.142857142857,465,863,1838
"45",2008,2145,1360.6693989071,958.371297678047,479.857142857143,648,1120,2370
"46",2009,2320,1386.84657534247,1064.81065683175,646,745.8,1130,2678
"47",2010,1776,1099.66301369863,871.442934021038,620.428571428571,686.2,936,2292
"48",2011,2036,1296.42465753425,984.427799521635,593,707,1120,2364
"49",2012,1670,879.210382513661,726.497862721116,346.428571428571,418,659,1800
"50",2013,1560,1027.85479452055,712.222013737002,568,624.4,923,2058
"51",2014,1788,1121.58356164384,902.546463356681,609.285714285714,724,976,2310
"52",2015,1686,1026.2904109589,805.369877542549,594.285714285714,657.4,864,2290
"53",2016,1575,986.874316939891,790.746926675953,475.857142857143,563.5,905,1840
"54",2017,2116,1235.04657534247,872.455936073059,467,482.4,1090,2424
"55",2018,1990,1290.61095890411,955.096202701408,654.142857142857,727.8,1070,2780
"56",2019,1810,1266.58904109589,991.327201839257,610.857142857143,680,1230,2088
"57",2020,1990,1321.19672131148,1046.28816029144,594.142857142857,723.5,1210,2675
"58",2021,1470,1010.83835616438,NA,504.428571428571,553.4,934,1696
