"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1960,3225,1836.39890710383,NA,769.428571428571,827,1620,3585
"2",1961,2152,1331.81095890411,827.214807566862,552,698.8,1180,2726
"3",1962,2406,1200.53150684932,817.723364638246,459,547.6,913,3424
"4",1963,1306,746.109589041096,378.257701418985,291,255.4,609,1866
"5",1964,1030,596.401639344262,345.515118172764,277.571428571429,329,538,1140
"6",1965,2544,1334.13150684931,997.826040443575,486.714285714286,605.6,1060,2880
"7",1966,2644,1541.41095890411,1027.88475212003,654,702.4,1470,3066
"8",1967,3170,1711.46575342466,1398.49331509211,585.857142857143,650,1620,3464
"9",1968,2680,1877.17486338798,1372.58445167685,935.428571428571,1085,1770,3492.5
"10",1969,3340,2064.79178082192,1658.42777678942,779.571428571429,938.4,1980,3648
"11",1970,2882,1694.74520547945,1359.3816224871,804.857142857143,913.4,1570,3168
"12",1971,2624,1292.68219178082,1049.53479044548,500.857142857143,555.8,949,3480
"13",1972,2485,1518.49726775956,1222.73643637783,607.285714285714,782,1380,2687.5
"14",1973,3492,2149.42739726027,1681.44637587118,963,1094,1890,3938
"15",1974,4236,2153.23835616438,1673.59688570742,731,769.2,1840,4690
"16",1975,2900,1942.23287671233,1552.12372410478,824.142857142857,1020,2000,3100
"17",1976,4030,1910.25956284153,1414.22624189116,550.428571428571,697.5,1390,4832.5
"18",1977,2446,1290.93150684932,1027.03428451801,459.428571428571,642.8,1050,2782
"19",1978,3498,1818.87945205479,1426.50961396941,670.857142857143,967.2,1450,4888
"20",1979,3348,1808.99452054795,1435.88845717969,715.571428571428,904.4,1500,3644
"21",1980,3460,2103.85245901639,1637.9997553954,1290,1375,1845,3787.5
"22",1981,3466,2279.09589041096,1710.91128506197,1168.57142857143,1450,2080,4028
"23",1982,4156,2390.56164383562,2014.75687163113,871,955.2,2000,5986
"24",1983,3378,1941.55342465753,1568.38834989212,675.714285714286,874.2,1770,4270
"25",1984,2970,1685.30327868852,1261.921583534,383,663.5,1600,3367.5
"26",1985,4568,2256.19178082192,1583.15348808018,670.142857142857,780,1750,5988
"27",1986,3180,2191.03835616438,1708.50017562346,935,1268,2050,3930
"28",1987,1982,1380.86575342466,1070.23798705518,519.571428571428,640.4,1350,2548
"29",1988,2830,1615.16393442623,1341.38382022307,281.857142857143,448.5,1755,3145
"30",1989,2830,1985.81095890411,1413.11252372746,906.142857142857,1034,1670,3584
"31",1990,3598,2245.47945205479,1724.78955299725,810.285714285714,1020,2100,4292
"32",1991,3100,2033.75890410959,1652.70108561983,741.142857142857,823,2160,3634
"33",1992,2830,2020.27322404372,1732.21276333252,790.142857142857,1175,1990,3465
"34",1993,3966,2500.57260273973,2063.39483677926,956,1260,2210,4664
"35",1994,2422,1576.86301369863,1328.59647544237,784,830.8,1550,2784
"36",1995,2120,1517.81369863014,1231.62461649742,783.571428571429,885.8,1530,2358
"37",1996,2770,1567.85245901639,1192.44086651054,577.428571428571,729.5,1440,3257.5
"38",1997,3374,2047.62465753425,1698.47015438139,639.428571428571,1094,1890,4096
"39",1998,3806,1858.79178082192,1518.48986812274,538.857142857143,764.8,1280,4024
"40",1999,2770,1419.82739726027,1148.29508218133,433.428571428571,572,975,3292
"41",2000,2675,1517.20491803279,1230.87236533958,755.285714285714,793,1270,2945
"42",2001,3540,2261.03561643836,1882.21254749816,624.714285714286,963.6,2140,4254
"43",2002,3088,1685.61095890411,1450.71095890411,547.285714285714,623.2,1120,3638
"44",2003,2196,1285.14794520548,983.344762657434,532.285714285714,687.4,1050,2632
"45",2004,2785,1772.82513661202,1325.23287470726,747.857142857143,871,1605,3157.5
"46",2005,3144,1569.68493150685,1247.76556207871,467,580.4,1060,4016
"47",2006,2626,1762.51506849315,1461.97075582793,626.571428571429,946.2,1630,2940
"48",2007,3336,2006.24931506849,1623.52871794872,378.857142857143,772.2,1980,3588
"49",2008,5005,2703.05464480874,2089.85224884405,455,782.5,2170,5697.5
"50",2009,4566,2535.17260273973,2007.23405977584,887.142857142857,1064,2050,4880
"51",2010,3010,1703.44657534247,1456.98916562889,800.857142857143,861.8,1570,3258
"52",2011,3820,2042.03287671233,1632.76569807666,784.857142857143,879.6,1770,4310
"53",2012,3390,1533.37431693989,1281.3201795169,335.857142857143,442.5,902.5,3717.5
"54",2013,2896,1700.02191780822,1149.8247553816,620.142857142857,817.4,1440,3636
"55",2014,3032,1857.57808219178,1512.8825297699,651.428571428571,920,1690,3858
"56",2015,2604,1551.91506849315,1269.45482138061,830.285714285714,901,1320,3104
"57",2016,2475,1685.44262295082,1400.21677513864,567.857142857143,904,1670,2765
"58",2017,3692,2177.95342465753,1680.81155562474,535.142857142857,602.4,2100,4034
"59",2018,4590,2656.01369863014,1924.5536520317,1018.85714285714,1260,2090,6410
"60",2019,3746,2540.2301369863,2147.99795554121,971.857142857143,1210,2560,4134
"61",2020,4180,2282.89617486339,1814.64707159871,674.857142857143,890,1740,5185
"62",2021,2976,1793.23287671233,NA,661.428571428571,896.8,1510,3640
