"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1960,450.5,239.199453551913,NA,60,72,142,781.75
"2",1961,252,143.021917808219,99.4409903555792,43.7142857142857,55.2,115,341.6
"3",1962,278,145.120547945205,96.3103918227891,38.8571428571429,47,81,518.4
"4",1963,180,91.6958904109589,57.232803498519,28,30,52,356.8
"5",1964,118,69.2131147540984,54.4322571155078,27.7142857142857,36,57,142
"6",1965,357.6,164.652054794521,83.85312156841,31.1428571428571,39.8,100,595.2
"7",1966,370.6,159.854794520548,106.955284695451,40.4285714285714,45,111,449.6
"8",1967,434,201.353424657534,159.064110437865,52,60,146,582.4
"9",1968,339,215.827868852459,134.995995928036,80.1428571428571,101,161,487
"10",1969,488,252.649315068493,178.758471984236,66,76.2,198,614.4
"11",1970,366,198.002739726027,145.011385752756,56.4285714285714,71,146,526.4
"12",1971,314,157.879452054795,109.517118160274,45,50,93,499
"13",1972,382,229.636612021858,170.940548628802,72.8571428571428,86,190,486.25
"14",1973,657.6,322.767123287671,224.718384809401,66.8571428571429,120.8,248,786.8
"15",1974,771.4,299.975342465753,172.750563682738,67.8571428571429,75,181,990
"16",1975,489.6,296.813698630137,182.120391626638,73.5714285714286,91,213,725
"17",1976,560.5,240.530054644809,171.12404841707,55.8571428571429,68,130,858
"18",1977,294,141.145205479452,101.057529798968,52.8571428571429,57,93,424.4
"19",1978,344.6,186.490410958904,141.847227727953,60,78,118,683.2
"20",1979,492.2,219.249315068493,150.231576614784,53.4285714285714,65,133,614.8
"21",1980,424,233.237704918033,152.752066907659,89.2857142857143,103.5,180,515.75
"22",1981,415.6,217.630136986301,138.552312755737,66.1428571428571,88.4,154,581.2
"23",1982,460.4,231.419178082192,154.972119546128,56.1428571428571,65.4,142,685.8
"24",1983,463.8,225.4,163.311814639338,56.1428571428571,70,158,713.8
"25",1984,350.5,170.762295081967,116.115426579088,40,51,134,442.25
"26",1985,842,339.701369863014,215.191895430166,77.5714285714286,87,191,1094
"27",1986,532.2,316.608219178082,182.012565858799,85.7142857142857,109.4,245,889
"28",1987,289,161.487671232877,119.457154717429,52.8571428571429,66.4,137,384
"29",1988,402,209.224043715847,137.88904565056,28.8571428571429,45,169.5,535.5
"30",1989,419.6,226.627397260274,157.620121765601,80.7142857142857,91,171,581.2
"31",1990,519,289.339726027397,174.10277449149,71,88,244,720.4
"32",1991,520.8,267.884931506849,190.03926062522,68.1428571428571,74,225,683.4
"33",1992,448,256.904371584699,171.287526908429,73.7142857142857,100,225,514.25
"34",1993,554,311.942465753425,204.023241485131,88,131.6,217,882.2
"35",1994,430.4,240.082191780822,154.091750924114,75.4285714285714,99.4,184,569.8
"36",1995,353,196.309589041096,143.403793241161,65,75,166,415.2
"37",1996,287.5,150.281420765027,106.599492583919,45.8571428571428,53,125.5,349.75
"38",1997,383.2,232.438356164384,149.970718049074,60.5714285714286,84,175,592.800000000001
"39",1998,576.8,241.849315068493,159.184264645238,53.2857142857143,71,116,754
"40",1999,298.2,149.084931506849,88.7744121849872,32,44,79,397.6
"41",2000,276.5,171.887978142076,115.087315546116,62.7142857142857,74,138,400
"42",2001,537.6,301.832876712329,182.129844052612,57.8571428571429,80.4,222,755.400000000001
"43",2002,371.8,185.455068493151,140.132016545099,49.8571428571429,59,109,507.6
"44",2003,316,155.21397260274,105.996012222694,46.5285714285714,60.28,108,409.8
"45",2004,536,263.436065573771,163.302214973915,74.0714285714286,97.15,162.5,760.5
"46",2005,439,197.347123287671,127.487508339834,44.2285714285714,52.64,104,543
"47",2006,452.4,241.791232876712,151.619537762801,50.2571428571429,72.2,198,601.8
"48",2007,442.2,214.905753424658,162.167342274634,51.5428571428571,61.7,162,567.6
"49",2008,640,330.506284153005,189.799224259993,55.7428571428571,80.1,213,906.25
"50",2009,718,311.86602739726,196.791535070553,73.3714285714286,89.88,191,951.2
"51",2010,423.6,222.663835616438,139.401683129056,72.7428571428571,88.4,153,655.6
"52",2011,718,310.600547945206,176.35792811707,84.8428571428571,96.42,218,893.2
"53",2012,399.5,179.346721311475,129.489585892642,38.9285714285714,44.1,106,524.75
"54",2013,477.6,250.736712328767,161.17763355785,87.3285714285714,95.7,185,747
"55",2014,538.4,287.743835616438,207.142115393972,89.0142857142857,128.4,203,890
"56",2015,444.6,258.750684931507,161.447644434526,87.7714285714286,118,171,831
"57",2016,496.5,259.230601092896,170.688741949586,58.3571428571429,78.15,208.5,648.75
"58",2017,701.400000000001,318.462739726027,188.591768195893,54.6428571428571,64.3,255,885.4
"59",2018,573.000000000001,304.177260273973,163.707009741704,79.3571428571429,87.66,190,1016
"60",2019,575.8,308.369315068493,183.508731972415,87.3285714285714,93.66,244,756.8
"61",2020,541,319.445355191257,198.744430248593,105.142857142857,111.5,235,895
"62",2021,444.6,247.78,NA,67,85.72,208,598.8
