"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1922,1540,863.790031152648,100,119.11357827476,6.85714285714286,12,9.6
"2",1923,1020,950.857534246575,106,110.21759295499,26.4285714285714,33.8,28
"3",1924,862.5,461.77868852459,215,135.965297405942,26.1428571428571,77.5,51.75
"4",1925,239,128.838356164384,70,45.8561492833247,0.5,9.39999999999999,1
"5",1926,272.8,215.717808219178,49,35.2799410635027,2.85714285714286,8.39999999999999,5
"6",1927,5128,1779.14520547945,372,309.0067757927,184,211,197
"7",1928,1830,1056.70765027322,297,260.776705920131,16.8571428571429,128.5,66
"8",1929,2136,1449.32876712329,457,307.669460227486,5.85714285714286,38,12
"9",1930,289,246.484931506849,74,43.0632907845579,10.5714285714286,21,14.4
"10",1931,453.6,326.641095890411,96,74.3939127834974,4.57142857142857,29.4,20.2
"11",1932,585,485.497267759563,193,139.07256641355,16.8571428571429,30,18.5
"12",1933,113.2,142.241095890411,27,17.3168003913894,11,14.4,13
"13",1934,111,101.569863013699,19,16.172553816047,1.14285714285714,4,2
"14",1935,1380,787.115068493151,94,130.971526462524,18.4285714285714,31,28
"15",1936,243,151.956284153005,48,39.5767090759779,0,0,0
"16",1937,1278,732.747945205479,157,108.302574114041,23.5714285714286,48,37
"17",1938,875.000000000002,631.605479452055,74,112.806093991725,19.5714285714286,28,24
"18",1939,157,158.558904109589,39,32.0526228983706,6,16,9
"19",1940,292,242.811475409836,23,34.6605451375251,4.57142857142857,7.49999999999999,5
"20",1941,1464,745.687671232877,180,122.558548533445,6.57142857142857,17,9
"21",1942,2932,1288.24383561644,457,345.827235460394,130.285714285714,203,174
"22",1943,1712,1153.78082191781,308,273.318362954304,40.1428571428571,86,60.2
"23",1944,2195,1603.41803278689,109,171.138647712177,36.7142857142857,50,45
"24",1945,2892,1648.88493150685,302,273.471923738362,44.5714285714286,96,56.2
"25",1946,649.2,509.186301369863,205,153.388947831796,15.2857142857143,25,20
"26",1947,1456,920.421917808219,80,150.012613313005,11.4285714285714,22,15
"27",1948,855,709.535519125683,58,64.9324010960248,9.14285714285714,13,12
"28",1949,2758,1174.33698630137,405,300.59973901289,40,60,40.4
"29",1950,1240,839.904109589041,129,137.045721064682,65,78,74
"30",1951,6454,2209.6301369863,315,355.484170237604,63.2857142857143,90,81
"31",1952,1025,543.540983606557,335,264.868949287681,13.2857142857143,40,19
"32",1953,135,202.370684931507,40,33.4397902774146,4.92857142857143,13,7.5
"33",1954,48,26.2438356164384,21,13.0762668650179,0,0,0
"34",1955,67.4000000000001,55.7452054794521,8.1,9.14743122630794,0,0,0
"35",1956,29,67.8562841530055,10,5.2323890590284,0,0,0
"36",1957,1900,878.671780821918,21,113.942059702225,0,0,0
"37",1958,1924,930.723287671233,235,289.635765558642,63.5714285714286,101.8,86.6000000000001
"38",1959,850.6,651.33698630137,168,140.816204768992,82.5714285714286,101,98
"39",1960,2515,1318.72950819672,468,367.260239388342,97.7142857142857,221,168
"40",1961,3574,1687.81095890411,370,299.24993831611,90.7142857142857,144.2,136
"41",1962,2608,1387.95616438356,556,382.30826620411,65.1428571428571,135.2,88.8000000000002
"42",1963,484,321.12602739726,162,128.087840834964,31.5714285714286,66.8,56
"43",1964,290,175.431693989071,45,45.0634203268143,17.4285714285714,29,23.25
"44",1965,4614,2094.12328767123,450,299.071654874997,15.5714285714286,108,20.2
"45",1966,327.6,193.443835616438,149,114.177462491846,15.5714285714286,25.4,19.2
"46",1967,1018,484.701643835616,26,81.8326679262533,7.5,14,9.5
"47",1968,1210,615.945355191257,188,150.09003367544,103.428571428571,122.5,114
"48",1969,5052,1964.09863013699,593,475.729113562237,97.2857142857143,198.8,138.8
"49",1970,1418,970.769863013699,237,205.728167817014,30.8571428571429,61,39.4
"50",1971,732.400000000001,342.117808219178,173,132.002924026226,18.5714285714286,44,29.2
"51",1972,374.5,227.396174863388,103.5,77.1849673046908,12.4285714285714,31.5,20.25
"52",1973,3924,1618.88246575342,360,329.869344548967,7.58571428571428,44.4,20.6000000000001
"53",1974,3438,1690.36712328767,526,338.683860626234,72.5714285714286,130.8,107
"54",1975,3546,1386.71506849315,504,427.328026916607,75.4285714285714,109.4,93
"55",1976,514,642.715846994535,87.5,98.6431121998299,42.4285714285714,50,45
"56",1977,1830,883.369863013699,61,93.3468570242543,13.1428571428571,30.4,20.2
"57",1978,1358,633.8,243,233.636967548367,20.5714285714286,48.6,26.2
"58",1979,1406,835.484931506849,126,178.415713967556,16.4285714285714,29.4,18.2
"59",1980,584.5,316.525409836066,90,101.673393495166,1.1,9.25,3.65
"60",1981,176,94.6019178082192,33,27.2640544852229,8.12857142857143,15,12
"61",1982,2692,960.531506849315,168,281.641087871732,15.4285714285714,62.4,54
"62",1983,1678,885.945205479452,146,203.661652529158,44,58,51
"63",1984,2635,1041.1393442623,130,323.625833398538,29.1428571428571,47.5,40.25
"64",1985,2152,972.794520547945,482,326.540509611391,45.8571428571429,89,78
"65",1986,3846.00000000001,1494.38082191781,458,406.979481769673,177.571428571429,237,198.2
"66",1987,4042,1976.99726027397,740,682.499674218937,134.857142857143,208,160.8
"67",1988,1655,791.153005464481,317.5,272.122032698392,41.8571428571429,77,59.25
"68",1989,1136,686.104109589041,67,134.279863136121,31.1428571428571,43,37.2
"69",1990,1420,659.895890410959,221,237.893379165974,41.4285714285714,81.2,50.4
"70",1991,134,92.8575342465753,60,48.5387761989847,18.7142857142857,26.4,22
"71",1992,1295,529.585792349727,117,180.193793631417,9.77142857142857,35,18
"72",1993,6132,2372.57808219178,1000,776.594000869754,60.2857142857143,118.4,69.2
"73",1994,789,508.021917808219,128,130.796662392874,33.7142857142857,63.4,47
"74",1995,6574,2327.35616438356,241,593.164279889181,31.1428571428571,65.4,43.2
"75",1996,408.5,225.29781420765,116,86.6624662609704,30.7142857142857,55,45
"76",1997,2680,1250.12602739726,483,374.919925736364,120.714285714286,175.4,139.4
"77",1998,2132,964.364383561644,427,487.754478339281,44.8571428571429,94.6,60.6000000000001
"78",1999,6676.00000000001,2947.67671232877,1250,714.424307763147,111.428571428571,201.2,152.2
"79",2000,2975,1064.55737704918,301,239.285139248201,50.5714285714286,93,68.5
"80",2001,2254,923.805479452055,291,285.328981383913,55.7142857142857,73.4,64
"81",2002,981.200000000001,565.731506849315,72,97.8029929780131,38.2857142857143,54.4,50
"82",2003,2976,1236.63561643836,319,248.063297208879,57,117,80.2
"83",2004,4310,2000.38797814208,582,385.002022271899,111,190.5,157
"84",2005,4834,2202.09753424658,633,454.988057292879,103.8,151.2,119.2
"85",2006,306.6,253.344657534247,129,105.651506849315,27.8571428571429,46.2,38.72
"86",2007,3084.00000000001,1756.4397260274,144,342.756538966271,26.6714285714286,36.12,31.9
"87",2008,7715,2714.75218579235,793.5,640.372868024507,82.7571428571428,142.5,132.25
"88",2009,3910.00000000001,1775.79178082192,611,732.080503485921,272.857142857143,301,284.2
"89",2010,2572,1235.97808219178,637,501.314329661981,124.285714285714,220.4,158.4
"90",2011,167.4,104.623287671233,97.9,75.0715712506671,11.5285714285714,21.14,16.4
"91",2012,723.5,332.296448087432,97.5,108.845790034957,11.6571428571429,18.65,15.175
"92",2013,1704,831.742739726027,60,80.4527883807814,18.0428571428571,32.48,28.62
"93",2014,1124,484.533698630137,180,205.170880033209,43.9142857142857,74.7,50.04
"94",2015,1498.00000000001,700.398630136986,77,166.122307786634,41.7714285714286,49.08,45.28
"95",2016,4425,1933.0762295082,425.5,340.160976363759,49.1857142857143,73.65,57.575
"96",2017,3456,1459.86164383562,393,474.688641716371,91.3,166.6,121.6
"97",2018,612,333.392602739726,115,96.2484492448191,51.0285714285714,88.18,66.36
"98",2019,7850.00000000002,3650.47397260274,994,736.600498605376,167.571428571429,414.8,297.4
"99",2020,3070,1304.50136612022,468.5,382.681154694776,95.7285714285714,152.5,114
"100",2021,2198,883.049589041096,328,244.148780917345,66.6,98.72,87.24
"101",2022,2656,1206.12048929664,182,273.991189848321,53.3571428571429,99.58,77.65
