"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1911,218.239130434783,187,212,253.3,279,187.428571428571,NA
"2",1912,1578.79508196721,240,1060,4165,5480,175,1017.15118793851
"3",1913,1416.6602739726,175,870,3800,4390,150,995.847553496284
"4",1914,2754.96712328767,205,1680,6680,7610,173.142857142857,1837.3017436901
"5",1915,3020.96712328767,205,1440,7770,9090,175,2018.76862753902
"6",1916,1984.6693989071,175,700,4840,5600,150,1393.53465715602
"7",1917,938.975342465753,100,335,2860,3520,87.2857142857143,642.426507727432
"8",1918,820.813698630137,82,410,2350,3094,56,618.448084495822
"9",1919,1576.37260273973,131.4,575,4690,5640,95.1428571428572,1047.25982754852
"10",1920,929.303278688525,72,378,2110,2600,47.8571428571429,550.804597223032
"11",1921,2133.5095890411,150,1620,4830,5850,115.285714285714,1593.6263164267
"12",1922,1091.59726027397,106,472,3334,4090,57.7142857142857,716.719734661182
"13",1923,911.994520547945,138,555,2480,3120,79.7142857142857,713.846981338098
"14",1924,544.010928961749,38,332.5,1100,1440,31.4285714285714,309.622683577873
"15",1925,1931.05479452055,195,805,4830,5994,146.142857142857,1241.71432744561
"16",1926,1583.60547945205,81,450,3390,5600,67.8571428571429,744.666763069503
"17",1927,2133.22739726027,168,1580,4580.00000000001,5930,156,1323.85419633559
"18",1928,1356.60655737705,119,595,3480,4060,97.4285714285714,926.202534286604
"19",1929,880.435616438356,76,495,2400,2840,62.2857142857143,534.364745135316
"20",1930,938.367123287671,104,366,2550,3030,69.4285714285714,672.453638293378
"21",1931,566.632876712329,58,296,1390,1998,49.2857142857143,356.136608482841
"22",1932,988.587431693989,83,395,2780,3532.5,69.2857142857143,675.128195400531
"23",1933,1120.44931506849,105,299,3470,4260,92.4285714285714,768.064915105322
"24",1934,1091.33698630137,76,854,2340,2764,64.1428571428571,779.804658473963
"25",1935,1185.29863013699,112,580,3450,4240,92.2857142857143,900.419214362773
"26",1936,1382.37158469945,118,724.5,3520,4660,105.857142857143,870.082367693367
"27",1937,1929.22191780822,143,752,4900,6400,119.571428571429,1078.76733426722
"28",1938,2471.2301369863,197,1330,6620,7800,142.714285714286,1842.08240973878
"29",1939,789.013698630137,82,468,2396,2904,67.7142857142857,550.121775259791
"30",1940,2359.30601092896,163,1090,5180,7540,139.428571428571,1242.08055258342
"31",1941,3690.40547945205,305.6,2970,8328,10100,220.285714285714,2348.27516851489
"32",1942,2230.45753424658,186,1560,5076,6788,149,1586.58783729309
"33",1943,1430.03287671233,123.4,775,3468,4350,113.428571428571,1060.77578226957
"34",1944,1029.40983606557,116,703,2230,2787.5,104.285714285714,705.062206095813
"35",1945,1659.2904109589,124.2,1140,4240,5366,102.571428571429,995.975445894704
"36",1946,1659.35890410959,161,1050,4716,5640,134.142857142857,1287.29787559721
"37",1947,1033.1698630137,132,537,2548,3114,109.142857142857,704.113138519469
"38",1948,1600.18306010929,240,693,4190,5462.5,162.714285714286,995.686637555819
"39",1949,1463.86575342466,148,320,4460,6158,123.571428571429,949.299080202634
"40",1950,1875.97534246575,151,1400,3824,5024,104.714285714286,1028.55085813071
"41",1951,1800.93698630137,168,1290,4230,5404,123,1066.76684447726
"42",1952,2291.37704918033,183,1360,6635,7740,159.142857142857,1640.01315449159
"43",1953,2376.37534246575,260.4,1860,4906,6444,205.857142857143,1496.9713917464
"44",1954,2158.01643835616,228,1140,5488,7232,197.428571428571,1389.72719260237
"45",1955,1303.55890410959,136,692,2612,4100,114,754.637198416447
"46",1956,2377.53825136612,203,1575,5720,7327.5,172,1588.60837713737
"47",1957,1865.35616438356,175.8,1010,4306,5056,136.571428571429,1165.39871281703
"48",1958,3329.89315068493,229.4,1670,8744,10980,196.428571428571,2227.29074168991
"49",1959,1412.48219178082,155,489,3476,4212,123.142857142857,942.013768012809
"50",1960,1489.72404371585,148,844,3890,4695,112.571428571429,885.233997058559
"51",1961,245.246575342466,175,192,289.8,378.2,166,222.103630136986
"52",1962,214.408219178082,180,195,255.8,337.2,165.571428571429,186.009046531855
"53",1963,1202.36438356164,152.4,249,4106,5508,140.285714285714,468.52799086758
"54",1964,206.715846994536,153,205,279,282,149.285714285714,199.279735883424
"55",1965,177.312328767123,155,166,210,247.4,150.571428571429,173.252396173081
"56",1966,211.58904109589,150,161,262,416.600000000001,148,193.557275198166
"57",1967,327.331506849315,150,166,449.600000000002,1620,147.571428571429,268.595446836269
