"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1963,96.2,46.8767123287671,NA,11.4285714285714,17.4,35,110.8
"2",1964,67,58.8803278688525,31.8907606168877,10.3714285714286,17,38,102.5
"3",1965,1112,803.33698630137,240.204348451709,30,39,335,2142
"4",1966,463.4,189.684931506849,168.111617742988,36.4285714285714,50,117,558
"5",1967,250.8,136.131506849315,113.942116947651,30.8571428571429,55,121,296.4
"6",1968,185.5,75.7950819672131,58.4143241262183,15.5714285714286,18.5,54,204
"7",1969,257.6,160.893150684931,127.461198565251,22.4285714285714,55.4,144,285.8
"8",1970,211.2,98.1345205479452,92.1215984700231,3.47142857142857,9.74,87,235
"9",1971,185,72.4090410958904,49.9323819688895,7.3,12,47,209.8
"10",1972,127,82.2978142076503,62.1420645192215,37.5714285714286,40,78,140.5
"11",1973,312.6,117.597260273973,104.145979560774,18,29,65,347.6
"12",1974,108.2,34.6067123287671,31.9198673791929,0.0814285714285714,1.1,14,116
"13",1975,23,11.1911780821918,8.9787822453663,0,0,13,27
"14",1976,21,6.84636612021858,4.49271267978958,0,0,1.4,25
"15",1977,1,0.402958904109589,0,0,0,0,3.38
"16",1978,2.96,1.72049315068493,0.0711394037066882,0,0,0,4.98
"17",1979,0.08,1.94287671232877,0,0,0,0,0.878
"18",1980,4.4,1.96852459016393,0.578070355191257,0,0,0,7.2
"19",1981,0,0.056027397260274,0,0,0,0,0
"20",1982,0,0.0348767123287671,0,0,0,0,0
"21",1983,0,0.052986301369863,0,0,0,0,0
"22",1984,0,0.00259562841530055,0,0,0,0,0
"23",1985,0,0.0010958904109589,0,0,0,0,0
"24",1986,19,5.34627397260274,1.57487265347539,0,0,0,27
"25",1987,1386,350.563287671233,248.099491038876,7.45714285714286,19.4,59,1858
"26",1988,108.5,29.4709836065574,23.8483968177435,0,0,2.3,145.5
"27",1989,0,0.150684931506849,0,0,0,0,0
"28",1990,0,0,0,0,0,0,0
"29",1991,0,0,0,0,0,0,0
"30",1992,0,0,0,0,0,0,0
"31",1993,0,0.0347945205479452,0,0,0,0,0
"32",1994,0,0,0,0,0,0,0
"33",1995,0,43.6545205479452,0,0,0,0,422.200000000001
"34",1996,175,53.5831420765027,39.088191249631,0,0,0,219.25
"35",1997,248,118.166383561644,69.7211973010651,0,2.38,70,436.6
"36",1998,639.6,253.814219178082,205.685661397963,0,8.42,146,751.8
"37",1999,1574,434.649315068493,354.966525582485,64.1428571428571,103.8,154,1990
"38",2000,268,75.6748633879781,63.6406653851415,0,0,0,304.5
"39",2001,39,15.6271506849315,3.13126464165178,0,0,0,102.8
"40",2002,0,0,0,0,0,0,0
"41",2003,0,1.31232876712329,0,0,0,0,0
"42",2004,0,0,0,0,0,0,0
"43",2005,0,0,0,0,0,0,0
"44",2006,0,0,0,0,0,0,0
"45",2007,0,0,NA,0,0,0,0
