"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,1131.57608695652,41.1,76,1932,4231,41,NA
"2",1965,399.312328767123,51.4,214,822.6,1376,45.5714285714286,268.776479650308
"3",1966,517.715068493151,52,337,1256,1690,46.1428571428571,315.559217546712
"4",1967,351.958904109589,56,231,712.6,999.2,50.4285714285714,244.360948057791
"5",1968,358.765027322404,50.5,225,624.5,929.5,41.2857142857143,195.325154417156
"6",1969,496.575342465753,58,331,1200,1594,52,309.221254362076
"7",1970,493.780821917808,39,252,897.4,1872,33.4285714285714,215.742213321194
"8",1971,578.547945205479,68,440,1110,1360,52.4285714285714,372.371450720915
"9",1972,539.303278688525,48,190,1235,1965,43.8571428571429,296.568126641404
"10",1973,474.443835616438,44,335,1196,1800,39,264.753708014328
"11",1974,587.591780821918,49,300,1128,1496,44,320.982827887485
"12",1975,471.243835616438,56,307,1064,1278,44.1428571428571,320.044482713633
"13",1976,213.120218579235,43,108.5,477,530.5,38,165.738158646412
"14",1977,232.150684931507,27,91,516.8,968.6,21.5714285714286,112.62623195678
"15",1978,372.361643835616,48,163,836.000000000001,1300,42.5714285714286,270.375742453893
"16",1979,328.243835616438,46,239,738.6,924.4,37.2857142857143,187.507874169335
"17",1980,440.117486338798,47,192,853.5,1260,38.2857142857143,253.591445485298
"18",1981,421.317808219178,31.4,163,1164,1580,24.8571428571429,209.24494370899
"19",1982,582.646575342466,60,412,1240,1672,50.4285714285714,351.97865018567
"20",1983,777.961643835616,71.8,616,1662,2206,64.2857142857143,433.113644796924
"21",1984,461.142076502732,63,397,927,1080,52.1428571428571,322.448091768584
"22",1985,228.92602739726,46,155,491.4,663.2,42.4285714285714,169.565946152007
"23",1986,396.164383561644,42,191,907.6,1598,33.5714285714286,226.539176689822
"24",1987,341.317808219178,37,159,848,1168,34,211.761599592589
"25",1988,248.385245901639,37,200,494.5,625,35.2857142857143,166.679100612502
"26",1989,339.756164383562,48,155,1056,1218,42.7142857142857,256.994321633944
"27",1990,211.364383561644,43,115,478.4,651.8,38.5714285714286,124.639681892457
"28",1991,180.632876712329,27.4,104,384.6,489.6,21.8571428571429,113.738406433749
"29",1992,192.92349726776,28,118.5,440,661.5,24.7142857142857,115.726835012499
"30",1993,466.254794520548,53,202,1136,1378,50.4285714285714,313.445711518314
"31",1994,175.320547945205,32,110,368.2,465.4,28.1428571428571,124.694232576449
"32",1995,638.065753424657,46,317,1552,2302,44,325.224632257012
"33",1996,715.530054644809,57,496.5,1520,2197.5,52.4285714285714,386.842294727131
"34",1997,416.835616438356,63,238,690.8,1066,58,237.382477725438
"35",1998,629.978082191781,57,468,1332,1710,53.1428571428571,403.67461307378
"36",1999,481.797260273973,55.4,300,1090,1368,49,321.229803508337
"37",2000,344.467213114754,45,143.5,815,1047.5,37.8571428571429,248.962689135037
"38",2001,155.939726027397,24,100,375.8,560,22.1428571428571,103.220481387154
"39",2002,357.08904109589,33,172,795.800000000001,1110,30.0142857142857,209.889130181753
"40",2003,455.327397260274,44.28,343,1028,1406,39.9428571428571,318.29172260274
"41",2004,385.684153005465,44.05,193,891,1035,38.6,270.503314244954
"42",2005,442.988219178082,45.8,268,780.4,1100,42.9571428571429,258.362062890817
"43",2006,652.186849315068,43.94,501,1404,2108,39,414.752695522044
"44",2007,311.187397260274,41.8,200,672.800000000001,921.8,34.5571428571429,209.755351959608
"45",2008,403.913138686131,46.32,370,826.7,955.399999999999,37.6857142857143,NA
"46",2009,171.343795620438,34.93,85.25,423.6,494.4,29.8428571428571,NA
"47",2010,482.158904109589,59.44,463,933.4,1184,49,314.2581752427
"48",2011,452.84,59.84,346,991.6,1198,52.2,317.711211107721
"49",2012,512.531693989071,43.35,289.5,1330,1905,37.4571428571429,269.441255725947
"50",2013,225.97095890411,42.7,96.5,546,722.6,31.0428571428571,172.605978367312
"51",2014,235.538356164384,25.14,88.3,533.4,895.200000000001,21.5285714285714,111.678293393761
"52",2015,246.495342465753,26.94,89.1,548.8,888.000000000001,24.6285714285714,118.584025174237
"53",2016,566.965300546448,37.9,353,1360,1965,33.1142857142857,340.670188194837
"54",2017,679.329315068493,58.04,349,1606,2252,52.0428571428571,417.34278348533
"55",2018,244.79397260274,38.32,146,600.2,680.4,35.2,182.716065571911
"56",2019,374.722465753425,51.54,184,856.6,1088,48.4,243.483876299097
"57",2020,193.586885245902,36.5,161.5,333.5,432.25,28.5428571428571,134.575911981158
"58",2021,323.128571428571,54.76,214,639.2,938,49.2142857142857,NA
