"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,3336.8152173913,270,635,6729.00000000001,16120,258.714285714286,NA
"2",1965,1369.95616438356,294.4,1010,3468,5086,246.857142857143,1080.34129810828
"3",1966,1318.57534246575,240,1080,2946,3588,169.571428571429,900.629018274232
"4",1967,1351.93698630137,265,790,3062,3536,236.571428571429,973.323757436238
"5",1968,1207.40163934426,295,766,2135,3385,236.142857142857,766.094111460034
"6",1969,2094.05205479452,307,1650,4506,5692,259.571428571429,1399.13584285504
"7",1970,2043.06849315068,268,1050,3988,7360,232.428571428571,1027.98828297352
"8",1971,1838.15890410959,349,1250,3170,4660,302,1275.25795303507
"9",1972,1474.01092896175,288,864,2740,4447.5,245.571428571429,856.768548123229
"10",1973,1874.87671232877,275,1640,4074,5662,234.142857142857,1152.14723674727
"11",1974,2940.89863013699,332,1040,6406,9940,316.142857142857,1609.05102777606
"12",1975,1954.98630136986,368.2,1140,4378,4972,323.714285714286,1555.17920516318
"13",1976,732.964480874317,273,523.5,1420,1550,264.571428571429,604.700182149362
"14",1977,629.879452054795,190,417,866.6,2174,181.285714285714,419.065117399388
"15",1978,1746.97534246575,416,1180,3298,5018,399.285714285714,1196.7932330683
"16",1979,1197.17260273973,389,944,2192,2646,369.857142857143,875.543466563877
"17",1980,1739.04644808743,437,1095,4095,5850,387.142857142857,1284.60169611809
"18",1981,1823.90684931507,466,1080,3296,5568,392,1048.47635800273
"19",1982,2243.6904109589,576,1710,5076,6484,451.857142857143,1600.4776796111
"20",1983,5369.29315068493,621.4,3750,12100,14100,544.857142857143,3759.7692577958
"21",1984,1812.6174863388,531,1345,3095,5317.5,428.857142857143,1296.88136076966
"22",1985,965.221917808219,456.8,848,1588,2044,405,788.699186768107
"23",1986,2158.34246575342,458.4,937,5794,9580,355.285714285714,1225.7191161089
"24",1987,1276.57808219178,338,860,2322,3700,328.142857142857,825.757983593676
"25",1988,1043.45628415301,328,968.5,1695,2162.5,306,818.703576072754
"26",1989,1430.64657534247,468,731,3076,3748,364.142857142857,1110.50784765463
"27",1990,865.095890410959,372,582,1504,2070,358.571428571429,623.35200636502
"28",1991,851.419178082192,399.4,560,1554,2078,364.428571428571,643.05734865391
"29",1992,1176.9043715847,506,667.5,2380,3297.5,463.857142857143,838.396466185606
"30",1993,1829.65753424658,467.4,1270,3680,4520,437.285714285714,1268.56593627968
"31",1994,937.654794520548,473,702,2090,2280,354.428571428571,777.918723635573
"32",1995,3370.71506849315,455,1560,8858,11600,445.571428571429,1775.06976022455
"33",1996,2627.37431693989,558,1695,6135,8070,488.285714285714,1729.4423246911
"34",1997,2384.10136986301,629,1170,7876,9550,526.571428571429,1645.97609075077
"35",1998,4031.35616438356,661.4,2900,8450,9902,473.285714285714,3095.35528375734
"36",1999,1872.96438356164,577,1190,3866,4656,453.857142857143,1440.05434849598
"37",2000,1951.81147540984,552,984.5,4065,6767.5,469.285714285714,1260.06878740567
"38",2001,1220.32328767123,528,816,2436,2792,416,945.621637506129
"39",2002,1787.60273972603,495,1210,4190,6098,375.714285714286,1091.42404934887
"40",2003,2143.16438356164,481,1730,4542,5184,359.714285714286,1728.11498884197
"41",2004,2230.11202185792,518,1775,5215,6330,478.428571428571,1531.14412568306
"42",2005,2316.98904109589,572.4,1410,4612,7878,429.142857142857,1446.98505696932
"43",2006,3555.97534246575,547,2560,9004,9852,403.428571428571,2784.18459438903
"44",2007,1188.57260273973,493,777,2496,3122,454,786.803098765109
"45",2008,1717.83333333333,482,1405,3260,4802.5,397.571428571429,1229.96842387228
"46",2009,1348.24931506849,527.4,857,2790,3706,459.571428571429,1013.86317844033
"47",2010,2421.42465753425,586.4,2050,4828,6228,443.142857142857,1913.66403970673
"48",2011,2390.50684931507,544.6,1530,5136,5858,511.428571428571,1870.11134095657
"49",2012,2134.45355191257,542.5,1350,4785,5910,452.285714285714,1506.64314096662
"50",2013,1197.01095890411,446.8,949,2394,3030,406.285714285714,824.375674553757
"51",2014,1211.26575342466,461,886,2164,3102,445.142857142857,800.344331209126
"52",2015,1303.72054794521,430.4,910,2326,3128,349,848.698650570982
"53",2016,2622.35519125683,552,1930,5155,8080,513.571428571428,1605.17285277583
"54",2017,3248.58904109589,589,2180,6852,8426.00000000001,499,2303.28371087216
"55",2018,1093.0904109589,447.6,827,2112,2296,365.428571428571,875.892242516489
"56",2019,2483.12054794521,446.2,1510,5606,6960,413.285714285714,1704.90668049946
"57",2020,912.595628415301,409,676.5,1760,2205,338,746.70757662818
"58",2021,1069.27838827839,477,934,2070,2242,469.714285714286,NA
