"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,8242.71739130435,1971,2220,20410,32250,1615.71428571429,NA
"2",1965,5955.69863013699,1360,3910,14300,20000,1070,5276.07294520548
"3",1966,3094.03835616438,1154,2840,5538,6500,970.571428571428,2639.31077694236
"4",1967,3617.31506849315,1304,3310,6370,7924,1150,3063.00666129465
"5",1968,2526.13114754098,963,2125,4515,5375,911.142857142857,2170.42431158256
"6",1969,4367.47945205479,1300,3400,9224,10300,1147.14285714286,3533.09756636058
"7",1970,4862.21095890411,1184,3080,9160,13540,975,3305.55583717921
"8",1971,5920.43835616438,1520,4830,11360,12900,1362.85714285714,4515.58256063571
"9",1972,5192.75956284153,1300,3570,10900,18200,1035.71428571429,4205.92420714811
"10",1973,3282.57808219178,845.4,2630,6964,9460,814.285714285714,2718.15098610076
"11",1974,6525.64383561644,1524,3870,12600,16400,1325.71428571429,4608.10247879974
"12",1975,5144.05479452055,1710,4250,9080,11340,1327.14285714286,4388.07345171851
"13",1976,2753.60928961749,1300,2490,4250,4505,934.571428571429,2585.88349379825
"14",1977,1962.34246575342,813,1470,3084,6856,796.571428571428,1597.22511850402
"15",1978,3716.19178082192,1314,2330,7230,8608,1087.14285714286,3194.6554690743
"16",1979,2513.2301369863,1130,2350,4722,5316,946.428571428571,2065.31986889018
"17",1980,3507.11202185792,1245,2250,6615,8742.5,1006.14285714286,2640.08609866154
"18",1981,2944.1397260274,913,1890,5178,8872.00000000001,811.857142857143,2104.51906738219
"19",1982,5838.08219178082,1380,4660,12800,16020,1165.71428571429,4550.48791245687
"20",1983,7453.09589041096,1874,6740,14360,17360,1542.85714285714,5929.70259056012
"21",1984,5273.46994535519,1245,5160,9300,10300,1097.14285714286,4656.10913551033
"22",1985,2988.87123287671,1180,2670,4896,6312,958.142857142857,2564.08401442769
"23",1986,4257.3095890411,1210,2480,8482.00000000001,14500,1009.71428571429,3263.6676909428
"24",1987,2377.78904109589,1060,1770,4176,4884,956.142857142857,2082.4281918064
"25",1988,2043.91803278689,1105,2010,3550,3880,768.285714285714,1829.14294388065
"26",1989,3313.53698630137,1250,2000,7616,10500,966.857142857143,2890.51161511624
"27",1990,2040.0904109589,1004,1670,3352,3580,867.142857142857,1752.01504674929
"28",1991,1403.15890410959,794,1320,2146,2458,628.857142857143,1259.98549475118
"29",1992,1168.33606557377,485.5,1220,1675,1960,417,1059.25263472866
"30",1993,3833.80821917808,1410,1940,9320,11440,1188.57142857143,2986.86987430378
"31",1994,1250.98630136986,639.4,1220,1836,2058,599,1149.34914245572
"32",1995,4208.35616438356,1448,2810,8856,11080,1277.14285714286,2928.04457969332
"33",1996,5696.42076502732,1385,4135,11250,17250,1235.71428571429,4144.40185224611
"34",1997,4711.34246575342,1180,2480,10600,13200,1015.71428571429,3653.69906842016
"35",1998,6091.8904109589,1700,5320,11160,12200,1381.42857142857,5208.31174001037
"36",1999,4944.1095890411,1610,2930,10260,11580,1454.28571428571,4193.81710945067
"37",2000,3317.92349726776,1250,1800,6580,7392.5,1180,3039.6059778109
"38",2001,1787.20547945205,1054,1770,2486,2676,1025.71428571429,1666.07741521876
"39",2002,2431.27671232877,843.4,1790,4432,5100,763.428571428571,1953.1852283105
"40",2003,3140.27671232877,1200,2300,5836,6520,1025.14285714286,2683.49333443573
"41",2004,2473.62841530055,837.5,1890,4910,5380,694,2152.87019230769
"42",2005,2975.15068493151,1140,1980,5374,7552,1057.14285714286,2309.50195626554
"43",2006,5695.34246575342,1284,4480,11760,14860,1187.14285714286,4694.17277122555
"44",2007,2620.84931506849,1130,2190,5016,6466,1108.57142857143,2431.72931741014
"45",2008,2736.77595628415,1190,2175,4820,5097.5,1154.28571428571,2515.16148141476
"46",2009,1988.6301369863,1120,1830,3010,3378,1100,1851.58857862077
"47",2010,2442.41095890411,1170,2400,3872,4396,1078.57142857143,2115.97435532504
"48",2011,3624.35616438356,1370,2520,7236,7910,1305.71428571429,3273.70620722504
"49",2012,2773.44262295082,1190,2040,5950,6950,1164.28571428571,2245.10694769711
"50",2013,1825.6,1010,1370,2986,3598,961.142857142857,1702.82841052403
"51",2014,1786.09589041096,982.4,1490,2868,3558,945.142857142857,1468.84596138037
"52",2015,1941.26301369863,983,1390,2760,3590,934,1522.29971298108
"53",2016,3620.95628415301,1130,2570,7825,9980,1038.57142857143,2966.4927155013
"54",2017,5305.50684931507,1310,2470,11680,16160,1200,4000.09431416606
"55",2018,1927.38630136986,1050,1550,3266,4168,988,1628.72295816816
"56",2019,3046.08219178082,1200,1610,6934,8376,1060,2350.36065943189
"57",2020,1621.98907103825,1050,1455,2320,2940,988.142857142857,1425.31002408817
"58",2021,1613.84249084249,981.2,1700,2310,2400,966.571428571429,NA
