"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,10911.9891304348,439,1190,18070,56000,422.714285714286,NA
"2",1965,3777.35616438356,536.4,2170,11000,16000,466,3055.02409654273
"3",1966,4529.10684931507,450,3170,10560,13780,367.285714285714,2391.76008429926
"4",1967,3891.9095890411,498,2280,8292,9916,336,2350.79754050528
"5",1968,3438.21857923497,463,1830,7820,10975,335.142857142857,1864.84700954086
"6",1969,6493.37260273973,351,3560,14300,21700,307.714285714286,3886.05824195174
"7",1970,6656.80821917808,450,2800,15940,32080,418.285714285714,3045.81483777233
"8",1971,5892.54246575342,683.6,3700,10200,16180,532.571428571429,3606.40880642869
"9",1972,5030.61475409836,540.5,2240,10950,17725,477.285714285714,2389.84991271367
"10",1973,6060.63835616438,484.2,3790,14760,21380,451.428571428571,3285.34140348536
"11",1974,6578.33150684931,554.8,2540,13400,24040,506,3332.94724308796
"12",1975,5977.31506849315,671.8,3110,13960,18280,582,4060.36793058391
"13",1976,2177.80054644809,514,1045,4270,5332.5,491,1596.34569719898
"14",1977,1716.64109589041,297.4,877,2364,6940.00000000001,245.857142857143,960.542327492483
"15",1978,4926.79452054795,685,1790,10580,18000,655.571428571429,3039.68412698413
"16",1979,3187.11506849315,626.8,2220,6918,8306,574,2089.69902345721
"17",1980,4783.79508196721,657,2110,11100,16425,547,3144.62845923384
"18",1981,4860.36438356164,632,2100,10600,17180,492.285714285714,2597.13635614226
"19",1982,6781.60547945206,851,4680,15320,24880,668.285714285714,4014.23556765648
"20",1983,12658.1095890411,1050,9370,30380,38000,920,8058.63648348971
"21",1984,5122.74863387978,819.5,3870,11100,13175,676.428571428571,3604.13664494279
"22",1985,2287.42465753425,662.4,1740,4870,6290,548.857142857143,1673.45835616438
"23",1986,5441.42465753425,765.8,1730,13940,24020,590.571428571429,2617.51846018533
"24",1987,3470.55068493151,451.4,1780,8436,11560,436.571428571428,2056.37043452688
"25",1988,2641.8825136612,500,2130,5145,7762.5,472.285714285714,1842.91336932648
"26",1989,3941.38082191781,693,1570,9684,13700,560.857142857143,3013.93183660014
"27",1990,2305.07123287671,576,1310,5246,7094,532.571428571428,1436.11495229596
"28",1991,1749.56712328767,525.4,1030,3860,4614,511.571428571429,1306.99551325387
"29",1992,2202.78415300546,669.5,1300,5205,6192.5,626.857142857143,1465.45777099722
"30",1993,5419.51780821918,710,2980,12160,14200,654.571428571429,3631.27596076118
"31",1994,2071.67397260274,592.4,1520,3926,5574,479.571428571429,1602.17458553964
"32",1995,8601.12602739726,732.8,3250,23660,35880,702,4114.20758064994
"33",1996,7246.58743169399,799,4430,18700,24450,763.428571428571,4469.03023848569
"34",1997,5177.00547945205,782.4,2750,12560,20680,687.857142857143,3132.8668393881
"35",1998,9718.48493150685,950.8,6750,25320,31260,718.142857142857,6255.95219293197
"36",1999,5230.27671232877,787,2640,12360,17880,623.285714285714,3653.91531400107
"37",2000,4257.92896174863,775.5,1695,10700,14950,695.571428571429,2794.40108875642
"38",2001,2593.08767123288,619.2,1630,5738.00000000001,8450,519.142857142857,1851.69460576714
"39",2002,4492.67671232877,622.4,2080,8292.00000000001,15840,504.285714285714,2545.2892720924
"40",2003,5411.42465753425,718.6,3980,12260,15280,572.571428571429,3902.06726492685
"41",2004,4775.23224043716,748,3100,10300,13250,710.857142857143,3379.89524266355
"42",2005,5890.42465753425,846.2,4040,12460,17160,697.428571428571,3909.66576269938
"43",2006,8526.91780821918,829.4,6310,17920,22600,674.142857142857,6564.18613847627
"44",2007,3080.10410958904,731,1930,7280,9162,663.571428571428,2183.88080197605
"45",2008,3914.38797814208,717.5,3025,8525,9795,651.428571428571,2952.86445285134
"46",2009,3053.26301369863,658.4,1940,6510.00000000001,9342,624.714285714286,2188.32509500833
"47",2010,5967.63287671233,862.2,6020,11360,13400,625.428571428571,4513.11774116295
"48",2011,5521.61095890411,841,3850,13060,16560,790.142857142857,4397.28749347139
"49",2012,4750.41803278689,721.5,2950,10950,14225,648.571428571428,3093.9899261287
"50",2013,2283.54794520548,668,1170,4616,5542,598.714285714286,1773.05003516226
"51",2014,2489.1698630137,621.4,1250,5700,8486,539.142857142857,1222.58515003262
"52",2015,2696.84657534247,581.4,1710,5010,8902,465.428571428571,1357.97713125222
"53",2016,6570.88797814208,737.5,4545,16050,22725,623.285714285714,3782.33448441682
"54",2017,7987.61095890411,811,3630,18800,25720,737.428571428571,5330.8780845464
"55",2018,2635.30410958904,615.4,1560,5794,6980,504.142857142857,1796.81666235971
"56",2019,5831.66301369863,761.8,2910,14220,18260,642.285714285714,3721.75016135586
"57",2020,1891.98907103825,592,1495,3390,4540,470,1445.79167800259
"58",2021,2470.53113553114,604.2,2160,4474,6973.99999999999,583.285714285714,NA
