"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,3451.08695652174,1860,1870,8478.00000000001,11405,1468.57142857143,NA
"2",1965,3627.16712328767,764,2530,8728,9650,722,3366.85846923244
"3",1966,1638.05753424658,729,1500,2984,3298,668.857142857143,1453.42441706133
"4",1967,2147.68219178082,722,1790,3572,4100,697,1865.08228328551
"5",1968,1337.12841530055,729,1320,1880,2830,695,1261.94884924059
"6",1969,2313.68219178082,750,1840,3972,5500,696,1930.7515261788
"7",1970,2530.1397260274,721,1500,5204,6292,701.142857142857,1877.71298108284
"8",1971,3277.71780821918,836,3240,6064,7582,714.142857142857,2483.85133428216
"9",1972,3071.89890710382,780,2790,5805,9992.5,693.428571428571,2582.89134218847
"10",1973,1773.6,715,1340,3518,3984,667.857142857143,1641.10566075745
"11",1974,3094.09863013699,762,2910,6852,7922,725.714285714286,2542.77246735885
"12",1975,2787.09315068493,918.8,3050,4706,5198,712.857142857143,2550.63437703849
"13",1976,1835.44535519126,719,1745,3075,3120,712.714285714286,1757.37317011792
"14",1977,1277.70410958904,716,1010,1750,3248,708.142857142857,1162.07143272253
"15",1978,2134.9095890411,736.8,1820,3846,4690,728,1861.29436221313
"16",1979,1425.98082191781,733,1320,2362,2856,697.714285714286,1282.51634703196
"17",1980,1798.23224043716,745.5,1350,3330,4742.5,733.714285714286,1491.85639886788
"18",1981,1395.95342465753,740.4,1040,1810,2812,728,1155.13249718318
"19",1982,3268.48219178082,752,2870,7112,9252,709.571428571429,2690.05762147781
"20",1983,3752.81917808219,1000,2990,7236,7986,721.428571428571,3193.52182353392
"21",1984,3383.71857923497,976,3210,5700,6555,724.714285714286,2989.41372678881
"22",1985,1952.56164383562,733,1790,3260,3870,715.714285714286,1753.32653620352
"23",1986,2521.96438356164,730,1770,4760,9236,717.285714285714,2166.63745008506
"24",1987,1453.14794520548,741.8,1330,2550,2758,727.142857142857,1371.52933497249
"25",1988,1243.72677595628,729.5,1040,1995,2390,549.571428571429,1163.32226351695
"26",1989,2076.09315068493,741,1400,4886,6658,733.142857142857,1784.23108964632
"27",1990,1352.17534246575,737,1340,1820,2280,719.857142857143,1241.98581865623
"28",1991,827.402739726027,546.8,767,938.6,1310,534.571428571429,774.896216568819
"29",1992,648.773224043716,410,528.5,913,916,390,623.236650166773
"30",1993,2046.39726027397,824.6,1370,5406.00000000001,7130,673.428571428571,1570.07387776607
"31",1994,784.331506849315,569.4,775,963,1190,563.142857142857,729.274044357469
"32",1995,1801.96712328767,768.8,1340,4096,4978,731.428571428571,1376.33957193583
"33",1996,2983.19672131148,1060,1695,6315,8657.5,1030,2447.29567040428
"34",1997,2625.52328767123,1030,1640,6794,8192,807.142857142857,2239.82270073253
"35",1998,3057.80821917808,1120,2390,6362,6824,1114.28571428571,2560.4518585236
"36",1999,2880.60273972603,1310,1830,6076,7138,1122.85714285714,2525.9016307893
"37",2000,1968.1693989071,1060,1340,3600,4097.5,1042.85714285714,1820.35001064509
"38",2001,1340.73150684932,1020,1300,1670,1966,979.142857142857,1300.87278538813
"39",2002,1296.04109589041,758.4,988,2050,2458,659.714285714286,1180.44681996086
"40",2003,1487.26301369863,875,1360,2638,3020,729.857142857143,1332.58494717611
"41",2004,1236.68032786885,710,1010,2065,2220,615.142857142857,1154.13518794502
"42",2005,1451.83561643836,824.4,1180,1876,4080,800.428571428571,1297.76138538363
"43",2006,2984.4301369863,1000,2780,5766,7728,978.571428571428,2456.54028006634
"44",2007,1578.19178082192,1030,1330,2802,3400,1020,1487.68161604129
"45",2008,1627.43169398907,1020,1335,2855,2910,1018.57142857143,1548.8404241478
"46",2009,1329.99178082192,995,1320,1610,1750,990.428571428571,1311.33284409654
"47",2010,1197.41095890411,905,1300,1366,1470,814.428571428571,1167.82539611074
"48",2011,1962.46575342466,1050,1340,3826,4246,1012.85714285714,1769.72493427425
"49",2012,1447.90710382514,1000,1030,2970,3347.5,990.285714285714,1329.83159055828
"50",2013,1120.59726027397,907,1010,1474,1668,901.428571428571,1059.7
"51",2014,1111.27397260274,902,1010,1440,1680,852.714285714286,1032.09665845796
"52",2015,1071.50410958904,877,1000,1336,1478,859.142857142857,1014.57687600071
"53",2016,1495.13114754098,937,1055,2495,3235,916.428571428571,1243.09451257047
"54",2017,2316.35068493151,965,1210,5228,7388.00000000001,918,1687.17152493625
"55",2018,1225.12328767123,888.8,994,1798,2712,853.857142857143,1031.80228310502
"56",2019,1484.11780821918,908.8,1100,2418,3062,900.714285714286,1230.05765255293
"57",2020,1133.34153005464,896,988,1435,1650,878.857142857143,1021.47552693208
"58",2021,1040.47985347985,920.2,995,1368,1370,910.857142857143,NA
