"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,520.228260869565,111,197,773.9,1743,94.8571428571428,NA
"2",1965,239.380821917808,65.4,182,498.8,634,38.1428571428571,196.652588661003
"3",1966,145.858904109589,14.4,124,270.6,314.2,10.2285714285714,110.539618007563
"4",1967,179.202739726027,35.4,187,292.6,383.2,19,134.236852873154
"5",1968,135.247267759563,18,99,256,303.25,7.11428571428571,114.053511977908
"6",1969,211.13698630137,44,191,352.8,476.4,25.5714285714286,147.290911262761
"7",1970,270.731506849315,25.8,165,534.4,705,14.7142857142857,167.191700457452
"8",1971,246.115068493151,46.4,231,428.8,536.4,24.1428571428571,191.322827590978
"9",1972,188.560109289617,30,135,354,537.25,17.4285714285714,118.326299009632
"10",1973,142.595890410959,17,107,321.2,387.6,11.7428571428571,113.573570194578
"11",1974,340.12602739726,60,192,602.6,865.2,47.2857142857143,199.65200498132
"12",1975,252.276712328767,65,212,440,565.2,41.1428571428571,186.516701791359
"13",1976,139.732240437158,35,141,231.5,254.5,14.5714285714286,118.136338797814
"14",1977,106.063835616438,14,93,173,223.8,8.81428571428571,82.50154957401
"15",1978,210.304109589041,67.4,180,366.8,455.4,31.2857142857143,164.875539285152
"16",1979,136.107123287671,20,149,230,264.6,13.8428571428571,107.937867596635
"17",1980,189.51912568306,34,175,342,419.75,17.4285714285714,138.983523851909
"18",1981,157.965753424658,12,142,264.8,346.4,5.8,107.901478204146
"19",1982,270.271232876712,55.2,202,523.6,726.2,38.1428571428571,201.981511655852
"20",1983,372.997260273973,90.2,278,781.8,1042,56.5714285714286,245.707106856534
"21",1984,222.603825136612,41,215,377.5,442.5,20.2857142857143,189.424445807813
"22",1985,139.24,21,159,240,267,6.57142857142857,116.82253942673
"23",1986,196.082191780822,39.4,171,308.8,479.4,22.4285714285714,136.823816005152
"24",1987,119.583561643836,26,105,228,245,16.7142857142857,104.779631441618
"25",1988,108.915300546448,23,85,195,211,16.5714285714286,90.117108238631
"26",1989,148.093150684932,29,160,264,317.2,15.2857142857143,115.456928104575
"27",1990,115.917808219178,24,125,214,248.8,16.2857142857143,92.3212423219689
"28",1991,98.841095890411,22,92,167,177.8,17.7142857142857,80.1831050228311
"29",1992,83.5122950819672,16,56.5,157.5,163,7.72857142857143,73.7050561847188
"30",1993,148.435616438356,38.4,158,248.6,299.6,26.7142857142857,112.285767365452
"31",1994,91.226301369863,15,95,174,179,11.8571428571429,82.8495244025381
"32",1995,221.169863013699,59.4,167,411,549.2,44.7142857142857,150.119991925882
"33",1996,249.254098360656,47.5,170,538,709.5,25.7142857142857,185.568359851995
"34",1997,249.605479452055,44,158,452.8,583.8,21.7142857142857,166.843556349679
"35",1998,371.109589041096,89.6,295,760.4,874.4,67,265.501265191354
"36",1999,243.704109589041,61,200,507.8,649.4,38.1428571428571,205.901373868461
"37",2000,177.188524590164,41,170,335,424.25,17.2857142857143,147.38505274292
"38",2001,110.893150684932,21,121,202.6,225.8,14,97.5833333333333
"39",2002,133.074794520548,23,127,232,265,17.4285714285714,102.983269712743
"40",2003,184.886575342466,62.28,177,317.8,353.6,49.2142857142857,158.134699290866
"41",2004,160.827595628415,39.15,154,277,346.75,20.2142857142857,131.441495245399
"42",2005,197.441917808219,35.96,148,252,398.6,22.5428571428571,132.99019722823
"43",2006,314.347671232877,83.74,207,606.4,840.4,56.2714285714286,235.17665851272
"44",2007,152.215068493151,28.08,156,248.4,378.6,22.2,132.974602276759
"45",2008,128.600819672131,22.35,123.5,238.5,261.5,15.4142857142857,109.707784015245
"46",2009,97.0584109589041,18.2,104,170,176,9.54714285714286,83.757771424522
"47",2010,124.531232876712,25.44,140,206.6,242.4,15.9857142857143,105.696337916269
"48",2011,208.562191780822,68.5,182,352.8,491.4,39.0428571428571,171.144133444862
"49",2012,133.008743169399,29.2,139,229,260.25,17.1428571428571,116.664180741845
"50",2013,98.7515068493151,17.44,114,182,190,13.9285714285714,91.0582567251675
"51",2014,93.3579726027397,14.6,114,169.6,180.8,9.51428571428571,83.3942536230892
"52",2015,129.482191780822,25.08,108,188.2,239,14.5857142857143,95.6338657860404
"53",2016,175.40218579235,36,167.5,320.5,435.75,24.7857142857143,134.503927339717
"54",2017,264.864657534247,61.46,182,524.6,754.000000000001,32.2142857142857,215.462637680214
"55",2018,115.547397260274,26.66,131,187,194.8,17.9285714285714,99.1248330839185
"56",2019,149.464383561644,41.9,149,231.2,272.2,24.4714285714286,120.205502283105
"57",2020,89.4864480874317,14.75,87.25,167,184,12.6714285714286,81.7953194936973
"58",2021,69.732967032967,15.48,32.1,151,155.4,10.1428571428571,NA
