"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,2274.13043478261,1380,1540,4243,6888.5,1345.71428571429,NA
"2",1965,2928.21369863014,326,2110,7490,7748,266.714285714286,2773.41485753372
"3",1966,1128.54794520548,324,1030,2162,2540,272.571428571429,995.231070299563
"4",1967,1607.4602739726,297.4,1410,2674,2974,291.428571428571,1130.06540088638
"5",1968,908.920765027322,298,793,1575,1810,252.857142857143,496.46829963315
"6",1969,1740.9698630137,351,1580,2886,4406,213,1270.69741985546
"7",1970,1901.59178082192,310,1260,4396,4986,237.571428571429,1256.0516511358
"8",1971,2508.00273972603,304.4,2590,4710.00000000001,6142,251.285714285714,1688.76878372769
"9",1972,2317.01092896175,249,1955,4480,7880,242.428571428571,1925.1123814255
"10",1973,1290.55890410959,268.4,830,2800,3268,244.285714285714,1130.50226353555
"11",1974,2315.11780821918,273.2,2360,5246,6210,247.285714285714,1831.74583399137
"12",1975,2132.77808219178,366,2580,3590,4456,236.142857142857,1880.29672888635
"13",1976,1366.53825136612,280,1260,2630,2640,252,1269.54939238012
"14",1977,891.254794520548,361.2,622,1290,2590,291.857142857143,645.877081991383
"15",1978,1657.75342465753,340.2,1410,3252,4070,253.857142857143,1361.39260751257
"16",1979,992.909589041096,477,922,1900,2418,259.857142857143,781.572260273973
"17",1980,1272.74863387978,448,992,2615,3690,247.285714285714,980.166809362625
"18",1981,934.205479452055,473,718,1240,2414,250.285714285714,695.823373544264
"19",1982,2585.72602739726,477,2390,5982.00000000001,7736,282.857142857143,2081.35316179325
"20",1983,3050.80821917808,626.8,2460,6050,6718,341.857142857143,2585.15960281384
"21",1984,2778.49453551913,573,2570,4920,5447.5,272.142857142857,2398.59225952109
"22",1985,1490.32876712329,508.4,1270,2740,3140,265,1275.13769805805
"23",1986,2019.87945205479,405.8,1420,4176,8016,268.571428571429,1663.11506687016
"24",1987,1072.47397260274,444,973,1956,2308,271.714285714286,928.895853089072
"25",1988,902.311475409836,468,779,1410,1887.5,270.571428571429,766.641801504506
"26",1989,1614.83835616438,429.4,1020,3734,5898,382,1249.27473138838
"27",1990,968.594520547945,430.4,926,1612,1798,335.571428571429,792.702539103122
"28",1991,466.676712328767,271,408,630.6,708.2,257.285714285714,384.277380810573
"29",1992,355.77868852459,145,206,649,650,139.857142857143,324.102363171805
"30",1993,1568.64383561644,451.4,1010,4704.00000000001,6010,258.428571428571,1058.83331533842
"31",1994,482.276712328767,261.4,517,667,720.4,246.285714285714,408.558489410133
"32",1995,1216.62739726027,381.8,687,3100,4484,269.571428571429,762.900030673822
"33",1996,2246.65027322404,668,1135,5280,6625,353,1770.92295361833
"34",1997,2021.07945205479,535.4,1190,5768,7468,380.571428571429,1710.61662442603
"35",1998,2545.31780821918,719.8,1860,5584,6244,379.428571428571,1706.12654587779
"36",1999,2282.62191780822,801.4,1450,5082,6058,544,1868.85392708779
"37",2000,1487.78415300546,627,1030,2830,3230,551.285714285714,1244.07294648278
"38",2001,970.594520547945,648.4,846,1480,1720,594.285714285714,835.570335465412
"39",2002,849.284931506849,386,715,1490,1910,323,677.553199608611
"40",2003,1022.07123287671,491.8,897,1918,2196,296,777.941181409314
"41",2004,744.920765027322,328.5,670,1230,1445,251.714285714286,589.163281527216
"42",2005,962.364383561644,387,716,1576,2972,312.142857142857,722.402296997609
"43",2006,2248.52054794521,601,2120,4482,6036,430.714285714286,1723.75356628936
"44",2007,1070.45205479452,702,930,1876,2410,607.285714285714,898.754989968175
"45",2008,1095.20765027322,700,992,1855,2082.5,599,935.349926018282
"46",2009,906.284931506849,726.4,904,1140,1168,530.285714285714,840.440238186471
"47",2010,832.134246575342,608.4,816,1050,1098,496.571428571429,744.078644556597
"48",2011,1405.53698630137,699,996,2720,2988,471.428571428571,1126.66214586663
"49",2012,1036.25683060109,535.5,832,2255,2630,275.142857142857,788.152356515676
"50",2013,726.054794520548,540.2,652,1010,1260,343.857142857143,647.50157922747
"51",2014,732.753424657534,504.4,703,990,1098,401.857142857143,643.267622646402
"52",2015,710.819178082192,458.2,693,1000,1028,299,576.006267027359
"53",2016,951.734972677596,497,787,1560,2057.5,312.714285714286,630.794226341309
"54",2017,1584.85753424658,500.2,843,4060,5488,362.142857142857,957.623173094629
"55",2018,881.230136986301,504.4,691,1326,2160,338.571428571429,545.112139595564
"56",2019,1065.12602739726,545.4,724,1854,2558,428.571428571429,719.487288324533
"57",2020,829.948087431694,592,745,1004,1307.5,517.714285714286,692.018841950399
"58",2021,700.446886446886,505,665,995.8,1010,436.714285714286,NA
