"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,18512.6086956522,2371,2950,41800,104500,2025.71428571429,NA
"2",1965,9833.94520547945,2250,6650,24800,30000,1937.14285714286,8286.49486746131
"3",1966,8396.1095890411,1894,5740,19120,23740,1772.85714285714,5480.41899312294
"4",1967,7939.72602739726,2088,5690,15960,19880,1935.71428571429,5287.13363921652
"5",1968,6359.34426229508,1430,4595,11400,14975,1280,4100.49370321899
"6",1969,10561.5890410959,1980,7330,22520,28060,1455.71428571429,6991.23559415812
"7",1970,12012.6849315068,1750,6590,22360,42620.0000000001,1581.42857142857,6439.71220619857
"8",1971,13396.2739726027,2354,9430,24460,31920,2098.57142857143,8844.13584041529
"9",1972,11334.9726775956,2025,5600,25250,41075,1691.42857142857,7857.57956216126
"10",1973,8923.09589041096,1380,6940,23980,29740,1280,6247.69591112428
"11",1974,13622.9589041096,2204,6700,25680,32640,2040,8718.85120405701
"12",1975,10627.3424657534,2430,7500,21360,24360,2280,8211.45665513502
"13",1976,5213.52459016393,2080,3870,9140,10000,1665.71428571429,4587.91822544487
"14",1977,4409.58904109589,1090,2550,7756.00000000001,16800,1047.14285714286,2912.60716224415
"15",1978,7760.13698630137,2148,4290,16260,20160,1722.85714285714,6629.92753501982
"16",1979,5789.12328767123,1654,4710,11780,14020,1568.57142857143,3836.46701014985
"17",1980,8103.19672131148,1905,4785,15800,21250,1834.28571428571,5881.9521962577
"18",1981,7862.95890410959,1330,4080,18180,29960,1234.28571428571,4245.6841062716
"19",1982,13224.1643835616,2340,9960,26600,35300,2211.42857142857,9216.09410543794
"20",1983,16886.6301369863,3300,14600,34620,41240,2407.14285714286,11626.0117930615
"21",1984,10412.131147541,2215,9550,19800,23275,1852.85714285714,8353.45316159251
"22",1985,5385.91780821918,1714,4750,9976,13480,1584.28571428571,4339.30496062269
"23",1986,10817.3424657534,1700,4540,24600,33840,1595.71428571429,7086.7512399569
"24",1987,5385.86301369863,1404,3150,11360,15240,1242.85714285714,3747.72936107392
"25",1988,4615.46448087432,1570,4050,7980,9902.5,1481.42857142857,3527.94873796513
"26",1989,7107.45205479452,1920,3650,19020,22880,1800,6139.62028528029
"27",1990,4579.12328767123,1774,3020,8716,11260,1528.57142857143,3406.02011390436
"28",1991,3361.17808219178,1234,2500,5928,6878,1151.42857142857,2646.35407408021
"29",1992,3086.27049180328,739,2285,5980,8545,661,2197.04077735789
"30",1993,9060.68493150685,2270,4410,21620,25080,2227.14285714286,7084.41894956339
"31",1994,3090.68493150685,1190,2700,5518,6274,1035.71428571429,2544.31374771744
"32",1995,11630.0821917808,2160,8340,26700,36480,2101.42857142857,6946.35102129802
"33",1996,13563.9617486339,2180,10700,28950,40375,1888.57142857143,8780.63931082579
"34",1997,10599.4520547945,2060,5880,19860,28400,1952.85714285714,7101.73572181243
"35",1998,13551.7534246575,2384,12000,24500,31080,2122.85714285714,10924.5927452504
"36",1999,10760.2739726027,2130,7550,22820,27160,2052.85714285714,8360.41076625265
"37",2000,7227.5956284153,1885,3685,15650,17775,1682.85714285714,6168.30070809579
"38",2001,3455.80821917808,1200,2820,6536,8698,1190,2696.52809935798
"39",2002,6290.32876712329,1294,3680,12820,17460,1222.85714285714,4281.79438285325
"40",2003,8402.27397260274,2080,5980,17220,21900,1890,6325.68760715946
"41",2004,6902.75956284153,1590,4520,14550,15775,1380,5487.47003967496
"42",2005,8302.16438356164,2100,5200,14840,20160,1910,5622.41010123328
"43",2006,12692.5753424658,1930,9850,27220,37380,1811.42857142857,9521.18604588394
"44",2007,5968.84931506849,1744,4560,12260,15880,1674.28571428571,5050.32102212856
"45",2008,6434.48087431694,1780,4985,12450,13800,1601.42857142857,5280.41163996737
"46",2009,4771.78082191781,1640,3660,9040,11500,1575.71428571429,3762.96636475165
"47",2010,7517.09589041096,1830,7210,13500,17420,1775.71428571429,5448.95024198203
"48",2011,8572.68493150685,2260,6550,18100,20300,2147.14285714286,6813.32229819255
"49",2012,8048.08743169399,1635,4965,18500,26300,1567.14285714286,5231.28548499083
"50",2013,4076.30136986301,1480,2530,8062,10560,1412.85714285714,3484.78143667596
"51",2014,4514.82191780822,1290,2420,9096.00000000001,14660,1232.85714285714,2788.95344640139
"52",2015,4741.17808219178,1350,2780,9230,14460,1245.71428571429,2970.26595598586
"53",2016,9717.04918032787,1680,6340,21600,29750,1602.85714285714,6514.6127313644
"54",2017,12853.6164383562,2124,6450,31040,39240,2038.57142857143,8952.97935774507
"55",2018,4678.16438356164,1680,3240,9190,10100,1618.57142857143,3860.28688478743
"56",2019,7184.05479452055,1830,3750,15620,20140,1622.85714285714,5179.10778410416
"57",2020,3667.15846994536,1430,3195,6125,7815,1365.71428571429,2902.01438082971
"58",2021,4365.31135531136,1340,3980,7540,10340,1281.42857142857,NA
