"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,3809.67391304348,136,328,7400,14000,136.714285714286,NA
"2",1965,1721.61369863014,189,850,4460,5360,169.714285714286,1329.26072110538
"3",1966,1712.82739726027,170,1130,3994,5436,148,1033.91827312807
"4",1967,1561.12876712329,236,898,3266,4638,191.428571428571,944.039104657783
"5",1968,1494.67213114754,190.5,1145,2570,3937.5,148,854.561476383897
"6",1969,2274.10684931507,220.6,1520,5280,6524,186.285714285714,1448.42463326681
"7",1970,2607.83287671233,154.4,1430,4506,9184,115,1249.7795826652
"8",1971,2966.28493150685,299.6,2030,5158,6792,226.857142857143,1617.75200765495
"9",1972,2437.42349726776,205,988.5,4355,8592.5,184.142857142857,1043.62165185553
"10",1973,2181.51232876712,171,1570,5752.00000000001,7404,134.142857142857,1348.95607230758
"11",1974,2719.93424657534,195.6,1700,4976,6330,168.714285714286,1711.36972156235
"12",1975,2363.78904109589,249.8,1630,5240,6296,175.428571428571,1667.82204490648
"13",1976,1062.30601092896,185,691.5,2220,2687.5,173.428571428571,865.859214950997
"14",1977,843.356164383562,98.4,360,1684,3420,80.7142857142857,454.206784557908
"15",1978,1545.18630136986,207.6,1190,3100,3744,177.285714285714,1277.98030168244
"16",1979,1342.94794520548,191,1080,3066,3516,154.285714285714,923.085507553067
"17",1980,1828.6393442623,201,1465,3465,4602.5,151,1209.84340726252
"18",1981,1778.14794520548,141.8,1000,4214,6742,120.714285714286,936.991481289292
"19",1982,2766.43835616438,242,2230,5474,6640,213.142857142857,1830.75734175622
"20",1983,3559.67397260274,377.6,2850,7474,9250,285.428571428571,2251.98675335128
"21",1984,2132.51092896175,256.5,1905,4410,5300,219.714285714286,1552.21621935136
"22",1985,1070.78630136986,181.4,853,2186,3032,156.571428571429,767.165668623614
"23",1986,2037.44109589041,199.4,772,3966,7650,138.857142857143,1176.62166570738
"24",1987,1150.92328767123,125,680,2722,3276,113,715.464652602525
"25",1988,1121.04371584699,157,1065,2050,2645,134.142857142857,775.360477804045
"26",1989,1537.90410958904,226.8,809,4128,5102,180,1213.89039294844
"27",1990,1042.44931506849,198,582,2198,3452,178.857142857143,609.776776138625
"28",1991,719.528767123288,133.8,470,1566,1884,122,506.812894107415
"29",1992,752.767759562842,107,449,1690,2570,95.8571428571428,492.041536349253
"30",1993,2097.45479452055,213.4,1070,5100,5812,199.142857142857,1577.33256474407
"31",1994,680.613698630137,110,590,1396,1776,94,518.129549400371
"32",1995,2890.78082191781,216.4,2340,6380,9018,192,1701.82158077843
"33",1996,2890.27049180328,242.5,2690,6270,7737.5,219.571428571429,1849.81951558342
"34",1997,1798.41643835616,259,1090,3096,4716,197,1062.62510259563
"35",1998,3083.78904109589,258,2760,5696,7052,207.142857142857,2058.32139661455
"36",1999,2067.45753424658,214.4,1160,4780,6016,176.142857142857,1427.03657534247
"37",2000,1432.65300546448,184,571,3190,3705,151.285714285714,1079.91947240326
"38",2001,667.28301369863,83.7,392,1592,1968,61,437.253232211192
"39",2002,1526.1397260274,125,1050,3438,4822,114.142857142857,906.218996141316
"40",2003,2028.17534246575,174.4,1380,4568,5226,153.714285714286,1495.22563827675
"41",2004,1684.40163934426,178.5,1210,3625,4067.5,147,1252.09844465444
"42",2005,2099.57808219178,202,1250,3788,5286,176,1266.2081290828
"43",2006,2919.43561643836,198.4,2360,6278,8524,177.857142857143,1959.06343188909
"44",2007,1443.52602739726,163.8,1040,3232,3952,134.857142857143,1052.47242429077
"45",2008,1559.75956284153,172.5,1210,3190,3882.5,137.428571428571,1203.93321901232
"46",2009,1190.57808219178,139,822,2806,3448,108.142857142857,865.379575133886
"47",2010,2118.68493150685,251.4,1830,4196,5480,184.571428571429,1491.68880994912
"48",2011,2089.53424657534,251.4,1520,4520,5090,208.714285714286,1520.15719043782
"49",2012,1971.29781420765,182.5,1195,4645,6347.5,153,1163.62866475312
"50",2013,918.13698630137,178,501,1976,2726,127.571428571429,718.357775050485
"51",2014,1176.85753424658,128,510,2612,4252,102.285714285714,605.611858415557
"52",2015,1082.70136986301,120,561,2276,3814,107.142857142857,589.849443443083
"53",2016,2611.12568306011,162.5,1700,5955,8512.5,143.285714285714,1670.79984454303
"54",2017,3281.14246575342,253,1690,7828,9696,226.714285714286,2084.92564849201
"55",2018,1145.31232876712,158,696,2646,3026,144.857142857143,859.513084346158
"56",2019,1914.80273972603,215,797,4694,5976,205.285714285714,1204.72297572474
"57",2020,878.172131147541,138,629.5,1745,2355,132.571428571429,614.235563126676
"58",2021,1075.86446886447,111,973,2066,2918,104.142857142857,NA
