"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1964,224.239130434783,202,211,256.7,257,201.571428571429,NA
"2",1965,177.312328767123,155,166,210,247.4,150.571428571429,173.009307792664
"3",1966,211.58904109589,150,161,262,416.600000000001,148,174.005407915804
"4",1967,327.331506849315,150,166,449.600000000002,1620,147.571428571429,266.541986737127
"5",1968,174.002732240437,153,160.5,204.5,256,150,170.118901499229
"6",1969,215.238356164384,160,167,248,309.800000000001,144.857142857143,176.113085418547
"7",1970,293.12602739726,153,157,245,600.4,148.142857142857,171.9642987606
"8",1971,249.364383561644,148,157,606,802.6,143,233.499178583973
"9",1972,170.008196721311,150,154,204.5,257.75,148.571428571429,164.49797684101
"10",1973,183.61095890411,153,159,248.6,257.4,146.857142857143,169.193187649489
"11",1974,976.734246575342,160,215,2920,4204,154.142857142857,349.726784083496
"12",1975,379.115068493151,161,172,1164,1574,158,321.112608837129
"13",1976,171.095628415301,140,157.5,247.5,251.75,102.714285714286,159.307163135733
"14",1977,166.93698630137,145,154,212,247,143,163.022037232174
"15",1978,271.068493150685,163,297,324,333,161.142857142857,254.561007827789
"16",1979,311.394520547945,297,307,315.6,320,275.285714285714,296.544044357469
"17",1980,460.169398907104,294,315,468,2027.5,286.571428571429,306.062177985948
"18",1981,491.602739726027,308,329,461.4,722.6,297.428571428571,341.962155401676
"19",1982,550.194520547945,293.4,337,863.000000000001,2240,271.285714285714,369.438846739258
"20",1983,1976.87945205479,320,1150,6190,6516,292.142857142857,1151.27174442957
"21",1984,570.846994535519,304,328.5,562,1010,243.714285714286,494.581631695566
"22",1985,349.4,303,316,457,460.8,293.857142857143,338.754292237443
"23",1986,681.961643835616,302,323,818,2650,293.285714285714,475.306300708424
"24",1987,425.052054794521,298,306,720,724,295.714285714286,392.448558382257
"25",1988,351.210382513661,288.5,303,486,542.25,283.428571428571,338.006840359094
"26",1989,460.939726027397,272.4,316,813.2,1498,152.571428571429,414.470035774728
"27",1990,316.12602739726,285,306,341,351,162.714285714286,292.42813111546
"28",1991,388.139726027397,280.4,358,497,507.8,272.142857142857,346.855307675582
"29",1992,490.459016393443,314.5,345,531,533,281.428571428571,367.340982153494
"30",1993,496.090410958904,293,323,475,1588,290.714285714286,342.200339204175
"31",1994,493.838356164384,300,327,1560,1588,288.571428571429,452.789856490541
"32",1995,999.219178082192,306,480,3858.00000000001,5056,301.285714285714,453.074512026466
"33",1996,747.642076502732,317,441,1170,3677.5,300.285714285714,451.788972957825
"34",1997,1198.47123287671,311.8,463,5546.00000000002,6738,298.714285714286,1035.68841395575
"35",1998,1870.55342465753,316,1010,5662,5908,303.142857142857,1432.05417066951
"36",1999,558.517808219178,304,516,884.8,1108,288.571428571429,505.234525440313
"37",2000,776.204918032787,306,473.5,1540,3027.5,279.714285714286,441.19739786625
"38",2001,537.449315068493,292,363,1512,1560,280.285714285714,505.993648504824
"39",2002,655.205479452055,286,355,1072,2526,271.285714285714,357.255453359426
"40",2003,772.731506849315,300,318,1990,2448,289,667.383929493179
"41",2004,1056.66120218579,286,433,2440,3957.5,277.428571428571,644.817517015914
"42",2005,914.567123287671,280.4,319,2168,3174,264,615.525087130129
"43",2006,1671.10136986301,293,451,5112,6086,283.285714285714,1250.44505869876
"44",2007,636.542465753425,290,325,1204,2680,283.428571428571,352.410130463144
"45",2008,893.584699453552,293,317.5,2160,3700,283.714285714286,766.448523176936
"46",2009,629.071232876712,291,321,1312,2126,275,473.395076103501
"47",2010,905.66301369863,286,319,2172,3764,276.857142857143,765.04712654925
"48",2011,1015.99452054795,294,321,2558,3676,276.285714285714,795.181917375387
"49",2012,947.571038251366,292,322.5,2525,3552.5,278.285714285714,797.99568696331
"50",2013,662.446575342466,280,326,1602,2340,267.571428571429,376.11024576641
"51",2014,601.084931506849,297,325,1450,1480,287.428571428571,506.402072980292
"52",2015,706.490410958904,300,339,1302,2130,291.285714285714,557.060356733898
"53",2016,1027.30327868852,310,328.5,2835,3832.5,280.428571428571,801.056963710242
"54",2017,1198.6904109589,317,459,3398,4332,279,882.551887804648
"55",2018,564.26301369863,298,341,1218,1526,294.714285714286,511.660475551845
"56",2019,979.265753424658,295,438,2576,3214,287.714285714286,742.20635518591
"57",2020,519.213114754098,297,423,969.5,1267.5,292.857142857143,436.470950429352
"58",2021,610.520146520147,300,454,1480,1590,295.142857142857,NA
