"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,2840,1620.30410958904,NA,688.285714285714,706,1400,3136
"2",1963,2770,1843.92602739726,1411.1491269005,621.428571428571,657.4,1720,3260
"3",1964,2725,1583.70491803279,1135.1606167057,523.428571428571,618,1340,2740
"4",1965,7648,3123.39726027397,2854.53371785628,522.571428571429,632,2260,8016
"5",1966,2326,1333.18356164384,1060.30526001076,511.714285714286,575.4,1280,2660
"6",1967,2776,1794.48219178082,1311.13431506849,492.285714285714,559.8,1670,3144
"7",1968,1790,1128.19672131148,585.754423627374,462.142857142857,407,1080,2225
"8",1969,3128,1946.06575342466,1393.23735667174,471.142857142857,590.2,1810,4596
"9",1970,4130,2043.24657534247,1345.58925476127,435.285714285714,435.4,1470,4780
"10",1971,4820.00000000001,2702.18904109589,1887.79132420091,490,620,2690,6150
"11",1972,4480,2604.06557377049,2143.84183688958,501.428571428571,572,2345,8212.5
"12",1973,3038,1518.16438356164,1296.37772045306,448.428571428571,549.6,1090,3480
"13",1974,5434,2599.21095890411,2066.32555338117,558.285714285714,647.4,2640,6240
"14",1975,3710,2314.9397260274,2006.74711996303,495.571428571429,695,2670,4512
"15",1976,2810,1588.46721311475,1470.02606273508,441.857142857143,545,1480,2810
"16",1977,1510,1111.36164383562,856.504193622654,481.714285714286,605,865,2714
"17",1978,3358,1850.91780821918,1518.98953220536,425.857142857143,635,1510,4012
"18",1979,2058,1208.55342465753,1014.30472474253,419.571428571429,708.4,1130,2628
"19",1980,2780,1474.1912568306,1179.97931141036,401.142857142857,658.5,1190,3765
"20",1981,1446,1152.79726027397,860.435495072022,395.142857142857,673,947,2518
"21",1982,5660.00000000001,2794.70410958904,2286.02876371773,532.571428571429,733.2,2670,7974
"22",1983,6086,3258.87945205479,2783.8313725839,607,919.2,2770,6800
"23",1984,4640,2945.77868852459,2562.7206378952,474.571428571429,885.5,2870,5437.5
"24",1985,2970,1755.07123287671,1516.08199608611,452.285714285714,773.8,1510,3358
"25",1986,4234,2268.98082191781,1861.63704718417,463,632,1550,8330
"26",1987,2286,1333.08767123288,1088.98636903163,477.142857142857,674,1230,2660
"27",1988,1645,1145.18032786885,932.028462141987,431.142857142857,660,1055,2182.5
"28",1989,3968.00000000001,1849.09589041096,1436.66119610983,527.428571428571,678.4,1240,5968
"29",1990,1930,1212.52602739726,958.101091198315,467.428571428571,602.4,1170,2174
"30",1991,875.6,698.408219178082,558.358671793639,410.571428571428,473.4,615,1072
"31",1992,885.5,577.680327868852,462.006330177376,338.142857142857,317,532,899.75
"32",1993,5148.00000000001,1850.53424657534,1345.23767468243,455,703.4,1260,6352
"33",1994,890,691.345205479452,546.537556492214,400.285714285714,479,717,962.8
"34",1995,3596,1550.71232876712,1025.48979614588,519.857142857143,631.2,1140,4692
"35",1996,5570,2578.41803278689,1976.45657337141,591,956,1570,6870
"36",1997,5964,2351.15890410959,1936.92894977169,647,848.6,1490,7372
"37",1998,5598,2787.57534246575,2137.24210029088,654.428571428571,1004,2170,6318
"38",1999,5310,2591.92054794521,2118.0618698306,820,1070,1760,6224
"39",2000,3125,1781.56830601093,1469.6406812797,829,875.5,1345,3540
"40",2001,1760,1227.27671232877,971.823496412264,843.428571428571,900.8,1140,1838
"41",2002,1876,1151.43835616438,831.788667929043,520.571428571429,631.6,931,2662
"42",2003,2456,1266.28767123288,924.349391339254,520.571428571429,704.4,1050,2690
"43",2004,1570,984.087431693989,766.705359606999,452,559,878,1755
"44",2005,1848,1188.99726027397,881.211718599225,518,609.8,999,3288
"45",2006,4842,2577.49863013699,2033.9068163756,774.857142857143,915.6,2450,6128
"46",2007,2272,1387.17808219178,1159.16366498438,843.428571428571,966.2,1220,2930
"47",2008,2155,1369.48360655738,1142.66272101018,828.428571428571,942.5,1240,2420
"48",2009,1410,1159.40547945205,1011.79101978691,746.428571428571,921,1180,1468
"49",2010,1300,1051.49863013699,905.019052735249,645.714285714286,784.8,1040,1380
"50",2011,3050,1653.82739726027,1345.33675512463,655.857142857143,876.4,1230,3318
"51",2012,2645,1267.59016393443,973.047094918338,452.857142857143,747,1050,3000
"52",2013,1336,963.202739726027,827.770280713199,584.285714285714,734.2,878,1570
"53",2014,1240,961.117808219178,793.021113285497,583.142857142857,725.4,927,1378
"54",2015,1230,913.980821917808,735.606916169627,518.428571428571,642.8,875,1328
"55",2016,1830,1200.78415300546,816.901791054226,547.571428571429,729,1020,2337.5
"56",2017,4296,1872.2301369863,1214.57631382316,571.428571428571,760.8,1130,5688
"57",2018,1606,1115.50136986301,759.960398261422,554.142857142857,693,905,2416
"58",2019,2112,1310.96438356164,912.69625373585,666.428571428571,725,987,2956
"59",2020,1260,1046.95355191257,819.68573046086,691.571428571428,777,960,1497.5
"60",2021,1180,918.553424657534,NA,607,683,913,1240
