"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,255.8,214.408219178082,NA,165.571428571429,180,195,337.2
"2",1963,4106,1202.36438356164,468.52799086758,140.285714285714,152.4,249,5508
"3",1964,279,206.715846994536,199.279735883424,149.285714285714,153,205,282
"4",1965,210,177.312328767123,173.252396173081,150.571428571429,155,166,247.4
"5",1966,262,211.58904109589,193.557275198166,148,150,161,416.600000000001
"6",1967,449.600000000002,327.331506849315,268.595446836269,147.571428571429,150,166,1620
"7",1968,204.5,174.002732240437,170.51938372799,150,153,160.5,256
"8",1969,248,215.238356164384,176.273140147524,144.857142857143,160,167,309.800000000001
"9",1970,245,293.12602739726,172.45021601686,148.142857142857,153,157,600.4
"10",1971,606,249.364383561644,233.47196347032,143,148,157,802.6
"11",1972,204.5,170.008196721311,165.576810401196,148.571428571429,150,154,257.75
"12",1973,248.6,183.61095890411,169.915867036312,146.857142857143,153,159,257.4
"13",1974,2920,976.734246575342,377.736127938392,154.142857142857,160,215,4204
"14",1975,1164,379.115068493151,315.080019238081,158,161,172,1574
"15",1976,247.5,171.095628415301,158.893598841959,102.714285714286,140,157.5,251.75
"16",1977,212,166.93698630137,162.827415050703,143,145,154,247
"17",1978,324,271.068493150685,255.182044644853,161.142857142857,163,297,333
"18",1979,315.6,311.394520547945,295.274637964775,275.285714285714,297,307,320
"19",1980,468,460.169398907104,306.199173822534,286.571428571429,294,315,2027.5
"20",1981,461.4,491.602739726027,341.522385498824,297.428571428571,308,329,722.6
"21",1982,863.000000000001,550.194520547945,369.677032259977,271.285714285714,293.4,337,2240
"22",1983,6190,1976.87945205479,1077.08441374723,292.142857142857,320,1150,6516
"23",1984,562,570.846994535519,402.21271176188,243.714285714286,304,328.5,1010
"24",1985,457,349.4,337.142400521853,293.857142857143,303,316,460.8
"25",1986,818,681.961643835616,468.186058382257,293.285714285714,302,323,2650
"26",1987,720,425.052054794521,390.667632093933,295.714285714286,298,306,724
"27",1988,486,351.210382513661,340.001580007728,283.428571428571,288.5,303,542.25
"28",1989,813.2,460.939726027397,414.915414414353,152.571428571429,272.4,316,1498
"29",1990,341,316.12602739726,292.57980279994,162.714285714286,285,306,351
"30",1991,497,388.139726027397,346.665269524996,272.142857142857,280.4,358,507.8
"31",1992,531,490.459016393443,365.931086824529,281.428571428571,314.5,345,533
"32",1993,475,496.090410958904,340.704550989346,290.714285714286,293,323,1588
"33",1994,1560,493.838356164384,460.763160469667,288.571428571429,300,327,1588
"34",1995,3858.00000000001,999.219178082192,591.922628832355,301.285714285714,306,480,5056
"35",1996,1170,747.642076502732,448.380693188022,300.285714285714,317,441,3677.5
"36",1997,5546.00000000002,1198.47123287671,1028.99998136488,298.714285714286,311.8,463,6738
"37",1998,5662,1870.55342465753,1430.54192141787,303.142857142857,316,1010,5908
"38",1999,884.8,558.517808219178,504.187317351598,288.571428571429,304,516,1108
"39",2000,1540,776.204918032787,438.440294041114,279.714285714286,306,473.5,3027.5
"40",2001,1512,537.449315068493,507.329753910697,280.285714285714,292,363,1560
"41",2002,1072,655.205479452055,361.606721247434,271.285714285714,286,355,2526
"42",2003,1990,772.731506849315,683.973286865342,289,300,318,2448
"43",2004,2440,1056.66120218579,630.094911707258,277.428571428571,286,433,3957.5
"44",2005,2168,914.567123287671,711.85073484784,264,280.4,319,3174
"45",2006,5112,1671.10136986301,1241.12428181539,283.285714285714,293,451,6086
"46",2007,1204,636.542465753425,351.882328964795,283.428571428571,290,325,2680
"47",2008,2160,893.584699453552,742.740008807222,283.714285714286,293,317.5,3700
"48",2009,1312,629.071232876712,477.259040092328,275,291,321,2126
"49",2010,2172,905.66301369863,759.18109555589,276.857142857143,286,319,3764
"50",2011,2558,1015.99452054795,781.983522934317,276.285714285714,294,321,3676
"51",2012,2525,947.571038251366,806.299642403741,278.285714285714,292,322.5,3552.5
"52",2013,1602,662.446575342466,519.412492101197,267.571428571429,280,326,2340
"53",2014,1450,601.084931506849,506.475943704697,287.428571428571,297,325,1480
"54",2015,1302,706.490410958904,543.248847129758,291.285714285714,300,339,2130
"55",2016,2835,1027.30327868852,797.938966938015,280.428571428571,310,328.5,3832.5
"56",2017,3398,1198.6904109589,879.735007909345,279,317,459,4332
"57",2018,1218,564.26301369863,511.664373138277,294.714285714286,298,341,1526
"58",2019,2576,979.265753424658,740.800236076166,287.714285714286,295,438,3214
"59",2020,969.5,519.213114754098,435.29412568306,292.857142857143,297,423,1267.5
"60",2021,1272,536.849315068493,NA,290.142857142857,293,432,1560
