"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,1234,574.512328767123,NA,189.571428571429,205,432,1446
"2",1963,1556,673.690410958904,555.56201259167,215.714285714286,263,410,1790
"3",1964,1001.5,694.800546448087,442.882384108374,197.428571428571,233,348,1600
"4",1965,1870,853.939726027397,716.731731647348,271.142857142857,304,570,2090
"5",1966,832.800000000001,445.01095890411,374.270084801044,172.142857142857,207.2,339,1100
"6",1967,1518,713.769863013699,446.843480907948,206.428571428571,227.4,350,2402
"7",1968,469,375.855191256831,308.907598230549,154.714285714286,193.5,340,628.75
"8",1969,2072,745.950684931507,635.104368439779,201,239.8,403,2540
"9",1970,1320,715.687671232877,529.951149963951,230.428571428571,248,497,1558
"10",1971,2276,925.235616438356,729.465522715936,244,276.4,449,2724
"11",1972,1555,785.784153005465,671.008940313111,222.428571428571,258,377.5,2540
"12",1973,862.4,473.624657534247,386.434899872595,170.714285714286,200.4,407,1120
"13",1974,2060,925.309589041096,711.902602739726,252.428571428571,272,443,2718
"14",1975,1620,667.052054794521,598.777740842542,254.142857142857,282,398,1910
"15",1976,857,445.96174863388,379.730832447462,211.571428571429,263,330,1005
"16",1977,385,293.841095890411,244.206548251076,128.571428571429,152,278,568.4
"17",1978,1436,691.734246575342,545.094426122348,177.428571428571,226,476,1750
"18",1979,707.8,378.778082191781,323.860225707057,124.857142857143,178,329,807
"19",1980,1160,562.18306010929,449.573003007921,120.142857142857,184,392,1440
"20",1981,855,462.065753424658,320.881111979825,101.142857142857,118.2,334,1228
"21",1982,2284,1028.72328767123,719.434859588006,220.428571428571,254.4,560,2822
"22",1983,2092,1047.84383561644,793.07899294313,300.857142857143,330,670,2700
"23",1984,1940,894.040983606557,788.830005411684,264.428571428571,319.5,547.5,2267.5
"24",1985,1030,542.753424657534,431.01313111546,192.142857142857,236.4,381,1604
"25",1986,1570,780.523287671233,608.640409356725,201.142857142857,224.4,386,2588
"26",1987,642,386.421917808219,338.013303952198,200,216.2,352,736.6
"27",1988,559,342.371584699454,294.806698252478,121,142,341,657.75
"28",1989,1836,637.504109589041,520.133055052134,118.142857142857,180,313,2028
"29",1990,524,303.769863013699,261.295388127854,113,147,263,583
"30",1991,407.2,268.230136986301,238.204848028684,100.714285714286,128,259,467.2
"31",1992,300,199.155737704918,176.607975539943,65.2857142857143,88,224,326.75
"32",1993,1962,801.550684931507,615.992523868825,158.285714285714,200.4,320,2520
"33",1994,368.6,236.479452054795,206.536394820032,66.8571428571429,89,237,381
"34",1995,1820,768.345205479452,529.848647997689,155.571428571429,208.4,473,2110
"35",1996,1950,948.120218579235,719.089337010064,146.857142857143,188.5,562,2437.5
"36",1997,1596,866.312328767123,586.380245043819,176.714285714286,221.4,417,2260
"37",1998,1986,906.260273972603,725.787492486224,200.571428571429,248,650,2446
"38",1999,2190,869.027397260274,685.850094937518,237.571428571429,272.8,398,2506
"39",2000,1150,564.628415300546,485.749407139523,139.428571428571,182.5,349,1380
"40",2001,404.6,279.632876712329,254.144463025559,116,143.4,284,461.4
"41",2002,813.000000000001,393.119178082192,312.680704825416,97.0714285714286,108,287,1028
"42",2003,989.4,439.206301369863,382.923431180691,73.4428571428572,107.4,316,1048
"43",2004,802.5,385.510382513661,309.189871385713,84.9142857142857,105.5,295.5,1005.75
"44",2005,964,491.987945205479,326.346376131891,101.085714285714,133.4,348,1806
"45",2006,2476,929.693150684932,771.317691576293,194,230.4,448,2758
"46",2007,887.8,428.237808219178,364.272368174399,88.3571428571428,115.4,323,1058
"47",2008,1230,494.775956284153,416.535184100963,113.571428571429,147,307.5,1300
"48",2009,674,345.155068493151,281.795013435643,104.8,119,280,790
"49",2010,671,343.529863013699,288.082687732627,88.2714285714285,126.2,298,785.2
"50",2011,1818,741.646575342466,626.606240747875,157.714285714286,176.8,450,1974
"51",2012,996,435.918032786885,334.642415899219,96.4285714285714,126,297,1355
"52",2013,617.8,339.539726027397,282.324718751568,145.428571428571,175,252,793.4
"53",2014,520.2,307.998356164384,251.377838660578,109.057142857143,148.4,239,663.2
"54",2015,547.6,315.668493150685,255.707937595129,135.142857142857,151,229,647.4
"55",2016,1180,508.243169398907,393.214790223198,116.714285714286,161,282.5,1367.5
"56",2017,2276,852.32602739726,654.599735070865,202.428571428571,215.4,318,2920
"57",2018,659.8,346.339726027397,310.768401826484,157.571428571429,172.4,261,776.2
"58",2019,1458,582.695890410959,470.745358128434,168.142857142857,192.4,281,2088
"59",2020,431,265.508196721311,238.769949181859,132,150.5,221,523.75
"60",2021,262.9,NA,NA,99.7714285714286,125.1,218,277.9
