"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,1244,636.147945205479,NA,50.4285714285714,60,441,1584
"2",1963,1614,724.545205479452,423.950519114039,57,64,451,2334
"3",1964,809,768.912568306011,338.565704619321,41,51,436,1150
"4",1965,1896,681.786301369863,530.270516417015,54,73.4,408,2260
"5",1966,1258,537.468493150685,357.814868602324,35.1428571428571,50,391,1680
"6",1967,1342,576.947945205479,367.412210665042,33.2857142857143,64,308,1846
"7",1968,846.5,477.431693989071,270.13932360409,32.1428571428571,41,275,1235
"8",1969,1988,837.224657534247,557.913850837139,36.2857142857143,70,593,2436
"9",1970,1596,949.016438356164,489.657005124168,31.7142857142857,48,557,3184
"10",1971,1816,948.830136986301,604.717443299311,58.2857142857143,91.4,667,2530
"11",1972,1555,747.07650273224,452.429855793345,60,68,254.5,2512.5
"12",1973,1628,639.942465753425,342.599765468065,22.5714285714286,24,411,2300
"13",1974,2182,1200.75068493151,664.737929299587,67.8571428571429,73,674,2850
"14",1975,2130,887.46301369863,606.297192025004,71.5714285714286,85,459,2850
"15",1976,677.5,313.53825136612,259.95172827601,55,66.5,136,946.75
"16",1977,386.400000000001,223.382191780822,113.288949420982,5.98571428571429,12,67,1036
"17",1978,1410,653.041095890411,446.956452800732,55,87.2,439,1770
"18",1979,948,395.394520547945,245.486381791775,18.5714285714286,23,251,1304
"19",1980,1345,642.327868852459,379.889650351036,27.7142857142857,34,491,1777.5
"20",1981,1586,613.113424657534,289.962955760459,5.12857142857143,7.6,259,2388
"21",1982,1860,973.178082191781,540.485352151654,45.5714285714286,60.8,816,2642
"22",1983,2908,1382.54246575342,911.043862947727,181,202,1230,3986
"23",1984,1325,675.967213114754,531.791447786028,41.5714285714286,50.5,652,1600
"24",1985,728.8,328.583561643836,242.341669069935,25.7142857142857,36,203,931.6
"25",1986,1604,720.123287671233,424.275075677747,29.1428571428571,40,157,2892
"26",1987,911.6,351.598082191781,226.082194806216,9.75714285714286,14,183,1108
"27",1988,585.5,298.201092896175,225.921434056026,6.81428571428571,13,309,649.5
"28",1989,1472,471.534246575342,332.767713942987,18.2857142857143,23,217,1756
"29",1990,587.6,256.327123287671,150.725862929114,9.05714285714286,13,104,744.8
"30",1991,419.6,168.341095890411,121.700930856689,9.85714285714286,12,107,487.2
"31",1992,541,211.397267759563,147.569372160488,6.71428571428571,12,96.5,657
"32",1993,1786,688.81095890411,476.196373780029,41.2857142857143,49,194,2248
"33",1994,379.6,149.424657534247,115.193265622301,4.3,5.3,68,457.2
"34",1995,2310,1046.02465753425,611.801267753959,40.4285714285714,53,755,3256
"35",1996,2400,1106.49453551913,669.5984645728,20.7142857142857,29.5,965.5,3382.5
"36",1997,1202,671.295890410959,358.033162666993,21.2857142857143,33,234,1836
"37",1998,2172,1093.54520547945,759.203650268799,57.1428571428571,74,1000,2406
"38",1999,1846,772.909589041096,573.651104474904,55.4285714285714,60,410,2170
"39",2000,1360,560.445355191257,432.783149486322,13,24,190.5,1582.5
"40",2001,438.2,151.200821917808,92.3828976799843,3.57142857142857,4.3,98,555.2
"41",2002,1056,480.081917808219,263.013349648114,10.8,12.5,341,1328
"42",2003,1774,747.103835616438,558.648166227108,41.0857142857143,52.2,470,2200
"43",2004,1220,501.673770491803,353.57207933761,7.99,13.55,355,1355
"44",2005,1318,649.832054794521,393.029097914262,13.0428571428571,15.26,421,1780
"45",2006,2756,1084.40712328767,761.992174182996,38.4142857142857,50.98,871,3318
"46",2007,844.4,345.53495890411,250.812793107197,4.54285714285714,7.714,203,1094
"47",2008,918,396.494808743169,313.61449972614,14.3,18,214,1232.5
"48",2009,634.4,255.392684931507,188.753875539559,6.00714285714286,8.206,99,924.8
"49",2010,1236,577.235068493151,389.085634239643,21.9142857142857,39.04,442,1628
"50",2011,1586,670.526301369863,510.519098537952,55.2428571428571,67.36,488,1770
"51",2012,1350,506.451174863388,297.918605792184,9.42428571428571,14.3,276,1765
"52",2013,614,238.987835616438,179.113927157021,5.63428571428572,11.34,58.3,819.8
"53",2014,694.800000000001,255.197068493151,128.230681878977,5.66857142857143,6.724,73.2,1138
"54",2015,668.2,333.872410958904,156.225291324201,5.86,6.414,114,1108
"55",2016,1950,809.554672131148,505.245101913914,6.44,13.1,511.5,2440
"56",2017,2450,1080.76438356164,740.661779844467,36.9,51.98,574,3640
"57",2018,539.6,227.03901369863,165.364898087886,5.07571428571429,7.908,88.5,631.6
"58",2019,1468,567.390794520548,384.513290926514,10.9485714285714,22.42,182,1868
"59",2020,394.5,153.162486338798,110.159253339209,4.78571428571429,7,87.55,544
"60",2021,390.6,175.531561643836,NA,5.42571428571429,8.564,147,460
