"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,2622,1258.87945205479,NA,228.571428571429,270,904,3348
"2",1963,7236,2578.12602739726,1639.6546351482,238.714285714286,292.2,1020,9160.00000000001
"3",1964,2365,1637.01912568306,861.606226046535,213.857142857143,235.5,934,4087.5
"4",1965,3468,1369.95616438356,1072.86580383943,246.857142857143,294.4,1010,5086
"5",1966,2946,1318.57534246575,922.542691570045,169.571428571429,240,1080,3588
"6",1967,3062,1351.93698630137,1093.79497262251,236.571428571429,265,790,3536
"7",1968,2135,1207.40163934426,765.321021071369,236.142857142857,295,766,3385
"8",1969,4506,2094.05205479452,1327.69230451563,259.571428571429,307,1650,5692
"9",1970,3988,2043.06849315068,1011.63505002436,232.428571428571,268,1050,7360
"10",1971,3170,1838.15890410959,1263.8298680051,302,349,1250,4660
"11",1972,2740,1474.01092896175,864.29001774331,245.571428571429,288,864,4447.5
"12",1973,4074,1874.87671232877,1145.56391336684,234.142857142857,275,1640,5662
"13",1974,6406,2940.89863013699,1628.52270980842,316.142857142857,332,1040,9940
"14",1975,4378,1954.98630136986,1561.70963220905,323.714285714286,368.2,1140,4972
"15",1976,1420,732.964480874317,597.728905702676,264.571428571429,273,523.5,1550
"16",1977,866.6,629.879452054795,415.575632746249,181.285714285714,190,417,2174
"17",1978,3298,1746.97534246575,1199.4498630137,399.285714285714,416,1180,5018
"18",1979,2192,1197.17260273973,892.07400536173,369.857142857143,389,944,2646
"19",1980,4095,1739.04644808743,1270.06552656601,387.142857142857,437,1095,5850
"20",1981,3296,1823.90684931507,1045.64502039765,392,466,1080,5568
"21",1982,5076,2243.6904109589,1600.95642069831,451.857142857143,576,1710,6484
"22",1983,12100,5369.29315068493,3745.25109648864,544.857142857143,621.4,3750,14100
"23",1984,3095,1812.6174863388,1227.12916496857,428.857142857143,531,1345,5317.5
"24",1985,1588,965.221917808219,787.589364794038,405,456.8,848,2044
"25",1986,5794,2158.34246575342,1214.11253709761,355.285714285714,458.4,937,9580
"26",1987,2322,1276.57808219178,844.21741047825,328.142857142857,338,860,3700
"27",1988,1695,1043.45628415301,817.023074546797,306,328,968.5,2162.5
"28",1989,3076,1430.64657534247,1093.91478090403,364.142857142857,468,731,3748
"29",1990,1504,865.095890410959,622.429461749289,358.571428571429,372,582,2070
"30",1991,1554,851.419178082192,647.874622409554,364.428571428571,399.4,560,2078
"31",1992,2380,1176.9043715847,830.863747606371,463.857142857143,506,667.5,3297.5
"32",1993,3680,1829.65753424658,1254.33728887551,437.285714285714,467.4,1270,4520
"33",1994,2090,937.654794520548,779.648447488584,354.428571428571,473,702,2280
"34",1995,8858,3370.71506849315,2076.98893493913,445.571428571429,455,1560,11600
"35",1996,6135,2627.37431693989,1712.7253666643,488.285714285714,558,1695,8070
"36",1997,7876,2384.10136986301,1707.15995824881,526.571428571429,629,1170,9550
"37",1998,8450,4031.35616438356,3040.28350412865,473.285714285714,661.4,2900,9902
"38",1999,3866,1872.96438356164,1422.93163683869,453.857142857143,577,1190,4656
"39",2000,4065,1951.81147540984,1267.08002211814,469.285714285714,552,984.5,6767.5
"40",2001,2436,1220.32328767123,952.362984174803,416,528,816,2792
"41",2002,4190,1787.60273972603,1104.61501973181,375.714285714286,495,1210,6098
"42",2003,4542,2143.16438356164,1699.33018232909,359.714285714286,481,1730,5184
"43",2004,5215,2230.11202185792,1510.73396520387,478.428571428571,518,1775,6330
"44",2005,4612,2316.98904109589,1384.25637989011,429.142857142857,572.4,1410,7878
"45",2006,9004,3555.97534246575,2784.80392395866,403.428571428571,547,2560,9852
"46",2007,2496,1188.57260273973,756.693999858589,454,493,777,3122
"47",2008,3260,1717.83333333333,1177.18448534535,397.571428571429,482,1405,4802.5
"48",2009,2790,1348.24931506849,1025.24271023744,459.571428571429,527.4,857,3706
"49",2010,4828,2421.42465753425,1879.5119337331,443.142857142857,586.4,2050,6228
"50",2011,5136,2390.50684931507,1856.59462500969,511.428571428571,544.6,1530,5858
"51",2012,4785,2134.45355191257,1497.0461420932,452.285714285714,542.5,1350,5910
"52",2013,2394,1197.01095890411,987.975905038645,406.285714285714,446.8,949,3030
"53",2014,2164,1211.26575342466,825.76114088347,445.142857142857,461,886,3102
"54",2015,2326,1303.72054794521,838.644806154168,349,430.4,910,3128
"55",2016,5155,2622.35519125683,1665.23919773488,513.571428571428,552,1930,8080
"56",2017,6852,3248.58904109589,2294.80867984434,499,589,2180,8426.00000000001
"57",2018,2112,1093.0904109589,876.009892005508,365.428571428571,447.6,827,2296
"58",2019,5606,2483.12054794521,1702.56887366819,413.285714285714,446.2,1510,6960
"59",2020,1760,912.595628415301,743.369186399514,338,409,676.5,2205
"60",2021,2000,1011.38630136986,NA,411.428571428571,474.4,842,2210
