"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,27280,14197.0136986301,NA,2815.71428571429,3020,9940,35880
"2",1963,45460,18442.4931506849,13453.049839617,2727.14285714286,3000,11500,58680
"3",1964,30550,18389.0710382514,10380.8028359707,2245.71428571429,2520,11100,49725
"4",1965,42920,15923.1780821918,13341.7069938823,2647.14285714286,3126,10800,54320
"5",1966,35160,15607.6164383562,9746.72480016565,2551.42857142857,2570,12500,39740
"6",1967,31640,14766.4931506849,9399.12553296183,2537.14285714286,2700,9280,38280
"7",1968,27300,13914.8087431694,9026.36376154204,2172.85714285714,2505,8615,36975
"8",1969,45680,20711.2328767123,14166.8270931111,2645.71428571429,2900,13100,56540
"9",1970,49580,22957.4794520548,11848.2631685298,2231.42857142857,2540,10700,86880
"10",1971,41800,23198.9315068493,15612.6859099804,3401.42857142857,3800,20000,57200
"11",1972,45850,20996.9945355191,10628.2161232355,2457.14285714286,2900,8860,73175
"12",1973,58600,20986.4383561644,12642.4995461917,1828.57142857143,2030,13400,78440
"13",1974,54080,25777.2328767123,14622.5412871804,2795.71428571429,2968,11600,78400
"14",1975,43460,21006.3561643836,14705.806190493,3282.85714285714,3490,13700,50880
"15",1976,18550,9392.32240437159,7460.1828272868,2395.71428571429,3000,5050,22325
"16",1977,16600,9665.28767123288,5228.28170003513,1365.71428571429,1454,4470,37880
"17",1978,37760,16536.6301369863,12667.7227658187,3291.42857142857,3848,8310,50720
"18",1979,28300,13814.5753424658,10064.2202448158,3060,3300,10200,33580
"19",1980,39550,18906.3387978142,13313.7282075848,3465.71428571429,3680,9815,54800
"20",1981,43860,18935.4520547945,10328.0739440003,2345.71428571429,2850,8900,74960
"21",1982,61040.0000000001,28203.6438356164,19156.7984728364,3895.71428571429,4244,22000,86940
"22",1983,91480,39828.7123287671,27444.5552350953,4918.57142857143,5638,32700,105800
"23",1984,44300,22555.6557377049,16806.4047731101,3417.14285714286,3870,19750,54100
"24",1985,22280,11043.0684931507,8172.08924865089,3084.28571428571,3280,9420,31600
"25",1986,45640,20784.5479452055,11466.615906925,2532.85714285714,2992,8780,78820
"26",1987,29960,12087.4794520548,7957.02691494916,2191.42857142857,2640,6690,37480
"27",1988,19000,10572.650273224,7535.53939204285,2015.71428571429,2215,8915,27150
"28",1989,43460,15087.2602739726,12675.7287426171,2417.14285714286,2854,6510,57040
"29",1990,21160,10215.3424657534,6937.60847174135,2624.28571428571,2924,5600,26680
"30",1991,15460,7431.86301369863,5520.22694063927,1785.71428571429,1970,5170,18480
"31",1992,16750,8086.28415300546,5108.58501054198,1762.85714285714,1915,5610,21850
"32",1993,44620,19836.7945205479,13534.8392325364,3331.42857142857,3698,12200,57620
"33",1994,15670,7697.74725274725,NA,1588.57142857143,1863,7395,19400
"34",1995,78400,30062.3310810811,NA,3132.85714285714,3305,19600,106000
"35",1997,19260,10882.2826086957,NA,4297.14285714286,4468,10500,21450
"36",1998,71700,31894.7123287671,22833.9668391417,4047.14285714286,4204,26400,89420
"37",1999,45720,21690.4657534247,15887.0921916272,3884.28571428571,4164,14000,65160
"38",2000,37850,15633.4699453552,11028.2510901363,3342.85714285714,3530,7700,47125
"39",2001,17140,8894.76712328767,6482.01774298761,2511.42857142857,2600,6540,26980
"40",2002,27260,14069.8904109589,8524.63961394219,1960,2132,6880,45820
"41",2003,36640,16913.4794520548,12637.6750361376,2930,3074,13100,42600
"42",2004,30200,14724.6448087432,10405.7645660351,2500,2735,8755,38425
"43",2005,35060,17665.4520547945,11641.3972938247,3014.28571428571,3250,11600,45540
"44",2006,57180,25448.1643835616,18614.3702620774,2948.57142857143,3174,19100,78240
"45",2007,25800,11694.0273972603,9588.22613809326,2554.28571428571,2754,8660,32000
"46",2008,26800,13309.1530054645,10374.0350514781,2520,2765,9965,30050
"47",2009,20960,10100.8767123288,6940.31703632893,2247.14285714286,2458,7390,28040
"48",2010,32060,17301.6164383562,12754.1183789954,2908.57142857143,3260,16500,39240
"49",2011,39100,17073.7808219178,13474.2207676726,3207.14285714286,3472,12900,48140
"50",2012,39100,16733.6065573771,10420.0694986632,2544.28571428571,3105,10200,52275
"51",2013,15300,8004.95890410959,6863.08719502288,2370,2764,4750,18980
"52",2014,21280,9560.19178082192,5341.99219828091,2042.85714285714,2280,4840,33080
"53",2015,19140,9887.80821917808,5901.73237463584,2037.14285714286,2150,5670,34860
"54",2016,50250,20583.2786885246,12650.5387739003,2325.71428571429,2785,14700,71850
"55",2017,68160,26363.698630137,17321.1568166993,2987.14285714286,3200,14000,85420
"56",2018,22600,9997.04109589041,6984.79156338334,2257.14285714286,2424,6260,26300
"57",2019,39740,16458.3287671233,11187.4219178082,2491.42857142857,2900,8050,49020
"58",2020,13450,7337.18579234973,5496.27738186173,2125.71428571429,2280,6190,16675
"59",2021,17360,8730.24657534247,NA,2007.14285714286,2170,6970,24420
