"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,333.2,179.857534246575,NA,13,23.4,173,394.8
"2",1963,330.4,211.246575342466,169.019139619022,36.1428571428571,59,210,397.6
"3",1964,276.5,241.965846994536,129.03018647211,12.3571428571429,23.5,142.5,362.75
"4",1965,498.8,239.380821917808,197.20456105665,38.1428571428571,65.4,182,634
"5",1966,270.6,145.858904109589,112.159401530737,10.2285714285714,14.4,124,314.2
"6",1967,292.6,179.202739726027,135.670944656161,19,35.4,187,383.2
"7",1968,256,135.247267759563,111.645933471174,7.11428571428571,18,99,303.25
"8",1969,352.8,211.13698630137,145.983081854726,25.5714285714286,44,191,476.4
"9",1970,534.4,270.731506849315,166.625779472179,14.7142857142857,25.8,165,705
"10",1971,428.8,246.115068493151,189.824976855995,24.1428571428571,46.4,231,536.4
"11",1972,354,188.560109289617,116.27651920029,17.4285714285714,30,135,537.25
"12",1973,321.2,142.595890410959,109.228325179387,11.7428571428571,17,107,387.6
"13",1974,602.6,340.12602739726,197.644156881931,47.2857142857143,60,192,865.2
"14",1975,440,252.276712328767,185.746473640515,41.1428571428571,65,212,565.2
"15",1976,231.5,139.732240437158,117.083955676988,14.5714285714286,35,141,254.5
"16",1977,173,106.063835616438,83.1307265793567,8.81428571428571,14,93,223.8
"17",1978,366.8,210.304109589041,164.525205479452,31.2857142857143,67.4,180,455.4
"18",1979,230,136.107123287671,107.70481802216,13.8428571428571,20,149,264.6
"19",1980,342,189.51912568306,139.901943851045,17.4285714285714,34,175,419.75
"20",1981,264.8,157.965753424658,108.746192483316,5.8,12,142,346.4
"21",1982,523.6,270.271232876712,191.913407688202,38.1428571428571,55.2,202,726.2
"22",1983,781.8,372.997260273973,246.472212075089,56.5714285714286,90.2,278,1042
"23",1984,377.5,222.603825136612,189.294241067428,20.2857142857143,41,215,442.5
"24",1985,240,139.24,117.647364644488,6.57142857142857,21,159,267
"25",1986,308.8,196.082191780822,137.119699887499,22.4285714285714,39.4,171,479.4
"26",1987,228,119.583561643836,104.688008095405,16.7142857142857,26,105,245
"27",1988,195,108.915300546448,89.6820368758532,16.5714285714286,23,85,211
"28",1989,264,148.093150684932,119.976366057839,15.2857142857143,29,160,317.2
"29",1990,214,115.917808219178,93.0241068908261,16.2857142857143,24,125,248.8
"30",1991,167,98.841095890411,81.8208063625872,17.7142857142857,22,92,177.8
"31",1992,157.5,83.5122950819672,73.2588984103328,7.72857142857143,16,56.5,163
"32",1993,248.6,148.435616438356,113.046975495778,26.7142857142857,38.4,158,299.6
"33",1994,174,91.226301369863,81.8135989800273,11.8571428571429,15,95,179
"34",1995,411,221.169863013699,147.329368637451,44.7142857142857,59.4,167,549.2
"35",1996,538,249.254098360656,187.074401008827,25.7142857142857,47.5,170,709.5
"36",1997,452.8,249.605479452055,160.161006951872,21.7142857142857,44,158,583.8
"37",1998,760.4,371.109589041096,263.567404178774,67,89.6,295,874.4
"38",1999,507.8,243.704109589041,203.645776583426,38.1428571428571,61,200,649.4
"39",2000,335,177.188524590164,145.706969031303,17.2857142857143,41,170,424.25
"40",2001,202.6,110.893150684932,97.834827136334,14,21,121,225.8
"41",2002,232,133.074794520548,102.79246023383,17.4285714285714,23,127,265
"42",2003,317.8,184.886575342466,157.888454703592,49.2142857142857,62.28,177,353.6
"43",2004,277,160.827595628415,132.914870011591,20.2142857142857,39.15,154,346.75
"44",2005,252,197.441917808219,131.36361043296,22.5428571428571,35.96,148,398.6
"45",2006,606.4,314.347671232877,232.489944957227,56.2714285714286,83.74,207,840.4
"46",2007,248.4,152.215068493151,133.453745873609,22.2,28.08,156,378.6
"47",2008,238.5,128.600819672131,109.357480700841,15.4142857142857,22.35,123.5,261.5
"48",2009,170,97.0584109589041,84.0551672102631,9.54714285714286,18.2,104,176
"49",2010,206.6,124.531232876712,106.424256075736,15.9857142857143,25.44,140,242.4
"50",2011,352.8,208.562191780822,177.238341423457,39.0428571428571,68.5,182,491.4
"51",2012,229,133.008743169399,116.552969247649,17.1428571428571,29.2,139,260.25
"52",2013,182,98.7515068493151,91.6168314153175,13.9285714285714,17.44,114,190
"53",2014,169.6,93.3579726027397,83.3788694243876,9.51428571428571,14.6,114,180.8
"54",2015,188.2,129.482191780822,95.2624420921544,14.5857142857143,25.08,108,239
"55",2016,320.5,175.40218579235,134.35539021998,24.7857142857143,36,167.5,435.75
"56",2017,524.6,264.864657534247,203.190182042132,32.2142857142857,61.46,182,754.000000000001
"57",2018,187,115.547397260274,99.6182864167796,17.9285714285714,26.66,131,194.8
"58",2019,231.2,149.464383561644,121.530440984613,24.4714285714286,41.9,149,272.2
"59",2020,167,89.4864480874317,82.4028517982785,12.6714285714286,14.75,87.25,184
"60",2021,157,88.6580821917808,NA,10.1428571428571,16.64,97.1,163
