"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1962,5950,3388.49589041096,NA,1053,1150,2910,6990
"2",1963,6840,3789.88493150685,3172.22692558583,1018.28571428571,1264,3400,8180
"3",1964,5235,4251.58469945355,2766.76112382188,1044.28571428571,1205,2805,5865
"4",1965,14300,5955.69863013699,5234.95691006996,1070,1360,3910,20000
"5",1966,5538,3094.03835616438,2698.79021526419,970.571428571428,1154,2840,6500
"6",1967,6370,3617.31506849315,2932.78964083723,1150,1304,3310,7924
"7",1968,4515,2526.13114754098,2167.11409173704,911.142857142857,963,2125,5375
"8",1969,9224,4367.47945205479,3516.26130289409,1147.14285714286,1300,3400,10300
"9",1970,9160,4862.21095890411,3303.11931709172,975,1184,3080,13540
"10",1971,11360,5920.43835616438,4519.88473581213,1362.85714285714,1520,4830,12900
"11",1972,10900,5192.75956284153,4295.96092854965,1035.71428571429,1300,3570,18200
"12",1973,6964,3282.57808219178,2720.49723263639,814.285714285714,845.4,2630,9460
"13",1974,12600,6525.64383561644,4545.0360244917,1325.71428571429,1524,3870,16400
"14",1975,9080,5144.05479452055,4182.05457852387,1327.14285714286,1710,4250,11340
"15",1976,4250,2753.60928961749,2589.50346951167,934.571428571429,1300,2490,4505
"16",1977,3084,1962.34246575342,1624.59604261796,796.571428571428,813,1470,6856
"17",1978,7230,3716.19178082192,3180.57241763083,1087.14285714286,1314,2330,8608
"18",1979,4722,2513.2301369863,1949.58433355077,946.428571428571,1130,2350,5316
"19",1980,6615,3507.11202185792,2636.24607991794,1006.14285714286,1245,2250,8742.5
"20",1981,5178,2944.1397260274,1899.79107346094,811.857142857143,913,1890,8872.00000000001
"21",1982,12800,5838.08219178082,4473.78114062274,1165.71428571429,1380,4660,16020
"22",1983,14360,7453.09589041096,6084.60609130529,1542.85714285714,1874,6740,17360
"23",1984,9300,5273.46994535519,4628.26918850418,1097.14285714286,1245,5160,10300
"24",1985,4896,2988.87123287671,2611.26979806486,958.142857142857,1180,2670,6312
"25",1986,8482.00000000001,4257.3095890411,3242.3820536189,1009.71428571429,1210,2480,14500
"26",1987,4176,2377.78904109589,2121.18901065449,956.142857142857,1060,1770,4884
"27",1988,3550,2043.91803278689,1823.33441245351,768.285714285714,1105,2010,3880
"28",1989,7616,3313.53698630137,2903.87026774595,966.857142857143,1250,2000,10500
"29",1990,3352,2040.0904109589,1751.75234201631,867.142857142857,1004,1670,3580
"30",1991,2146,1403.15890410959,1235.72787836213,628.857142857143,794,1320,2458
"31",1992,1675,1168.33606557377,1056.57162915257,417,485.5,1220,1960
"32",1993,9320,3833.80821917808,3166.32696818149,1188.57142857143,1410,1940,11440
"33",1994,1836,1250.98630136986,1144.95529909968,599,639.4,1220,2058
"34",1995,8856,4208.35616438356,2914.81031449525,1277.14285714286,1448,2810,11080
"35",1996,11250,5696.42076502732,4144.70605710912,1235.71428571429,1385,4135,17250
"36",1997,10600,4711.34246575342,3598.95732108711,1015.71428571429,1180,2480,13200
"37",1998,11160,6091.8904109589,5137.63767541439,1381.42857142857,1700,5320,12200
"38",1999,10260,4944.1095890411,4220.09114598451,1454.28571428571,1610,2930,11580
"39",2000,6580,3317.92349726776,3031.41361310214,1180,1250,1800,7392.5
"40",2001,2486,1787.20547945205,1660.22349556103,1025.71428571429,1054,1770,2676
"41",2002,4432,2431.27671232877,1957.72874507951,763.428571428571,843.4,1790,5100
"42",2003,5836,3140.27671232877,2647.62332264387,1025.14285714286,1200,2300,6520
"43",2004,4910,2473.62841530055,2134.0322859745,694,837.5,1890,5380
"44",2005,5374,2975.15068493151,2357.55369261502,1057.14285714286,1140,1980,7552
"45",2006,11760,5695.34246575342,4715.47901666603,1187.14285714286,1284,4480,14860
"46",2007,5016,2620.84931506849,2442.38068978206,1108.57142857143,1130,2190,6466
"47",2008,4820,2736.77595628415,2511.31147540984,1154.28571428571,1190,2175,5097.5
"48",2009,3010,1988.6301369863,1863.06678709418,1100,1120,1830,3378
"49",2010,3872,2442.41095890411,2110.59748858447,1078.57142857143,1170,2400,4396
"50",2011,7236,3624.35616438356,3269.70360500365,1305.71428571429,1370,2520,7910
"51",2012,5950,2773.44262295082,2275.40064813674,1164.28571428571,1190,2040,6950
"52",2013,2986,1825.6,1690.00554171856,961.142857142857,1010,1370,3598
"53",2014,2868,1786.09589041096,1511.78482074108,945.142857142857,982.4,1490,3558
"54",2015,2760,1941.26301369863,1518.44401935203,934,983,1390,3590
"55",2016,7825,3620.95628415301,2700.23131035734,1038.57142857143,1130,2570,9980
"56",2017,11680,5305.50684931507,3961.65635545757,1200,1310,2470,16160
"57",2018,3266,1927.38630136986,1609.86053489889,988,1050,1550,4168
"58",2019,6934,3046.08219178082,2329.05607553366,1060,1200,1610,8376
"59",2020,2320,1621.98907103825,1430.02162136588,988.142857142857,1050,1455,2940
"60",2021,2278,1559.25753424658,NA,966.571428571429,988,1460,2370
