"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,1242.09782608696,1034,1230,1500,1579,967.857142857143,NA
"2",1962,1200.53150684932,547.6,913,2406,3424,459,811.507736734947
"3",1963,746.109589041096,255.4,609,1306,1866,291,370.087989623931
"4",1964,596.401639344262,329,538,1030,1140,277.571428571429,347.365993265993
"5",1965,1334.13150684931,605.6,1060,2544,2880,486.714285714286,976.494230350279
"6",1966,1541.41095890411,702.4,1470,2644,3066,654,946.087180764441
"7",1967,1711.46575342466,650,1620,3170,3464,585.857142857143,1400.59052031772
"8",1968,1877.17486338798,1085,1770,2680,3492.5,935.428571428571,1347.34435309146
"9",1969,2064.79178082192,938.4,1980,3340,3648,779.571428571429,1653.07995216351
"10",1970,1694.74520547945,913.4,1570,2882,3168,804.857142857143,1339.29284169327
"11",1971,1292.68219178082,555.8,949,2624,3480,500.857142857143,1047.73272994129
"12",1972,1518.49726775956,782,1380,2485,2687.5,607.285714285714,1207.65420644929
"13",1973,2149.42739726027,1094,1890,3492,3938,963,1687.66253047001
"14",1974,2153.23835616438,769.2,1840,4236,4690,731,1650.15496296651
"15",1975,1942.23287671233,1020,2000,2900,3100,824.142857142857,1556.648914647
"16",1976,1910.25956284153,697.5,1390,4030,4832.5,550.428571428571,1425.53240882524
"17",1977,1290.93150684932,642.8,1050,2446,2782,459.428571428571,1000.07708093772
"18",1978,1818.87945205479,967.2,1450,3498,4888,670.857142857143,1413.86528000489
"19",1979,1808.99452054795,904.4,1500,3348,3644,715.571428571428,1426.19556675459
"20",1980,2103.85245901639,1375,1845,3460,3787.5,1290,1624.82119116313
"21",1981,2279.09589041096,1450,2080,3466,4028,1168.57142857143,1711.63059360731
"22",1982,2390.56164383562,955.2,2000,4156,5986,871,2016.50516918394
"23",1983,1941.55342465753,874.2,1770,3378,4270,675.714285714286,1552.36156903058
"24",1984,1685.30327868852,663.5,1600,2970,3367.5,383,1268.9706284153
"25",1985,2256.19178082192,780,1750,4568,5988,670.142857142857,1552.56282546233
"26",1986,2191.03835616438,1268,2050,3180,3930,935,1732.59054367141
"27",1987,1380.86575342466,640.4,1350,1982,2548,519.571428571428,1064.41042863456
"28",1988,1615.16393442623,448.5,1755,2830,3145,281.857142857143,1337.65850589134
"29",1989,1985.81095890411,1034,1670,2830,3584,906.142857142857,1415.56730333862
"30",1990,2245.47945205479,1020,2100,3598,4292,810.285714285714,1744.38260773113
"31",1991,2033.75890410959,823,2160,3100,3634,741.142857142857,1673.52424772285
"32",1992,2020.27322404372,1175,1990,2830,3465,790.142857142857,1752.93166203304
"33",1993,2500.57260273973,1260,2210,3966,4664,956,2087.00580560992
"34",1994,1576.86301369863,830.8,1550,2422,2784,784,1317.59732602053
"35",1995,1517.81369863014,885.8,1530,2120,2358,783.571428571429,1234.02134391484
"36",1996,1567.85245901639,729.5,1440,2770,3257.5,577.428571428571,1206.11463149783
"37",1997,2047.62465753425,1094,1890,3374,4096,639.428571428571,1621.19335823993
"38",1998,1858.79178082192,764.8,1280,3806,4024,538.857142857143,1538.62635163923
"39",1999,1419.82739726027,572,975,2770,3292,433.428571428571,1152.38166162605
"40",2000,1517.20491803279,793,1270,2675,2945,755.285714285714,1160.8353783739
"41",2001,2261.03561643836,963.6,2140,3540,4254,624.714285714286,1861.58144961784
"42",2002,1685.61095890411,623.2,1120,3088,3638,547.285714285714,1435.67057077626
"43",2003,1285.14794520548,687.4,1050,2196,2632,532.285714285714,970.649111428906
"44",2004,1772.82513661202,871,1605,2785,3157.5,747.857142857143,1390.72539855289
"45",2005,1569.68493150685,580.4,1060,3144,4016,467,1210.23918875645
"46",2006,1762.51506849315,946.2,1630,2626,2940,626.571428571429,1450.38639921722
"47",2007,2006.24931506849,772.2,1980,3336,3588,378.857142857143,1627.89021961296
"48",2008,2703.05464480874,782.5,2170,5005,5697.5,455,2111.23353066181
"49",2009,2535.17260273973,1064,2050,4566,4880,887.142857142857,2009.45817657469
"50",2010,1703.44657534247,861.8,1570,3010,3258,800.857142857143,1459.57786870664
"51",2011,2042.03287671233,879.6,1770,3820,4310,784.857142857143,1616.65753424658
"52",2012,1533.37431693989,442.5,902.5,3390,3717.5,335.857142857143,1300.60546097666
"53",2013,1700.02191780822,817.4,1440,2896,3636,620.142857142857,1194.72618667576
"54",2014,1857.57808219178,920,1690,3032,3858,651.428571428571,1486.46440759433
"55",2015,1551.91506849315,901,1320,2604,3104,830.285714285714,1238.46575342466
"56",2016,1685.44262295082,904,1670,2475,2765,567.857142857143,1399.50930269161
"57",2017,2177.95342465753,602.4,2100,3692,4034,535.142857142857,1696.64695646158
"58",2018,2656.01369863014,1260,2090,4590,6410,1018.85714285714,1927.55750657257
"59",2019,2540.2301369863,1210,2560,3746,4134,971.857142857143,2184.73511949238
"60",2020,2282.89617486339,890,1740,4180,5185,674.857142857143,1818.49461012416
"61",2021,1425.12820512821,861.8,1270,2088,2436,661.428571428571,NA
