"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,147.619565217391,115,141.5,185,195.35,110.142857142857,NA
"2",1962,202.868493150685,65,118,340,882.2,50.5714285714286,117.102680128091
"3",1963,122.895890410959,51,80,198,325.4,40.5714285714286,77.9492930043498
"4",1964,105.428961748634,48,84,176,246.5,36.4285714285714,75.0653821923451
"5",1965,285.090410958904,68,130,631.6,1292,52,119.056555772994
"6",1966,274.953424657534,74,182,643,857,63.5714285714286,152.831334022967
"7",1967,328.756164383562,92,239,750.6,981.6,76.2857142857143,224.523618562743
"8",1968,316.379781420765,133.5,207.5,550,851,114.714285714286,177.809767759563
"9",1969,357.668493150685,90,248,757.4,1066,73.5714285714286,218.728624434186
"10",1970,318.367123287671,123.2,247,551.4,766.6,99.8571428571429,213.051563284508
"11",1971,314.542465753425,110.4,183,691.400000000001,1076,78.1428571428571,183.764439373743
"12",1972,439.489071038251,159,373.5,652,1110,138.857142857143,294.121236487449
"13",1973,476.841095890411,123.8,337,1020,1160,78.2857142857143,308.639949188823
"14",1974,483.668493150685,112.4,257,1338,1872,99.8571428571429,286.246779262032
"15",1975,452.627397260274,126,293,893.6,1170,101.714285714286,248.588307313426
"16",1976,349.043715846995,93,164.5,891.5,1237.5,80.2857142857143,236.329995848242
"17",1977,205.887671232877,82,133,466.8,656.6,70.8571428571429,142.059754478398
"18",1978,281.498630136986,101.4,173,534.2,1100,76.7142857142857,149.041341928552
"19",1979,379.024657534247,110.4,207,920.8,1088,87.4285714285714,233.793804440961
"20",1980,321.554644808743,149,230.5,657.5,802.5,135.571428571429,198.639709552759
"21",1981,367.934246575342,140.2,233,759,1160,94.1428571428571,206.628729700139
"22",1982,380.082191780822,114,228,803,1134,101.285714285714,227.752329592484
"23",1983,382.997260273973,121,262,730.8,1286,105.428571428571,265.019835499356
"24",1984,269.166666666667,85,203,599,740,54,164.943714982649
"25",1985,491.465753424658,124,220,1334,1866,106.285714285714,312.5873563767
"26",1986,505.843835616438,182,348,849.4,1816,133.428571428571,255.286255393814
"27",1987,249.175342465753,105,210,437.4,582,66,198.762180107804
"28",1988,361.674863387978,80,287,750,954.75,54.2857142857143,211.973154196118
"29",1989,356.717808219178,145,232,639.2,832,137.285714285714,233.313328845834
"30",1990,490.030136986301,143.4,369,924.2,1568,117,256.098171712688
"31",1991,424.512328767123,124,307,969.4,1256,104,265.129488194719
"32",1992,404.587431693989,170,330.5,710.5,854,126.428571428571,269.442294716755
"33",1993,508.901369863014,215,331,1066,1418,185.714285714286,296.865333374657
"34",1994,391.057534246575,154.4,289,719,1100,116.571428571429,229.335249380151
"35",1995,294.224657534247,115.4,242,533.6,649,101,207.28273153169
"36",1996,282.106557377049,107.5,201.5,522,700.5,89.2857142857143,179.668566391107
"37",1997,319.797260273973,112,194,541.8,873.600000000001,88.5714285714286,202.418788198103
"38",1998,329.090410958904,106,166,851.2,975.2,86.4285714285714,207.107807844284
"39",1999,224.150684931507,81,127,420,657.8,61,137.350041156403
"40",2000,279.428961748634,111,195,491,727.25,81.1428571428572,180.862055635621
"41",2001,431.134246575342,124,307,783.200000000001,1194,102.714285714286,271.133983016903
"42",2002,281.583561643836,94.9,161,618.6,808.8,72.0428571428571,209.678066999091
"43",2003,221.564657534247,87.78,127,461.4,659,71.8714285714286,147.391324833823
"44",2004,410.009016393443,134.5,225,805,1115,100.042857142857,227.409624663199
"45",2005,294.46904109589,77.78,161,706.6,809.6,57.5714285714286,181.705515226817
"46",2006,342.161917808219,99.52,249,680.2,959.600000000001,82.0285714285714,202.17849456371
"47",2007,318.623287671233,94.42,222,683.2,855.6,77.2571428571429,225.697948975958
"48",2008,507.321584699454,137.5,301,1070,1440,87.9857142857143,266.837430617019
"49",2009,477.054794520548,155.8,291,1050,1452,125.428571428571,276.391363971389
"50",2010,324.030136986301,120.4,216,719.400000000001,1038,105.571428571429,192.080026092629
"51",2011,499.643835616438,147,321,1110,1582,126.571428571429,277.383397308122
"52",2012,279.084426229508,86.55,179.5,629.5,746.75,79.8428571428571,195.337202055686
"53",2013,417.65698630137,129.4,258,916.8,1364,110.571428571429,194.482401023634
"54",2014,386.569863013699,164.4,269,745.400000000001,1086,132,290.874659792263
"55",2015,307.802739726027,144,215,562.2,978.8,131,220.663395509087
"56",2016,414.894262295082,110,318.5,868.5,1087.5,89.4571428571429,271.995801049925
"57",2017,502.582465753425,117,361,999.200000000001,1364,85.6714285714286,286.759886650551
"58",2018,481.224657534247,126.8,345,913.6,1358,104.428571428571,252.767148318815
"59",2019,564.750684931507,190.2,442,1070,1494,132.571428571429,309.569562948467
"60",2020,502.81693989071,167,331,881,1377.5,119.857142857143,297.500473263076
"61",2021,327.503663003663,125.4,238,586.6,850.6,104.642857142857,NA
