"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,78.2391304347826,44.1,63,133,143.25,43.1428571428571,NA
"2",1962,84.9671232876712,38,52,180.2,291.4,31.4285714285714,56.9317786475321
"3",1963,54.7479452054795,21,34,125,176.6,20.2857142857143,28.1349315068493
"4",1964,45.8224043715847,21,34,84,129.5,19.8571428571429,27.338850357293
"5",1965,84.9041095890411,34,55,186.8,223,30.2857142857143,53.9358314840651
"6",1966,83.2575342465753,33,62,171.6,192,29.2857142857143,53.3382191780822
"7",1967,109.164383561644,34,92,208,224.6,22.7142857142857,76.8144271662008
"8",1968,180.814207650273,70,136,351,433.25,64.5714285714286,90.8893501762354
"9",1969,169.594520547945,53,145,325.6,354.8,45,103.937064579256
"10",1970,127.715068493151,52,109,243,268,42.5714285714286,73.8406546180116
"11",1971,103.824657534247,35,57,219.2,342.4,31.7142857142857,69.845436298861
"12",1972,119.180327868852,49,105,216.5,260,44.1428571428571,69.7599997558639
"13",1973,168.991780821918,72.8,152,299.2,349.6,55.1428571428571,107.45066827554
"14",1974,180.008219178082,45.4,123,423.2,493.8,35.1428571428571,119.211872146119
"15",1975,157.402739726027,65.4,142,270.6,308.6,42.4285714285714,93.6624238964992
"16",1976,167.855191256831,44,108,399.5,541,35.7142857142857,116.016889633813
"17",1977,109.682191780822,40,68,241.2,284.8,36,60.9419839395371
"18",1978,115.534246575342,40,79,242,380.8,31.7142857142857,79.7672483999741
"19",1979,105.358904109589,41,71,202.6,236,37,61.1331702544031
"20",1980,138.833333333333,59.5,127,237.5,312.25,50,86.2085284933646
"21",1981,164.512328767123,75,160,264,299.6,64.1428571428571,105.007534246575
"22",1982,161.38904109589,55.4,136,342.6,480.2,39.8571428571429,118.797054794521
"23",1983,157.021917808219,59,138,275.2,324.2,47.1428571428571,111.985198363281
"24",1984,129.311475409836,40.5,93,280,351.5,23.1428571428571,77.7113747818666
"25",1985,154.452054794521,53,115,331.6,418,43.2857142857143,88.0337166745869
"26",1986,141.816438356164,55.4,129,238.8,297.6,45.4285714285714,89.8878238235934
"27",1987,96.4821917808219,38,94,163.6,178.8,30.7142857142857,77.8399958489
"28",1988,117.871584699454,36.5,121.5,204.5,251.5,31.8571428571429,88.4246278160213
"29",1989,146.597260273973,77,130,224.2,311.4,58.1428571428571,110.166504081915
"30",1990,188.506849315069,80,174,311.6,369.4,62.5714285714286,137.883759847458
"31",1991,148.876712328767,61.4,146,246,277.8,49,116.199332130659
"32",1992,174.122950819672,97,157,267,313.75,76,135.592748258117
"33",1993,198.257534246575,97.4,174,312,404.2,63.5714285714286,145.325102564943
"34",1994,146.372602739726,67,132,232.6,272.8,54.7142857142857,107.770769906967
"35",1995,145.528767123288,68.4,128,256.6,275.8,57.4285714285714,98.2793770237284
"36",1996,129.770491803279,61,112,230,264,52,100.565800325832
"37",1997,152.830136986301,69.4,127,268.4,340,59,108.375448318804
"38",1998,167.783561643836,64.4,107,371.2,394.8,53.7142857142857,117.061065449011
"39",1999,109.657534246575,47,82,207.6,284.6,31.1428571428571,86.5289462712768
"40",2000,124.456284153005,65.5,109,193.5,271.75,59.4285714285714,85.3221836906263
"41",2001,169.58904109589,59,150,303.6,356.8,45.4285714285714,125.12605442225
"42",2002,126.333424657534,45,90,261.6,277.8,37.5714285714286,96.8534411037973
"43",2003,104.380547945205,45.48,80,203.6,247.4,41.6428571428571,79.1777549664947
"44",2004,129.218852459016,58.8,98.05,249.5,266.75,47.7428571428571,96.5668287136683
"45",2005,124.977808219178,44.62,93.2,246.2,295,35.5285714285714,93.8340890529802
"46",2006,180.472876712329,83.62,172,278,321.8,65.9857142857143,121.612531328161
"47",2007,152.071780821918,56.16,136,317.2,360,44.0285714285714,102.034426154023
"48",2008,187.286885245902,67.85,140.5,383.5,416.25,43.5714285714286,135.238058211967
"49",2009,206.929589041096,82.9,167,381,426.4,66.1714285714286,132.164518734812
"50",2010,167.579452054795,59.5,125,349.4,416.6,54.4428571428571,114.388987248979
"51",2011,204.20301369863,72.64,169,383.6,447.8,56.3285714285714,135.353357664769
"52",2012,121.895628415301,35.85,67.85,311,333.25,31.8714285714286,95.4002284399523
"53",2013,128.546849315068,57.2,94.4,223.2,311.8,50.9285714285714,71.5455727155727
"54",2014,135.120547945205,54.5,112,246.6,363.2,44.5714285714286,100.058799894355
"55",2015,115.414246575342,49.54,77.9,226.6,311.6,37.2714285714286,82.1570914605785
"56",2016,105.391256830601,39.95,85.1,196,238.5,32.0571428571428,76.4177502824805
"57",2017,142.434794520548,32.48,102,294,355.2,27.7428571428571,94.5691188125741
"58",2018,157.024383561644,48.5,117,322,487,43.1428571428571,98.4478357167946
"59",2019,161.230136986301,70.18,154,265.8,296.2,56.7857142857143,109.08258293363
"60",2020,169.950546448087,56.2,125,350,433.25,51.6428571428571,112.477510171977
"61",2021,97.3835164835165,51.74,82.4,168,202.6,43.8571428571429,NA
