"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,92.3586956521739,56,88,133,151,47.7142857142857,NA
"2",1962,142.120547945205,36,57,264.8,485,7.71428571428571,67.6924646711512
"3",1963,92.9315068493151,17,30,209,394.2,13.5714285714286,37.9148375874736
"4",1964,46.6284153005465,15,31,102.5,145.25,10.8,31.8988239219797
"5",1965,162.104109589041,17,49,408,820.4,10.1428571428571,44.8254875288558
"6",1966,152.808219178082,28,86,385.200000000001,496,22,76.418919859048
"7",1967,210.523287671233,36,128,515,739,24.5714285714286,141.397021584233
"8",1968,281.188524590164,73,138,587.5,958.75,60.5714285714286,110.244906862702
"9",1969,243.950684931507,38,135,609,832,30,129.535633488361
"10",1970,185.457534246575,42,126,389.4,574,33.5714285714286,98.850361863563
"11",1971,173.342465753425,20,65,365.4,724,16,84.9542492052319
"12",1972,225.773224043716,47,135,433,618.75,38.8571428571429,143.989170627267
"13",1973,320.808219178082,42,177,934,1098,21.5714285714286,198.780124055652
"14",1974,328.479452054795,34.8,108,1028,1470,26.8571428571429,132.066341101821
"15",1975,349.076712328767,70.2,198,710.000000000001,995,41.7142857142857,153.265197725921
"16",1976,270.445355191257,34,84,785,1040,22.7142857142857,161.119284519047
"17",1977,123.701369863014,28,55,335,462,20.8571428571429,69.7888371304337
"18",1978,137.997260273973,24,65,283.8,625,15.2857142857143,59.1412688529127
"19",1979,153.364383561644,28.4,65,369.4,549,18,82.7902209850316
"20",1980,206.248633879781,55,129,468.5,662.5,40.1428571428571,123.431153022222
"21",1981,247.53698630137,34,156,508,952,22.5714285714286,114.934561984819
"22",1982,237.764383561644,38,111,548,845.000000000001,26.4285714285714,128.496084934852
"23",1983,238.235616438356,38,135,646,809,27.8571428571429,149.40313111546
"24",1984,163.948087431694,24,88,460,603.75,13.5714285714286,83.3178549945438
"25",1985,335.224657534247,51,149,851,1228,31,200.679493797079
"26",1986,298.882191780822,50,200,573,1064,36,138.587301860553
"27",1987,142.257534246575,36.8,99,282,419,18.5714285714286,101.089256613132
"28",1988,194.620218579235,24,143,460,583.25,14.4285714285714,109.851679439531
"29",1989,228.515068493151,67,143,484.2,606.8,52.1428571428571,140.780618731792
"30",1990,291.471232876712,50.4,225,602,800.200000000001,28.7142857142857,152.703826877009
"31",1991,223.052054794521,33,159,540.4,632,26,126.821514907333
"32",1992,339.407103825137,105,275,647,872.5,52.4285714285714,175.770160172646
"33",1993,381.161643835616,129.6,253,767.600000000001,1058,89.5714285714286,209.841368946717
"34",1994,376.243835616438,101.4,268,760,980.8,76.7142857142857,164.562716551653
"35",1995,221.986301369863,50.4,153,473.8,666.2,34.5714285714286,137.012778945256
"36",1996,191.439890710383,41,119,409,523.75,31,106.337686242244
"37",1997,241.287671232877,72,161,453.2,678,54.1428571428571,138.173031223225
"38",1998,267.46301369863,35,76,715.2,1148,27.1428571428571,148.559093665287
"39",1999,144.967123287671,30,61,284.6,460.6,16.8571428571429,72.0729054414581
"40",2000,165.021857923497,49.5,127,290,445.25,44.7142857142857,90.9208985656776
"41",2001,310.205479452055,43,207,586,887.6,28.5714285714286,155.640935381209
"42",2002,181.081917808219,31,75.7,451.6,591.4,20,119.215574099116
"43",2003,128.065479452055,27.08,62.4,281.8,388,18.3428571428571,69.2525095420324
"44",2004,236.137431693989,54.6,139.5,529,672.5,37.9571428571428,132.160418008826
"45",2005,206.709589041096,24.84,81.6,548.6,710,15.3,107.077336661816
"46",2006,278.730684931507,57.78,199,603,828.6,32.4285714285714,137.490503835407
"47",2007,257.16301369863,52.82,154,600,826,33.5857142857143,151.666401168401
"48",2008,355.871857923497,56.1,186,807,1140,31.6,173.971399427068
"49",2009,370.401643835616,71.38,190,915.6,1248,52.2285714285714,183.703486202104
"50",2010,188.493424657534,43.54,111,460.4,725,35.8714285714286,106.144218982441
"51",2011,333.478904109589,67.1,191,878.8,1050,56.9142857142857,178.992293102716
"52",2012,162.069672131148,27.8,69.85,411,504.75,21.2,109.216475084569
"53",2013,237.189315068493,49.54,140,524.2,853.6,32.9714285714286,132.374757069615
"54",2014,259.28904109589,96.08,141,540.8,936,78.4428571428572,160.583575233746
"55",2015,187.210410958904,59.6,119,337.2,614.6,51.2714285714286,110.665046831572
"56",2016,275.262295081967,57.25,203.5,599,742.5,31.2857142857143,161.475075033896
"57",2017,348.94301369863,41.84,229,840.6,1015.6,32.0285714285714,166.650844865146
"58",2018,313.479178082192,48.3,185,603.2,1026.8,39.0714285714286,138.209552511416
"59",2019,305.513150684932,61.26,247,667.6,797.8,50.8142857142857,158.249525372245
"60",2020,305.527322404372,59.85,167.5,672,1050,47.3857142857143,148.690059849076
"61",2021,224.264468864469,73.52,136,529,723.8,61.5714285714286,NA
