"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,242.663043478261,189,250,286.8,306,199.857142857143,NA
"2",1962,220.194520547945,127,197,329,405.6,111.285714285714,172.777610350076
"3",1963,202.972602739726,113,173,318.8,416.8,103,152.386451737
"4",1964,185.401639344262,101.5,170,282,316.5,88.5714285714286,150.088164294722
"5",1965,240.427397260274,130,217,378,440.8,109,181.818073265355
"6",1966,280.53698630137,146,255,459.200000000001,566.8,131.428571428571,206.073460534899
"7",1967,314.482191780822,148.4,287,498.4,600,122.285714285714,252.347775036161
"8",1968,304.661202185792,196,279,424,532.5,161.571428571429,244.796511200588
"9",1969,314.490410958904,176.4,297,477.8,545.6,159.285714285714,271.251965979226
"10",1970,316.895890410959,214,284,465.2,537.8,182.142857142857,264.735720945721
"11",1971,246.41095890411,146,200,408,496,124.571428571429,216.227854426558
"12",1972,262.565573770492,145.5,248,374,427.25,128.428571428571,225.960024720271
"13",1973,324.471232876712,196.8,295,493,568.8,159.857142857143,267.422479803302
"14",1974,321.630136986301,175,293,492,614.6,148,267.316451402479
"15",1975,315.383561643836,192,302,444.2,497,164.142857142857,269.006883512226
"16",1976,290.502732240437,163,253,450,538.5,139.428571428571,246.672113663507
"17",1977,259.021917808219,158.4,228,409,452.8,116.142857142857,221.753066407136
"18",1978,310.701369863014,211.2,286,459.2,534.4,170,261.144452054794
"19",1979,349.723287671233,216.8,309,533.6,610,171.857142857143,291.375453624043
"20",1980,315.51912568306,235,287.5,428.5,496.75,209.428571428571,265.161254103963
"21",1981,334.320547945205,213.4,301,473.6,605.2,176.857142857143,272.785418964597
"22",1982,349.575342465753,189,303,569.8,697.6,166.142857142857,284.981439048014
"23",1983,286.287671232877,161.4,281,423.6,473.8,132.428571428571,246.670157057554
"24",1984,296.439890710382,167.5,287,446.5,480,139.857142857143,245.367416479691
"25",1985,348.704109589041,174.4,294,598,755,165.571428571429,278.111574941309
"26",1986,344.257534246575,192.8,324,480,578.6,156.428571428571,283.330137655343
"27",1987,258.542465753425,161,259,346.6,394.4,146.142857142857,226.791549956892
"28",1988,291.16393442623,135,288.5,457.5,533.75,106.428571428571,240.427093929143
"29",1989,273.115068493151,175,251,384.2,442,154.857142857143,237.702540518842
"30",1990,370.194520547945,195,341,540,660.8,168.857142857143,277.62197501129
"31",1991,375.139726027397,189,372,552.6,642.6,170.428571428571,309.362056391097
"32",1992,357.737704918033,241,361.5,465,519.5,179.285714285714,313.80716224559
"33",1993,399.531506849315,244.6,370,555.6,646,187.285714285714,336.863889720272
"34",1994,314.504109589041,218,292,432.8,484.8,187,265.47224396608
"35",1995,309.156164383562,195.4,299,428,474.6,156.857142857143,260.337281304254
"36",1996,287.311475409836,157,273.5,418.5,491.25,110.285714285714,237.202008702692
"37",1997,341.547945205479,226.8,313,463.6,561.6,157,276.348107330732
"38",1998,288.221917808219,154,232,477.4,560.8,122.142857142857,243.386066285313
"39",1999,241.046575342466,116,212,376,420.4,98.5714285714286,203.407418748321
"40",2000,237.306010928962,164.5,220,335,392.5,121.428571428571,192.559203460713
"41",2001,285.038356164384,164.4,274,399,485,130.571428571429,233.207301191959
"42",2002,263.747945205479,155.4,240,385.6,471.8,137.857142857143,224.931545988258
"43",2003,236.424657534247,129,210,349.2,462,100.571428571429,189.179251835643
"44",2004,269.051912568306,163,233.5,413,497.5,149.714285714286,219.580716445859
"45",2005,257.986301369863,140.4,215,416.8,488.2,110.714285714286,216.200919765166
"46",2006,281.731506849315,165.8,257,414.6,484.2,132.857142857143,228.276979394498
"47",2007,321.408219178082,182.4,304,474.2,596.6,113.285714285714,263.472176560122
"48",2008,406.448087431694,198,386,575.5,688.25,146.428571428571,321.958157689305
"49",2009,424.238356164384,227.4,387,618.4,705.2,175,348.988654975162
"50",2010,311.572602739726,180.4,315,431.8,513.2,168.428571428571,271.75598865366
"51",2011,337.679452054795,203,304,509.6,592.2,180.285714285714,272.914140722291
"52",2012,257.627322404372,136,229,403,460,97.0285714285714,224.124160811866
"53",2013,279.471232876712,140.4,266,416,506.4,115.571428571429,224.176220998985
"54",2014,328.161643835616,221,293,468,562.4,179.285714285714,274.697941368328
"55",2015,307.090410958904,206.4,281,421.6,515,197,257.098196347032
"56",2016,328.234972677596,169.5,316,454,538.75,120.571428571429,273.799908925319
"57",2017,362.142465753425,172,339,569.6,698,155.285714285714,291.956125244618
"58",2018,440.457534246575,273.4,385,655.6,838.6,245,336.491692203918
"59",2019,436.202739726027,261.4,413,598.2,702.2,235,361.474635904831
"60",2020,352.532786885246,201.5,323.5,510.5,597.75,164,298.511216448825
"61",2021,269.3663003663,183.2,256,359.8,407.599999999999,151.714285714286,NA
