"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,421.75,252.2,412,610.3,666.7,234.142857142857,NA
"2",1962,539.66301369863,174,264,1202,2044,113.857142857143,327.996548656823
"3",1963,357.950684931507,77,158,884.2,1320,44.7142857142857,163.543474333885
"4",1964,243.896174863388,99,178,487,671.75,78,140.509259259259
"5",1965,617.542465753425,125,251,1536,2350,75.5714285714286,238.999211290992
"6",1966,589.906849315068,124,388,1360,1690,99.2857142857143,317.352935657949
"7",1967,751.367123287671,158,510,1772,2410,124.714285714286,514.041861134053
"8",1968,1130.0956284153,382,768,2095,3037.5,311.857142857143,611.370303030303
"9",1969,1051.32876712329,275.8,741,2220,2946,205.571428571429,668.233593423319
"10",1970,781.356164383562,275,642,1472,1898,184.142857142857,504.957176282126
"11",1971,694.747945205479,136.4,355,1578,2596,94.5714285714286,436.349312841074
"12",1972,895.989071038251,264,678.5,1535,2337.5,209.714285714286,609.796843468462
"13",1973,1202.7095890411,317.4,795,2808,3274,215,810.450271156453
"14",1974,1276.55890410959,223,601,3432,4472,182.285714285714,662.763130475935
"15",1975,1208.32328767123,372.4,912,2244,2782,226.714285714286,700.629349315068
"16",1976,1061.40983606557,220,518,2875,3385,146.714285714286,731.797015288781
"17",1977,557.994520547945,172.2,326,1422,1668,126.857142857143,341.216780821918
"18",1978,652.808219178082,171,399,1376,2750,104.285714285714,373.097184342652
"19",1979,675.895890410959,162,404,1546,2018,128.142857142857,406.957266323815
"20",1980,889.002732240437,356,699,1800,2170,282.714285714286,622.672458349485
"21",1981,1011.44931506849,366.8,807,1992,2678,225.571428571429,594.237679290894
"22",1982,1024.42191780822,246,650,2192,3316,178,703.218364158649
"23",1983,990.386301369863,272.4,748,2124,2746,211.142857142857,713.673669178319
"24",1984,744.625683060109,180.5,498.5,1775,2142.5,114.571428571429,425.214228014798
"25",1985,1294.96438356164,280,676,3234,4372,220.571428571429,870.229513258229
"26",1986,1165.40547945205,324.8,945,2058,3292,219.142857142857,656.297054794521
"27",1987,602.378082191781,190,496,1120,1440,110.428571428571,438.637891883611
"28",1988,809.215846994535,141.5,713.5,1615,2047.5,95.7142857142857,513.321835579582
"29",1989,933.906849315068,367.4,714,1730,2130,305.285714285714,655.026975724036
"30",1990,1180.80273972603,331.4,1080,2116,2568,240.142857142857,749.176586997477
"31",1991,1014.13150684932,231,869,1980,2258,175.571428571429,682.533023483366
"32",1992,1305.82786885246,565,1195,2195,2725,358.714285714286,862.721127157603
"33",1993,1474.01369863014,598.2,1160,2620,3450,429.571428571428,1033.01715590346
"34",1994,1244.56712328767,452,1150,2308,2646,325.857142857143,696.928701891716
"35",1995,928.068493150685,300,766,1728,2104,245.714285714286,607.508737845672
"36",1996,780.904371584699,231.5,596.5,1565,1872.5,175.142857142857,499.028503372766
"37",1997,1008.33424657534,375,776,1896,2500,264.142857142857,660.193183300718
"38",1998,1122.65205479452,259,604,2650,3480,218,700.765998883874
"39",1999,677.317808219178,193.2,401,1360,1864,111.571428571429,371.54154480223
"40",2000,801.866120218579,345.5,699.5,1420,1647.5,256.857142857143,493.421027742749
"41",2001,1238.22191780822,284.2,1040,2176,3090,193.714285714286,840.839339826232
"42",2002,772.216438356164,180.6,436,1818,2126,140.571428571429,574.117080946451
"43",2003,583.402739726027,178,386,1258,1476,154.142857142857,392.022295459487
"44",2004,1000.30054644809,312,711,1965,2470,215,658.441016489377
"45",2005,836.980821917808,181.4,508,1914,2248,135.857142857143,522.692992623815
"46",2006,1169.62739726027,433.2,1020,2082,2480,218.285714285714,727.162057758688
"47",2007,1037.61369863014,270.4,804,2208,2600,186.857142857143,697.966903711384
"48",2008,1455.64207650273,368.5,994,2995,3692.5,187.714285714286,851.030671834059
"49",2009,1462.10684931507,440.4,975,3096,3782,355.857142857143,947.927602739726
"50",2010,903.016438356164,288.4,653,1952,2536,260.714285714286,625.778718115978
"51",2011,1468.16438356164,403.4,1110,3006,3606,309.714285714286,996.213651017626
"52",2012,807.18306010929,173.5,426,1970,2145,151,576.288323757419
"53",2013,937.958904109589,284.4,679,1940,2890,226,563.249621462117
"54",2014,1011.0301369863,413.2,678,2024,3004,328.142857142857,731.391889762132
"55",2015,896.306849315068,335.4,593,1702,2668,275.142857142857,632.535332028702
"56",2016,1034.68032786885,304.5,851,2020,2285,183.571428571429,684.994717668488
"57",2017,1291.15616438356,205,1030,2668,2948,167,760.468253664144
"58",2018,1231.00547945205,282.4,821,2428,3588,225.285714285714,727.638972621353
"59",2019,1205.08767123288,340.6,1090,2126,2542,278.285714285714,810.993725615962
"60",2020,1250.95355191257,316,919.5,2505,3130,256.285714285714,826.500836006672
"61",2021,873.347985347985,355.2,654,1566,2124,301.428571428571,NA
