"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1961,2063.36956521739,1520,2100,2540,2610,1408.57142857143,NA
"2",1962,2628.39178082192,969,1540,5060,9742,853,1552.01339352428
"3",1963,1726.62739726027,900,1100,3392,4790,726.857142857143,1145.0977090222
"4",1964,1630.70765027322,865,1245,3235,3930,792.571428571428,1298.95131188248
"5",1965,3415.89315068493,886,1850,7600,13080,724,1728.91107431203
"6",1966,3056.34246575342,1088,2200,6650,7434,910.142857142857,2043.30642410779
"7",1967,3993.43287671233,1418,3000,8516,12060,1051.42857142857,3076.5067994321
"8",1968,3678.30601092896,1665,2690,6265,8910,1380,2419.71029102948
"9",1969,3696.67123287671,1198,3100,7502,8826,1004.28571428571,2693.72374122277
"10",1970,3568.5095890411,1504,3380,5810,7300,1105.14285714286,2677.24593191796
"11",1971,3396.37260273973,1090,2110,7206,10640,859.428571428571,2458.37017917038
"12",1972,4527.07650273224,2080,3805,6965,10725,1692.85714285714,3415.52730297668
"13",1973,5516.84931506849,1750,4160,11460,13060,1315.71428571429,4271.4755412816
"14",1974,5578.87671232877,1600,3320,12660,17580,1361.42857142857,3713.27434695802
"15",1975,5556.52054794521,2080,4680,10660,12380,1441.42857142857,3707.31111524502
"16",1976,4928.55191256831,1445,2590,12850,16300,1181.42857142857,4020.69734096667
"17",1977,2438.00821917808,1080,1750,5176,6046,764.857142857143,1873.32978268933
"18",1978,3014.89315068493,1274,2030,5150,11080,1002.14285714286,1821.22752772342
"19",1979,3306.25753424658,1240,2070,7708,9548,996.285714285714,2391.35861972282
"20",1980,3354.59016393443,1700,2640,5985,7452.5,1494.28571428571,2383.7057155495
"21",1981,4434.68493150685,1558,3300,9352.00000000001,12560,1120,2667.04485600352
"22",1982,4239.31506849315,1638,2730,9282,11180,1387.14285714286,3156.10377959403
"23",1983,4335.61643835616,1614,3300,8356,11300,1344.28571428571,3419.08673515438
"24",1984,3269.34972677596,1210,2360,6575,8410,983.142857142857,2141.7419036567
"25",1985,5444.76712328767,1808,3320,12240,17300,1530,3905.06207527952
"26",1986,5853.80821917808,1858,4700,10700,16980,1342.85714285714,3511.02140522299
"27",1987,3251.79726027397,1420,2870,5500,6244,1124.28571428571,2672.29226045565
"28",1988,3998.85519125683,1080,3810,7200,8767.5,857.571428571428,3043.79491992525
"29",1989,4207.56164383562,2118,3320,7254,9156.00000000001,1714.28571428571,3271.56784072346
"30",1990,5401.20547945205,2120,4950,9424,12140,1470,3756.13094844282
"31",1991,5084.13698630137,1834,4600,9776,10980,1541.42857142857,3717.16212721805
"32",1992,5062.43169398907,2660,4575,8010,8880,1967.14285714286,4024.96231115397
"33",1993,5937.56164383562,3134,4750,10560,13300,2730,4214.32957304884
"34",1994,5622.60273972603,2500,5050,9946,11900,2241.42857142857,4103.74106207411
"35",1995,3961.83561643836,1684,3400,6986,8190,1375.71428571429,2865.78870588676
"36",1996,3800.7650273224,1500,3300,6210,8457.5,1298.57142857143,2657.7605882278
"37",1997,4331.56164383562,1654,2940,7688,10032,1335.71428571429,3145.00718294598
"38",1998,3981.25205479452,1200,2240,9326,10680,1045,2987.27339775249
"39",1999,2956.32876712329,1154,2090,5358,7076,812.142857142857,1953.0577997239
"40",2000,3594.18032786885,1525,2920,5985,8670,1385.71428571429,2280.72838210091
"41",2001,4841.78082191781,1604,4060,8772,12660,1230,3432.31852106557
"42",2002,3455.57534246575,1320,2330,6912,8600,986.428571428571,2755.70798901891
"43",2003,2414.2602739726,1098,1720,4878,5596,849.714285714286,1869.28191585476
"44",2004,4438.06010928962,1570,2895,8670,13175,1160,3064.53052274255
"45",2005,3422.99178082192,1114,2520,7192,8784,839.285714285714,2426.49799008703
"46",2006,4714.46575342466,1914,3990,8278,9458,1382.85714285714,3460.84137604765
"47",2007,4020.03835616438,1344,2990,8588,10080,1006.28571428571,3106.20335942596
"48",2008,5330.54644808743,1830,3780,10350,12275,1182.85714285714,3734.73668408095
"49",2009,6089.56164383562,2162,4460,12120,15920,1421.42857142857,4157.87282324741
"50",2010,3844.7397260274,1680,3070,7070,9618,1375.71428571429,2849.69168396292
"51",2011,5556.82191780822,2010,4300,10720,13180,1787.14285714286,4097.71486851077
"52",2012,3429.51639344262,1170,2445,7185,8217.5,1028.57142857143,2708.86858076564
"53",2013,5097.20547945205,1654,3590,9978,13740,1467.14285714286,2982.95912436207
"54",2014,4935.80821917808,2460,3800,9454,11960,2142.85714285714,3780.11013492636
"55",2015,3780.27397260274,1870,3160,6570,9370,1532.85714285714,2777.47876941403
"56",2016,5017.7868852459,1840,4320,9360,11000,1307.14285714286,3845.73440342293
"57",2017,5593.23287671233,1354,4860,10660,11760,1070,3918.11635679069
"58",2018,5570.27397260274,1704,4800,9414,11580,1402.85714285714,3607.84232095609
"59",2019,6665.58904109589,2368,6360,11300,13060,1948.57142857143,4549.30320572683
"60",2020,5675.5737704918,2140,4070,10950,15500,1677.14285714286,4105.82645526908
"61",2021,3554.35897435897,1800,2920,5676,6712,1662.85714285714,NA
