"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1960,56.2497959183673,11,45,120.8,6.77142857142857,NA
"2",1961,77.4602739726027,29.8,63,120,17.1428571428571,49.8109622005714
"3",1962,70.7643835616438,37.4,64,111.6,14.2857142857143,48.8048662091195
"4",1963,61.8027397260274,18,43,108,9.28571428571428,32.6091237341761
"5",1964,25.6333333333333,0.1,25,55,0,16.6910553933663
"6",1965,59.7832876712329,5.8,39,100,1.57142857142857,31.9211815809761
"7",1966,25.5312328767123,2.1,7.5,65.6,0.857142857142857,16.3767308153431
"8",1967,26.7621917808219,3.4,11,89,2.15714285714286,17.3117143280797
"9",1968,17.543306010929,0.085,16,33,0.00142857142857143,9.627195455118
"10",1969,67.4112876712329,9.12,52,102.8,0.864285714285714,37.0624109202066
"11",1970,33.8192602739726,1.3,16,92,0.817142857142857,22.7364261796043
"12",1971,32.4939178082192,1.34,22,76,0.82,19.792726833199
"13",1972,24.8153005464481,3.3,18,54,1.38571428571429,14.9269487927469
"14",1973,215.245205479452,18,105,458.800000000001,8.31428571428571,121.992308439145
"15",1974,112.059178082192,31,70,219.2,7.74285714285714,79.2921372547184
"16",1975,78.0561643835617,26,75,118.6,13.7142857142857,55.5194456169073
"17",1976,62.7680327868852,3.2,45,149.5,1.3,41.4309114072731
"18",1977,51.1484931506849,15.4,45,79,4.65714285714286,31.1135836004633
"19",1978,44.3082191780822,2.2,37,100,0.731428571428571,28.3651823217214
"20",1979,31.4544383561644,1.7,13,83.6,0.8,25.2691851345002
"21",1980,50.3379781420765,1.55,11.5,88.5,1.2,24.0040665072632
"22",1981,19.3098630136986,2.3,8.8,42,1.75714285714286,11.1250557479051
"23",1982,34.4471232876712,3.3,15,98,2.7,25.2429869838384
"24",1983,38.0419178082192,1.9,4.5,124,1.37142857142857,25.6164971316297
"25",1984,26.6014207650273,1.55,5.25,98.5,0.775714285714286,12.2372762304596
"26",1985,26.0657534246575,3.3,15,57,2.57142857142857,9.63299390097327
"27",1986,18.4339726027397,2.4,16,35,1.4,12.1491359080169
"28",1987,78.5980821917808,4.7,26,186.2,3.42857142857143,24.2545499835084
"29",1988,17.9945355191257,1.3,3.8,58,0.902857142857143,13.8052813331861
"30",1989,13.3572602739726,2,3.2,34,1.5,5.84247315123862
"31",1990,23.5432876712329,1.8,3.6,50,1.47142857142857,10.5447267570078
"32",1991,2.48383561643836,0.404,2.3,4.4,0.217142857142857,1.92346547326342
"33",1992,9.29398907103825,2.2,3.2,25.5,1.72857142857143,6.06482543248258
"34",1993,126.164109589041,9.74,52,296,7.15714285714286,40.779432668269
"35",1994,24.3930136986301,1.6,4.9,63,0.892857142857143,20.8721479920384
"36",1995,71.552602739726,3.8,5.9,203.6,3.22857142857143,23.0718527802336
"37",1996,37.6546448087432,5,12.5,85,1.58571428571429,19.2050664571264
"38",1997,51.1252054794521,16,48,85.6,10.5285714285714,40.9337976493409
"39",1998,87.1216911764706,2.51,78,196.3,1.78571428571429,NA
