"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1959,41.9782608695652,34,36,49.8,32.2857142857143,NA
"2",1960,48.7814207650273,20,33,67.5,18.5714285714286,32.2444681816123
"3",1961,31.2657534246575,24.4,30,36,20.1428571428571,27.9956890826069
"4",1962,40.4383561643836,26,34,45,21.8571428571429,30.7512948467058
"5",1963,46.4027397260274,23,31,52,18.4285714285714,28.2906164383562
"6",1964,18.9680327868852,8.85,20,27,5.05714285714286,16.7877894957715
"7",1965,20.581095890411,14,20,26,9.01428571428571,18.1716336327295
"8",1966,13.8575342465753,7.4,11,23,4.57142857142857,12.8019548542061
"9",1967,11.9868493150685,3.3,9.4,14,2,7.35435328046143
"10",1968,7.93543715846995,0.365,7,10,0.227142857142857,5.13364418294442
"11",1969,24.1558904109589,7,18,26,5.07142857142857,14.0676818148873
"12",1970,14.1591780821918,5.08,12,23,1.47142857142857,12.8068764003517
"13",1971,16.8052054794521,5.14,13,23,1.82857142857143,11.0023916457604
"14",1972,16.7065573770492,6.9,13,16.5,1.9,10.5702092647789
"15",1973,154.578082191781,19,48,193,12.2857142857143,56.4185601881331
"16",1974,60.3534246575342,36,46,92,34.1428571428571,56.8412514426213
"17",1975,60.2739726027397,31.4,40,52,29.1428571428571,37.2633626875408
"18",1976,36.7158469945355,20,30,53.5,16.1428571428571,29.4591745231089
"19",1977,36.547397260274,15,21,40,10.4,20.4053600280998
"20",1978,39.1323287671233,9.5,21,40.6,5.74285714285714,19.1420092150017
"21",1979,19.7539726027397,7.82,18,27.6,6.02857142857143,15.674773317526
"22",1980,18.8319672131148,5.55,18,32,3.1,15.4959153469405
"23",1981,9.60112328767123,1.4,10,15,0.577142857142857,7.43450491200283
"24",1982,6.72597260273973,0.35,8,12,0.0285714285714286,5.30115371045216
"25",1983,12.3389863013699,0.964,4.5,25,0.588571428571429,7.36417497057081
"26",1984,5.62781420765027,0.305,4.1,14,0.172857142857143,4.63841330146534
"27",1985,7.42076712328767,0.29,5.8,11,0.0957142857142857,3.35307224322817
"28",1986,7.82816438356164,1.1,5.6,9.56,0.29,4.25704953646551
"29",1987,33.9764383561644,6.64,21,50.2,5.44285714285714,17.6943764384284
"30",1988,10.4190983606557,0.09,3.5,23,0,9.03114325354634
"31",1989,12.1616712328767,0.944,3.8,20,0.212857142857143,3.22082877696426
"32",1990,5.23260273972603,0,2.7,13,0,3.60447657395877
"33",1991,1.41624657534247,0,0.16,2.7,0,0.540096833231657
"34",1992,3.8674043715847,0.065,0.955,6.6,0.04,1.23993021442655
"35",1993,38.4986301369863,12,17,34.6,7.85714285714286,16.7327078412848
"36",1994,8.06315068493151,0.09,3,18,0.05,7.83551755702441
"37",1995,24.2643835616438,2.74,6.2,29.6,1.21428571428571,9.11262301549288
"38",1996,28.8896721311475,5,10,39,0.968571428571429,13.1525920634921
"39",1997,30.2547945205479,21,27,37,20.1428571428571,25.3118003913894
"40",1998,28.4857534246575,11,24,46,7.5,25.5193650212264
"41",1999,20.558904109589,8.9,21,34.6,3.38571428571429,18.6645570313967
"42",2000,19.5502732240437,5.45,15,31,3.08571428571428,13.3377088223798
"43",2001,14.0584109589041,1.9,9.6,24,0.812857142857143,10.4755142255005
"44",2002,4.00758904109589,0,3.8,8.1,0,3.55385583320789
"45",2003,2.78,0,0.97,6.6,0,2.08664840182648
"46",2004,0.219125683060109,0,0,0.625,0,0.0971809133489461
"47",2005,2.86465753424658,0,2.41,6.628,0,1.48615608678784
"48",2006,1.17756164383562,0,0.04,3.736,0,0.930906779582223
"49",2007,31.2664657534247,0,9.57,53.2800000000001,0,9.54044970645793
"50",2008,10.0214480874317,2.27,9.7,17.25,0.741428571428571,7.94559007522532
"51",2009,14.191397260274,7.062,10.1,23.78,6.01428571428571,11.5562869886422
"52",2010,14.7130136986301,6.57,11.1,15.62,2.33285714285714,9.21224327658888
"53",2011,4.79383561643836,0,0.52,12.1,0,4.34873412748591
"54",2012,0.684262295081967,0,0,2.51,0,0.506985528568209
"55",2013,0.23613698630137,0,0.01,0.236,0,0.0123820175212267
"56",2014,0.619671232876712,0,0.07,1.186,0,0.243042235726302
"57",2015,2.15917808219178,0,0.18,9.91,0,1.53289397958418
"58",2016,1.73346994535519,0,0.39,2.915,0,0.518359889239611
"59",2017,4.10084931506849,0.03,0.25,15,0,1.99162977114897
"60",2018,1.47915068493151,0,0.27,3.462,0,0.647193181033213
"61",2019,12.9113424657534,1.408,6.12,13.96,0.481428571428571,5.7227428423175
"62",2020,4.73967213114754,1.465,4.965,6.97,1.02428571428571,3.8250411937789
"63",2021,3.92142465753425,0,2.47,9.84,0,3.3687748044317
"64",2022,NA,1.712,2.45,2.9,1.58857142857143,NA
