"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1965,82.6902173913043,23,63,126.8,11.4285714285714,NA
"2",1966,47.858904109589,12,36,94.2,0.557142857142857,34.3126525570868
"3",1967,72.572602739726,31,50,119.4,17,40.793344077357
"4",1968,83.5334699453552,7,55.5,107,2.69285714285714,37.6181280341056
"5",1969,113.512054794521,29,75,166.6,7.38571428571428,54.6223777295363
"6",1970,100.116712328767,11,60,140.6,6.15714285714286,45.3108128021142
"7",1971,64.6769863013699,9.06,57,130,1.68571428571429,40.9708932954412
"8",1972,56.5677595628415,21,48.5,86,9.25714285714286,35.0004548841161
"9",1973,344.228767123288,22,143,490.4,5.78571428571429,100.990385827583
"10",1974,214.641095890411,34.8,116,228.8,15.2857142857143,85.1479098839156
"11",1975,126.619178082192,22,88,199,15.8571428571429,76.7344317694587
"12",1976,116.35,17,54,161,8.7,54.4945046187874
"13",1977,239.67397260274,44,99,303,33.7142857142857,80.8540193259193
"14",1978,135.783835616438,16.4,82,291.4,7.97142857142857,72.3519533632934
"15",1979,286.816438356164,22.4,111,346.8,12,74.2988895974155
"16",1980,145.43825136612,28,73.5,300,12.3714285714286,65.6299930084083
"17",1981,92.7123287671233,20,68,160.4,6.88571428571429,51.5847729657676
"18",1982,127.983561643836,37,78,239.6,27.8571428571429,80.7791402641432
"19",1983,138.553424657534,20,80,276.8,11.5714285714286,78.6032202122413
"20",1984,137.528142076503,14,83.5,264,5.25714285714286,65.9273170702467
"21",1985,154.213698630137,48.4,100,214.6,24.4285714285714,69.2783737707734
"22",1986,199.808219178082,71,118,322.4,39,98.5735812632453
"23",1987,335.504109589041,77,144,469,66.7142857142857,110.997519268114
"24",1988,100.53825136612,24,57,200,13.8571428571429,72.7283336957517
"25",1989,149.323287671233,43,71,279.6,29,59.4980036017815
"26",1990,119.076712328767,29,80,226.2,23.4285714285714,71.7136276630335
"27",1991,95.267397260274,14,52,123.6,10.7142857142857,49.7183321165246
"28",1992,117.819672131148,45.5,70,192,32.1428571428571,69.6342726953167
"29",1993,315.380821917808,45.4,149,576.4,35,112.221900377921
"30",1994,71.8534246575342,20,64,120,11.2142857142857,52.7747020653972
"31",1995,284.358904109589,39,75,221.6,24.1428571428571,73.6873548597521
"32",1996,86.3551912568306,26.5,70,118,17.1428571428571,55.8261821733295
"33",1997,112.660273972603,65,93,165,41.2857142857143,78.4083378995434
"34",1998,143.106849315069,19.4,103,236,11.2857142857143,97.5530682837115
"35",1999,120.890410958904,35.4,91,218.2,20.4285714285714,80.7057991579489
"36",2000,126.065027322404,16.5,81,187.5,7.34285714285714,66.0178421114238
"37",2001,133.830136986301,22,77,254.2,14.5714285714286,76.6480804127379
"38",2002,82.358904109589,26,71,111.6,11.8571428571429,50.9080579014503
"39",2003,113.283835616438,16,75,163.2,6.24285714285714,59.2106619537567
"40",2004,131.868579234973,51.2,91.35,172,22.4285714285714,76.8256488100944
"41",2005,152.054794520548,47.9,91,208.6,38.8285714285714,80.5256070983811
"42",2006,57.0953150684932,15.56,47.5,94,11.0557142857143,45.2445359070154
"43",2007,165.710410958904,30.88,75.9,280.6,24.3,69.8027259072338
"44",2008,156.227595628415,70.85,114,200,41.0571428571429,90.1830564722163
"45",2009,199.374246575342,60.16,120,360,39.7428571428571,101.310813926941
"46",2010,206.62904109589,53.6,101,210.6,44.1714285714286,83.5460017345668
"47",2011,57.4644109589041,8.672,49.5,120,3.89285714285714,45.1382299031611
"48",2012,43.5168852459016,4.21,21.4,93.45,0.00714285714285714,33.2606848749747
"49",2013,147.050684931507,37.46,61.1,137.2,17.0285714285714,58.0854079619011
"50",2014,76.6065753424658,25.14,70.5,111.2,20.2428571428571,58.7987472778363
"51",2015,70.6986301369863,19.34,59.5,118.6,15.0142857142857,42.4821670290643
"52",2016,108.458196721311,39.7,63.9,155,23.0142857142857,52.1895887294248
"53",2017,118.245479452055,26.88,66.9,219,19.4714285714286,64.2531215367185
"54",2018,173.872602739726,43.12,80.9,208.8,18.2857142857143,72.4681697086153
"55",2019,247.775616438356,44.44,116,333.8,29.1142857142857,102.958608051076
"56",2020,77.7628415300546,24,68.7,130.5,16.1285714285714,58.2938942683
"57",2021,71.5033150684932,22.86,51.1,119.6,13.2442857142857,48.5680124384748
"58",2022,NA,54.45,55.6,61.95,55.5857142857143,NA
