"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1938,563.069090909091,95,231,1124,38.7142857142857,NA
"2",1939,273.550684931507,37.4,156,434.4,20.1428571428571,126.636076320939
"3",1940,339.030054644809,81,159.5,635,51.5714285714286,128.053832156202
"4",1941,531.07397260274,96.8,296,821.200000000001,58.5714285714286,209.675636389787
"5",1942,630.457534246575,209.4,337,998,157.714285714286,257.73375428382
"6",1943,269.556164383562,61.2,200,554.8,22.2857142857143,159.733303782777
"7",1944,828.890710382514,139,338.5,1670,82.2857142857143,259.892175124564
"8",1945,714.290410958904,109,375,1160,42.7142857142857,284.742398536544
"9",1946,281.547945205479,53,262,467.6,15.8571428571429,175.830988526176
"10",1947,710.035616438356,62,265,1360,46.5714285714286,238.000219085534
"11",1948,1042.75136612022,180,375.5,1950,150,358.865564174388
"12",1949,1178.16438356164,246.4,530,3218,174.142857142857,466.977517040566
"13",1950,447.172602739726,191.2,275,597,141.857142857143,219.461549249837
"14",1951,1206.92876712329,286.2,540,2328,172.857142857143,394.369879927458
"15",1952,375.639344262295,58,275,735,47.1428571428571,246.098129486647
"16",1953,204.175342465753,32,195,338,19.2857142857143,138.499630496807
"17",1954,166.816438356164,10,121,246.4,1.25714285714286,92.3409128078052
"18",1955,311.569863013699,46,150,412.4,14.5714285714286,111.70601494396
"19",1956,103.65737704918,4.8,88,201.5,0.342857142857143,73.2253517562995
"20",1957,886.783561643836,102.8,268,1222,57.4285714285714,217.184696754985
"21",1958,539.709589041096,195,296,1060,135.857142857143,281.949725164038
"22",1959,545.8,120,320,794.4,58.2857142857143,248.281488132508
"23",1960,599.950819672131,144,375,1190,117.857142857143,285.772632058288
"24",1961,715.794520547945,232,400,1106,100.571428571429,303.511472169183
"25",1962,483.32602739726,170,323,819.2,96.8571428571428,231.635947622885
"26",1963,352.947945205479,86,225,535.2,31,167.054553355589
"27",1964,366.030054644809,67,235,466.5,23,161.335651597947
"28",1965,410.539726027397,130.8,198,699.000000000001,74.7142857142857,162.137969454666
"29",1966,126.306849315068,43,99,220,12.4285714285714,96.1321250143893
"30",1967,212.665753424658,81,119,322.4,64.5714285714286,99.5708057141176
"31",1968,295.147540983607,67,142,351,42.4285714285714,119.290477077567
"32",1969,454.709589041096,94.4,304,893.8,51.8571428571429,248.591262380883
"33",1970,330.443835616438,56,168,490.6,28.8571428571429,177.883473066227
"34",1971,331.671232876712,72,202,702.6,38,198.462233292504
"35",1972,130.83606557377,61.5,116,210.5,31.5714285714286,83.4931517814343
"36",1973,1243.11232876712,76.4,439,2472,47.2857142857143,478.504710786392
"37",1974,584.117808219178,104.4,321,1520,49.8571428571428,312.341319394376
"38",1975,570.81095890411,92.4,301,1184,81,292.231132293476
"39",1976,307.743169398907,67,149.5,500,37.8571428571428,144.688652191208
"40",1977,668.01095890411,129.4,228,1916,93.7142857142857,334.998355299026
"41",1978,398.095890410959,61.2,180,872.4,36.5714285714286,222.576017133551
"42",1979,752.912328767123,53.2,308,2136,36.2857142857143,415.056231675078
"43",1980,459.855191256831,39.5,195.5,1010,25,207.780519170881
"44",1981,346.271232876712,81,160,824,45.1428571428571,219.827185288523
"45",1982,510.408219178082,93,178,1280,77.4285714285714,176.622088923088
"46",1983,546.093150684932,82,212,1272,47.8571428571429,235.69973540591
"47",1984,588.521857923497,48,219,1805,24.2857142857143,321.239689510916
"48",1985,845.378082191781,185.4,434,1610,98,336.275793957164
