"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1963,606,393.58904109589,370,256.711255821977,128.571428571429,197.6,156.8
"2",1964,332,200.92349726776,190,138.760172213119,38.7142857142857,60,46
"3",1965,2430,990.18904109589,210,546.078128883853,36.4285714285714,59.4,41
"4",1966,1090,592.271232876712,530,459.255636502006,89.2857142857143,179.4,129
"5",1967,1652,595.076712328767,230,333.613956899936,93.5714285714286,124.4,116
"6",1968,340.5,235.765027322404,222.5,182.803476183804,66.5714285714286,113,82.7500000000001
"7",1969,1322,644.849315068493,430,341.348123612859,60.5714285714286,160.8,130
"8",1970,643.6,458.528767123288,371,304.610299859471,77,131.8,108
"9",1971,728.4,335.575342465753,228,187.613448426548,85.5714285714286,109,99
"10",1972,787,452.237704918033,311,251.474621902081,52.2857142857143,150,91.5
"11",1973,2640,1571.58630136986,540,665.378054193183,184.285714285714,208.4,197.2
"12",1974,2810,1667.29315068493,1140,931.283692770655,196,255.2,223.4
"13",1975,719,464.265753424658,348,314.893788105529,186.285714285714,228.4,202.4
"14",1976,653,354.322404371585,192.5,197.979615088294,82.4285714285714,109.5,90.25
"15",1977,626.800000000001,346.367123287671,176,183.135407697326,100,125.4,118
"16",1978,767.2,373.443835616438,279,262.557165412135,79,134,105.4
"17",1979,891,406.909589041096,184,211.200023205944,60,80.4,70
"18",1980,788.5,520.969945355191,245.5,227.623907270629,55,89,70.25
"19",1981,986.8,375.235616438356,108,196.499136686398,33.4285714285714,56,46
"20",1982,713.6,363.704109589041,266,238.813098716129,133,164,151
"21",1983,533.8,246.66301369863,146,188.813723699525,66.4285714285714,93,76
"22",1984,553.5,229.010928961749,114,156.105960764833,49.4285714285714,61,56
"23",1985,357.2,196.134246575342,130,111.901813295639,45.5714285714286,57,51
"24",1986,418.6,317.898630136986,204,175.177287370164,154,163,154.4
"25",1987,2986,1181.95068493151,495,670.803392041748,142.142857142857,153,146
"26",1988,322.5,244.901639344262,254.5,212.353904731291,83.5714285714286,95,87
"27",1989,653,256.947945205479,88,137.349450424005,56.2857142857143,69,64
"28",1990,390.6,227.580821917808,171,173.707055652217,115.714285714286,137.4,129
"29",1991,158.6,107.860273972603,99,84.7053881278539,41,47.4,44
"30",1992,524.5,216.784153005464,73,136.387262600787,37.8571428571429,45,39
"31",1993,3584,1527.2602739726,811,652.988418867842,136.142857142857,157.8,142
"32",1994,438.8,301.471232876712,337,276.111552511416,90.5714285714286,105,96
"33",1995,1098,586.545205479452,131,302.639059002596,91,99.4,94.2
"34",1996,1230,473.926229508197,178,252.659922004465,118.857142857143,140,136.25
"35",1997,1050,648.224657534247,473,422.883851841034,200.142857142857,319.4,275.8
"36",1998,1370,779.8,635,665.543599389287,153.571428571429,312.2,203.8
"37",1999,2040,951.145205479452,594,737.287770677212,171.428571428571,301.4,240.4
"38",2000,1045,552.191256830601,365.5,377.134289257507,109.285714285714,223,140.25
"39",2001,1322,552.6,279,270.48189857956,106,130,112
"40",2002,285.8,217.613698630137,139,127.800826815288,52.8571428571428,108,88.4
"41",2003,448.2,287.594520547945,163,166.722435312024,57.5714285714286,89.4,72.2
"42",2004,442.5,236.024590163934,140,146.20235869729,91.5714285714286,104,101
"43",2005,364.8,259.426301369863,175,158.453127853881,100.414285714286,118,109
"44",2006,126,113.05095890411,94,82.062328359426,42.0571428571429,60.02,51.44
"45",2007,2188,1074.23945205479,416,480.143508153947,49.3857142857143,63.06,57.14
"46",2008,806,499.748633879781,385,361.283591378264,227.142857142857,274,247
"47",2009,1400,689.709589041096,406,432.474794120003,256,276.4,267
"48",2010,627.4,457.235616438356,309,303.342620890125,192.857142857143,237,222
"49",2011,214,156.798630136986,172,139.502724249875,41.2571428571429,54.98,46.94
"50",2012,148,91.3920765027322,86.75,72.3180358673524,24.1571428571429,35.8,28.9
"51",2013,450.2,359.283835616438,58.9,79.3932324055954,32.9142857142857,36.24,34.4
"52",2014,365.4,240.089863013699,153,163.141955529085,104.542857142857,116.4,114
"53",2015,395,244.311232876712,132,169.906059182826,92.6428571428571,106,100
"54",2016,846,414.878142076503,149,199.205036429873,82.6857142857143,88.6,85.375
"55",2017,975,423.766301369863,167,303.199244819108,104.242857142857,136,113.2
"56",2018,261.4,185.91397260274,136,125.6088201783,82.8571428571429,112.4,97.7
"57",2019,4172,1863.04931506849,659,734.640371668259,123.428571428571,506,471.4
"58",2020,653,421.55737704918,355.5,345.528422324422,186.428571428571,256,225.25
"59",2021,482.4,299.356164383562,195,239.849611111111,151.571428571429,161,157
