"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1963,801.6,515.013698630137,462,318.272655155206,103.142857142857,214,174
"2",1964,432,300.959016393443,229,166.180217253243,55.4285714285714,108.5,82.7500000000001
"3",1965,4424,1573.92054794521,327,668.244375223615,50.2857142857143,117.8,65.6000000000001
"4",1966,1126,666.849315068493,653,524.914362689557,97.4285714285714,199.4,170.2
"5",1967,2770.00000000001,915.167123287671,248,559.952655611632,90.5714285714286,116,104
"6",1968,570,430.532786885246,346,251.630488733217,105.142857142857,163,144
"7",1969,2978,1307.13424657534,703,577.726655480789,98.4285714285714,270,202.8
"8",1970,1172,721.843835616438,462,383.647624675441,81,170.4,135.2
"9",1971,1508,659.145205479452,338,262.660600130463,127.285714285714,143.4,130
"10",1972,1140,698.062841530055,433,349.741669165715,107,198.5,142
"11",1973,6280,2580.85205479452,687,1045.33799593666,183.571428571429,228.8,200.4
"12",1974,5316,2990.56712328767,1510,1252.28368600499,244.285714285714,389.8,310
"13",1975,2258,1025.43561643836,560,480.407768418465,240,333.8,276.4
"14",1976,1415,701.265027322404,300,376.61824634131,124,163.5,139.25
"15",1977,2264,952.249315068493,258,292.580549567274,90,156,142.2
"16",1978,2000,836.304109589041,505,527.052488208139,63.8571428571429,152.6,95.6000000000001
"17",1979,1968,862.580821917808,374,316.849853516749,73.8571428571428,106,100
"18",1980,2075,1254.09289617486,483.5,390.284607358426,75.4285714285714,114.5,91.25
"19",1981,976.800000000001,434.495890410959,154,224.995749120803,64.7142857142857,92.4,85
"20",1982,1800,828.315068493151,402,350.5632710239,161.428571428571,210,180
"21",1983,1300,614.65205479452,184,292.130895457823,84.8571428571428,125.4,111
"22",1984,1445,722.431693989071,176.5,286.801839537491,47,75,57.25
"23",1985,1556,615.432876712329,272,180.785197869102,58.5714285714286,98,85
"24",1986,1356,910.457534246575,395,311.425187214612,202.285714285714,260,236
"25",1987,5574,2118.24109589041,980,943.766733361007,235.428571428571,252,238.4
"26",1988,841,486.950819672131,362.5,325.571158713782,49,169,97.5
"27",1989,1826,585.383561643836,116,188.578082938605,41,86.4,64
"28",1990,848,413.032876712329,241,260.348203134641,112,150,130
"29",1991,254.6,150.553424657534,121,83.5617215845983,13.4285714285714,40,19
"30",1992,1695,588.939890710383,125,276.396425550524,26.5714285714286,46.5,34.25
"31",1993,9342.00000000001,3849.57808219178,1420,852.915738203957,151.714285714286,289.4,187
"32",1994,648,453.852054794521,475,368.429788293898,82.7142857142857,130.4,101.2
"33",1995,2450,1404.31506849315,259,419.912323429995,83,119.8,108.2
"34",1996,1150,597.882513661202,248,285.337931265402,152.571428571429,174.5,160
"35",1997,1954,1077.70410958904,634,574.84974084674,427.428571428571,476.2,449.2
"36",1998,2796,1279.92876712329,871,862.415738213984,245.285714285714,397.2,309.2
"37",1999,4796,2245.95890410959,1090,1035.06342242419,311.714285714286,545.2,505
"38",2000,2345,1168.29234972678,543.5,602.366684812393,118.428571428571,247.5,169.25
"39",2001,2830,1185.73698630137,503,394.034070066383,80.2857142857143,175.2,137.8
"40",2002,700.6,426,204,183.74821250639,71.2857142857143,140,108
"41",2003,1592,771.917808219178,309,271.342522887284,63.2857142857143,132,83.8000000000001
"42",2004,1260,889.445355191257,283.5,252.182022076753,153.285714285714,184.5,169.25
"43",2005,1646,973.586301369863,370,324.249801908845,160.857142857143,201,183
"44",2006,284.6,205.410410958904,181,141.40518427209,68.7285714285714,117.4,85.28
"45",2007,3372,1679.74520547945,504,713.426945882062,75.4285714285714,87.02,83.28
"46",2008,2080,1033.53551912568,588.5,513.435396637542,288.428571428571,340.5,309.25
"47",2009,2676,1404.41369863014,673,656.915176696746,318.714285714286,359.4,324.8
"48",2010,1242,991.13698630137,454,428.217737027367,301.571428571429,339.6,307.2
"49",2011,332.6,213.413698630137,226,173.486056289601,18,39.74,24.5
"50",2012,427,215.139890710383,119,99.3850990721483,17.1571428571429,29.55,25.7
"51",2013,1015.6,742.621369863014,94,131.185814098539,24.6857142857143,28.2,26.58
"52",2014,834.6,517.945205479452,277,275.053838401178,168.428571428571,190.4,177.2
"53",2015,1174,625.893150684931,207,264.176590563166,135.142857142857,152.4,140
"54",2016,3010,1201.44808743169,515.5,425.89348370209,156.571428571429,174,161.5
"55",2017,2472,940.219178082192,373,529.697948941469,162.142857142857,254.8,203
"56",2018,529.2,311.482739726027,220,176.437808219178,107.614285714286,153,128
"57",2019,7258.00000000001,2558.87397260274,1080,1172.61720808871,244.857142857143,654,616.2
"58",2020,1385,765.699453551913,559,538.723416312487,242.857142857143,370,323.25
"59",2021,1332,658.556164383562,330,341.476639736013,164.285714285714,215,204.2
