"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1963,567.4,370.608219178082,236,168.585418438968,31,86,52.2
"2",1964,383.5,272.360655737705,235,164.828167127347,23,67,34.7500000000001
"3",1965,962,514.432876712329,218,164.722823802276,74.7142857142857,105.4,97.4
"4",1966,246,158.246575342466,165,123.090613232531,12.4285714285714,46.4,34
"5",1967,271.2,198.750684931507,103,91.3507894247148,41.2857142857143,67.4,58.2
"6",1968,234.5,170.937158469945,127,98.1718762255863,42.4285714285714,67.5,55.75
"7",1969,955.000000000001,539.065753424657,300,217.204969796934,51.8571428571429,80.8,63.4
"8",1970,497.2,369.134246575342,278,213.22908552838,28.8571428571429,56,40
"9",1971,588,237.317808219178,147,144.615645575125,38,72,56.4
"10",1972,582,226.409836065574,131.5,155.900429695045,31.5714285714286,67,51.25
"11",1973,2258,860.257534246575,168,301.760272440827,47.2857142857143,68.4,59
"12",1974,1868,902.660273972603,542,476.600917977513,49.8571428571428,110.4,56.2
"13",1975,1282,627.575342465753,366,330.191646412161,82,105.4,91
"14",1976,503,321.781420765027,168.5,155.451898038545,37.8571428571428,70,48.25
"15",1977,1916,611.531506849315,156,244.315954612559,70,95,84.2
"16",1978,872.4,454.523287671233,279,247.252309482359,36.5714285714286,61.2,43.4
"17",1979,1150,432.471232876712,157,211.246746802542,39.5714285714286,78,51
"18",1980,2130,778.959016393443,475,408.040910638409,25,38.5,33
"19",1981,319.2,169.608219178082,130,116.767859924792,30.7142857142857,65.4,48
"20",1982,1590,689.139726027397,275,276.926802227996,77.4285714285714,108,93
"21",1983,1272,529.619178082192,160,244.995775974045,47.8571428571429,85,63
"22",1984,1765,557.841530054645,206.5,306.904286565636,24.2857142857143,48,38
"23",1985,1066,553.060273972603,331,255.845672883786,71.8571428571429,148.2,114.6
"24",1986,1280,745.758904109589,444,317.335357852914,116.857142857143,181.4,140.2
"25",1987,2122,1072.17260273973,632,575.098254786846,168.857142857143,321.4,279.2
"26",1988,869,426.560109289618,297.5,281.743928354584,54,70,61
"27",1989,926.8,431.819178082192,152,203.455367790952,71.8571428571428,102.4,90.2
"28",1990,543,306.07397260274,194,214.280103880213,19.4285714285714,58,30.2
"29",1991,391,211.356164383562,125,110.172447213925,41.8571428571429,54.4,47
"30",1992,456,257.021857923497,149,120.846849249718,51.5714285714286,82,56.25
"31",1993,2432,1234.28493150685,753,654.683821912086,88.8571428571428,112.4,102.2
"32",1994,371.2,187.060273972603,174,137.960019349392,36.1428571428571,57,45.2
"33",1995,2206,791.695890410959,186,440.246918048546,54.2857142857143,109.4,96.2
"34",1996,406,262.409836065574,166,143.18340603826,41.5714285714286,112,62.5
"35",1997,1130,621.561643835616,344,264.546430660788,139,209,174.4
"36",1998,1040,525.424657534247,331,298.5217510858,63,65.8,63
"37",1999,1748,927.824657534247,528,359.777260186706,61.5714285714286,123.8,88.2
"38",2000,1070,499.306010928962,239.5,203.047411459777,45.2857142857143,83,52
"39",2001,1278,581.421917808219,294,270.996931046391,57.1428571428571,69,61
"40",2002,295,257.843835616438,150,133.479635854342,52.2857142857143,88.8,76.2
"41",2003,1472,614.939726027397,269,279.922976190476,33.1428571428571,63,46.2
"42",2004,1450,684.136612021858,260,314.561092684876,90.5714285714286,150,114.75
"43",2005,1306,719.495616438356,367,341.190417070691,103.571428571429,162,135.2
"44",2006,271.6,215.94602739726,175,131.527302118172,40.9,81.76,67.72
"45",2007,1850,791.04301369863,227,352.667621355813,62.6142857142857,110,93.38
"46",2008,1280,638.064480874317,266,286.337828872147,96.4571428571429,134,113.25
"47",2009,1592,800.501917808219,358,367.225825412538,107.857142857143,141.4,121.2
"48",2010,1460,693.821917808219,485,406.328406447464,128.857142857143,208.8,153.4
"49",2011,326,157.758438356164,137,115.447935347757,9.19142857142857,25.98,14.94
"50",2012,355,201.662213114754,123.5,106.041784280657,2.67285714285714,20.75,6.19750000000001
"51",2013,1058,366.423561643836,139,247.354687195098,42.0285714285714,62.36,53.52
"52",2014,326.6,201.917808219178,164,131.844472744017,48.9428571428571,75.74,54.88
"53",2015,407.4,293.410410958904,137,115.230767815138,54.3142857142857,88.66,82.06
"54",2016,1420,849.70737704918,355,305.684086578549,70.8142857142857,103,83.125
"55",2017,1238,616.172602739726,280,372.327227871284,64.2285714285714,84.4,74.8
"56",2018,344.000000000001,250.551506849315,145,117.469589041096,44.8142857142857,101.4,85.1
"57",2019,2732,1590.84931506849,789,699.792965487609,173,354,208.6
"58",2020,766,365.533333333333,255,230.987682081923,78.3142857142857,105,92.175
"59",2021,543.800000000001,302.497808219178,173,137.27956051736,58.1428571428571,74.44,64.32
