"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1912,3369.67391304348,2500,2990,4600,2500,NA
"2",1913,4308.6301369863,2150,3850,7700,2150,4038.07742535042
"3",1914,5538.16438356164,1900,4630,10500,1660,4810.99804077119
"4",1915,3790.32876712329,1410,3520,6770,1300,3430.58121897955
"5",1916,4266.12021857924,1760,3350,7700,1640,3864.80694927416
"6",1917,3824.1095890411,1610,3340,7250,721.428571428571,3375.11793868232
"7",1918,2609.12328767123,950,2260,4580,635,2345.13906785497
"8",1919,3365.2602739726,1424,2540,6810,1224.28571428571,2902.7601286841
"9",1920,2301.96721311475,1270,2120,3310,1097.14285714286,1882.80033118066
"10",1921,4766.82191780822,1490,4010,8738.00000000001,1244.28571428571,4082.63636363636
"11",1922,3482.13698630137,1730,2690,6590,1337.14285714286,2981.73581899955
"12",1923,2806.49315068493,1658,2540,4580,1428.57142857143,2019.75618635997
"13",1924,2619.6174863388,1200,2690,3830,1012.14285714286,1366.42381662054
"14",1925,4324.19117647059,2500,3830,5960,2500,NA
"15",1951,3285.55434782609,1771,2640,5097,1751.42857142857,NA
"16",1952,5665.07923497268,2300,4490,11700,1886.14285714286,4471.42691198599
"17",1953,5966.10136986301,2564,5020,10160,2235.71428571429,4515.25037246989
"18",1954,5018.60273972603,2092,3620,9438,1665,3851.27078218585
"19",1955,2817.30684931507,1030,1870,3918,994.571428571428,1481.82744126818
"20",1956,7122.5956284153,2375,5290,12700,2095.71428571429,5709.83537706661
"21",1957,4644.94520547945,1730,3520,9800,1572.85714285714,3388.34920536085
"22",1958,6812.95890410959,2542,4460,11360,2027.14285714286,5455.43025051185
"23",1959,2799.34246575342,1404,2380,4692,1071.42857142857,1988.86380400421
"24",1960,2790.68852459016,1205,2290,4685,1142,1723.30991412959
"25",1961,3008.44931506849,1330,2880,4852,1197.71428571429,2194.91937377691
"26",1962,3388.49589041096,1150,2910,5950,1053,2632.73038932949
"27",1963,3789.88493150685,1264,3400,6840,1018.28571428571,3109.91827229648
"28",1964,4251.58469945355,1205,2805,5235,1044.28571428571,2753.59144899887
"29",1965,5955.69863013699,1360,3910,14300,1070,5224.67020951237
