"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"55",1995,1046.02465753425,53,755,2310,40.4285714285714,585.264733018462
"56",1996,1106.49453551913,29.5,965.5,2400,20.7142857142857,702.331652966259
"57",1997,671.295890410959,33,234,1202,21.2857142857143,341.375453251025
"58",1998,1093.54520547945,74,1000,2172,57.1428571428571,746.24886599579
"59",1999,772.909589041096,60,410,1846,55.4285714285714,584.240927199453
"60",2000,560.445355191257,24,190.5,1360,13,438.567850637523
"61",2001,151.200821917808,4.3,98,438.2,3.57142857142857,89.9420247190384
"62",2002,480.081917808219,12.5,341,1056,10.8,267.206247193618
"63",2003,747.103835616438,52.2,470,1774,41.0857142857143,562.079289721157
"64",2004,501.673770491803,13.55,355,1220,7.99,365.96339445669
"65",2005,649.832054794521,15.26,421,1318,13.0428571428571,360.525237801825
"66",2006,1084.40712328767,50.98,871,2756,38.4142857142857,752.663256391092
"67",2007,345.53495890411,7.714,203,844.4,4.54285714285714,246.087082462328
"68",2008,396.494808743169,18,214,918,14.3,309.918890636722
"69",2009,255.392684931507,8.206,99,634.4,6.00714285714286,180.969255969747
"70",2010,577.235068493151,39.04,442,1236,21.9142857142857,393.243440119655
"71",2011,670.526301369863,67.36,488,1586,55.2428571428571,497.056035736956
"72",2012,506.451174863388,14.3,276,1350,9.42428571428571,295.218160101377
"73",2013,238.987835616438,11.34,58.3,614,5.63428571428572,181.976095559235
"74",2014,255.197068493151,6.724,73.2,694.800000000001,5.66857142857143,125.340147768603
"75",2015,333.872410958904,6.414,114,668.2,5.86,154.639972782413
"76",2016,809.554672131148,13.1,511.5,1950,6.44,542.114997298351
"77",2017,1080.76438356164,51.98,574,2450,36.9,725.151270554379
"78",2018,227.03901369863,7.908,88.5,539.6,5.07571428571429,169.753123413117
"79",2019,567.390794520548,22.42,182,1468,10.9485714285714,383.745515361512
"80",2020,153.162486338798,7,87.55,394.5,4.78571428571429,110.803352662971
"81",2021,175.496,8.564,147,390.6,5.42571428571429,130.811223495226
"82",2022,262.104166666667,186.7,266.5,322.7,146.857142857143,NA
