"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1941,581.304347826087,80,150,1267,80,NA
"2",1942,738.950684931507,68.4,614,1712,61.5714285714286,466.432079775298
"3",1943,685.821917808219,66.4,402,1630,58.1428571428571,487.137705243269
"4",1944,236.680327868852,46,175,482,45.8571428571428,180.989295163353
"5",1945,491.545205479452,52,344,1106,48,305.805082945544
"6",1946,566.953424657534,65,473,1392,59.4285714285714,423.846861932228
"7",1947,279.608219178082,44,167,647.2,38.2857142857143,210.527442241467
"8",1948,497.010928961749,81.5,291.5,1190,73,316.603680988107
"9",1949,374.021917808219,46,140,1080,42.5714285714286,271.284589959146
"10",1950,773.712328767123,60.4,620,1560,49.1428571428571,399.161850634441
"11",1951,722.416438356164,58,571,1566,53.1428571428571,457.474858398831
"12",1952,951.841530054645,89,626.5,2405,85.4285714285714,718.980412740666
"13",1953,1024.6904109589,109,760,1972,90.8571428571428,694.581272460416
"14",1954,725.805479452055,89,376,1816,78.8571428571428,508.888080412738
"15",1955,474.098630136986,35,180,706,23.8571428571429,204.363338012955
"16",1956,1019.38797814208,85,787.5,2110,62.2857142857143,713.472758524059
"17",1957,679.638356164384,60.8,340,1460,52.7142857142857,448.855007745679
"18",1958,1178.44109589041,101.8,689,2564,88.2857142857143,848.54783196928
"19",1959,372.021917808219,41,123,876,27,258.10578339592
"20",1960,439.595628415301,50,213.5,1105,41.8571428571428,255.958512909164
"21",1961,516.778082191781,62.4,265,1166,45.7142857142857,350.033732656073
"22",1962,636.147945205479,60,441,1244,50.4285714285714,363.716857313128
"23",1963,724.545205479452,64,451,1614,57,398.439985428638
"24",1964,768.912568306011,51,436,809,41,335.666005433666
"25",1965,681.786301369863,73.4,408,1896,54,524.896492913479
"26",1966,537.468493150685,50,391,1258,35.1428571428571,346.285095300431
"27",1967,576.947945205479,64,308,1342,33.2857142857143,372.307712595166
"28",1968,477.431693989071,41,275,846.5,32.1428571428571,276.562580566064
"29",1969,837.224657534247,70,593,1988,36.2857142857143,569.80090149123
"30",1970,949.016438356164,48,557,1596,31.7142857142857,489.772816599595
"31",1971,948.830136986301,91.4,667,1816,58.2857142857143,596.038360634799
"32",1972,747.07650273224,68,254.5,1555,60,345.987614913194
"33",1973,639.942465753425,24,411,1628,22.5714285714286,376.793147423353
"34",1974,1200.75068493151,73,674,2182,67.8571428571429,688.59487073849
"35",1975,887.46301369863,85,459,2130,71.5714285714286,603.100717547293
"36",1976,313.53825136612,66.5,136,677.5,55,237.493681122869
"37",1977,223.382191780822,12,67,386.400000000001,5.98571428571429,111.952317618455
"38",1978,653.041095890411,87.2,439,1410,55,454.508626647656
"39",1979,395.394520547945,23,251,948,18.5714285714286,252.602706327589
"40",1980,642.327868852459,34,491,1345,27.7142857142857,399.280731649228
"41",1981,613.113424657534,7.6,259,1586,5.12857142857143,291.710440986506
"42",1982,973.178082191781,60.8,816,1860,45.5714285714286,600.812075678737
"43",1983,1382.54246575342,202,1230,2908,181,917.797130656434
"44",1984,675.967213114754,50.5,652,1325,41.5714285714286,571.803413368659
"45",1985,328.583561643836,36,203,728.8,25.7142857142857,242.103994806563
"46",1986,720.123287671233,40,157,1604,29.1428571428571,432.361953774522
"47",1987,351.598082191781,14,183,911.6,9.75714285714286,209.295111682015
"48",1988,298.201092896175,13,309,585.5,6.81428571428571,227.488006131759
"49",1989,471.534246575342,23,217,1472,18.2857142857143,359.267808185055
"50",1990,256.327123287671,13,104,587.6,9.05714285714286,150.211886301258
"51",1991,168.341095890411,12,107,419.6,9.85714285714286,122.190699660109
"52",1992,211.397267759563,12,96.5,541,6.71428571428571,147.718966015769
"53",1993,688.81095890411,49,194,1786,41.2857142857143,459.641833083203
"54",1994,149.424657534247,5.3,68,379.6,4.3,115.851987510073
