"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1917,40.4388888888889,0.8,30,100,0.142857142857143,NA
"2",1918,8.15046728971963,0.6,4.9,21.7,0.385714285714286,NA
"3",1919,21.4966666666667,0.5,4,69.5,0.5,NA
"4",1920,11.3218309859155,1.2,5,34.7,1,NA
"5",1921,18.951497005988,0.830000000000001,7,64,0,NA
"6",1922,35.2436464088398,1.5,4.9,100,1.5,NA
"7",1948,0.194565217391304,0.1,0.2,0.3,0.1,NA
"8",1949,16.5054794520548,0.2,1,68,0.2,14.8050313642844
"9",1950,12.8202739726027,0.2,0.8,39,0.114285714285714,9.92303898295471
"10",1951,12.1698630136986,0.2,0.8,53.6,0.2,8.57922827003778
"11",1952,9.36912568306011,0.2,0.5,39,0.2,8.10791681451517
"12",1953,16.8290410958904,0.2,1.3,60,0.1,10.5572890620302
"13",1954,14.327397260274,0.2,0.9,53.2,0.2,10.0901472860233
"14",1955,16.0471232876712,0.2,0.6,63,0.2,14.9866352772803
"15",1956,11.4237704918033,0.4,1.25,57.5,0.3,7.53462039296465
"16",1957,16.9095890410959,0.3,2,59,0.2,11.1386423893756
"17",1958,12.6098630136986,0.3,1.6,53,0.2,7.25200095956588
"18",1959,12.7717808219178,0.2,0.8,43.2,0.2,8.03865201379759
"19",1960,15.4128415300546,0.3,0.6,70,0.2,11.9169871856326
"20",1961,2.7841095890411,0.2,0.4,1.6,0.2,0.406859511793182
"21",1962,7.15643835616438,0.4,0.9,22.6,0.342857142857143,1.94095861976684
"22",1963,11.7712328767123,0.3,0.8,40,0.214285714285714,4.43885585695247
"23",1964,12.6396174863388,0.3,3.6,35.5,0.2,5.52084291213657
"24",1965,19.5911764705882,0.9,13,50,0.2,NA
