"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1956,221,119.4,179,384,112,NA
"2",1957,407.945205479452,56,163,960.8,42.5714285714286,NA
"3",1958,601.649315068493,56,250,1148,46.2857142857143,389.206671707288
"4",1959,329.065753424658,45,123,763.4,40.4285714285714,228.499469617141
"5",1960,363.866120218579,47,202,816.5,43.5714285714286,187.197510335586
"6",1961,425.679452054795,53,182,998,41.8571428571429,263.163159143356
"7",1962,358.101369863014,50,238,845.8,38,212.929101746938
"8",1963,426.597260273973,56,240,1028,48,272.991658069231
"9",1964,528.704918032787,44.5,343,623,41,244.111116085779
"10",1965,399.312328767123,51.4,214,822.6,45.5714285714286,269.062962664518
"11",1966,517.715068493151,52,337,1256,46.1428571428571,321.271989953395
"12",1967,351.958904109589,56,231,712.6,50.4285714285714,234.437984192721
"13",1968,358.765027322404,50.5,225,624.5,41.2857142857143,192.555453414328
"14",1969,496.575342465753,58,331,1200,52,348.951102767992
"15",1970,493.780821917808,39,252,897.4,33.4285714285714,226.300019553866
"16",1971,578.547945205479,68,440,1110,52.4285714285714,373.893529648236
"17",1972,539.303278688525,48,190,1235,43.8571428571429,294.021056133653
"18",1973,474.443835616438,44,335,1196,39,264.444688895579
"19",1974,587.591780821918,49,300,1128,44,329.560272215168
"20",1975,471.243835616438,56,307,1064,44.1428571428571,301.617160921271
"21",1976,213.120218579235,43,108.5,477,38,161.8632213415
"22",1977,232.150684931507,27,91,516.8,21.5714285714286,114.222905085782
"23",1978,372.361643835616,48,163,836.000000000001,42.5714285714286,253.674262691378
"24",1979,328.243835616438,46,239,738.6,37.2857142857143,191.876257417039
"25",1980,440.117486338798,47,192,853.5,38.2857142857143,256.380240906239
"26",1981,421.317808219178,31.4,163,1164,24.8571428571429,165.693198052903
"27",1982,582.646575342466,60,412,1240,50.4285714285714,332.40639101596
"28",1983,777.961643835616,71.8,616,1662,64.2857142857143,413.228382121764
"29",1984,461.142076502732,63,397,927,52.1428571428571,329.301057422298
"30",1985,228.92602739726,46,155,491.4,42.4285714285714,169.775607214121
"31",1986,396.164383561644,42,191,907.6,33.5714285714286,224.708852220839
"32",1987,341.317808219178,37,159,848,34,207.919351647273
"33",1988,248.385245901639,37,200,494.5,35.2857142857143,161.957714735174
"34",1989,339.756164383562,48,155,1056,42.7142857142857,253.527063510989
"35",1990,211.364383561644,43,115,478.4,38.5714285714286,121.038059502538
"36",1991,180.632876712329,27.4,104,384.6,21.8571428571429,113.545156895731
"37",1992,192.92349726776,28,118.5,440,24.7142857142857,112.323810639768
"38",1993,466.254794520548,53,202,1136,50.4285714285714,316.220740947197
"39",1994,175.320547945205,32,110,368.2,28.1428571428571,128.08657410693
"40",1995,638.065753424657,46,317,1552,44,319.656478075878
"41",1996,715.530054644809,57,496.5,1520,52.4285714285714,380.436029380482
"42",1997,416.835616438356,63,238,690.8,58,237.213461120178
"43",1998,629.978082191781,57,468,1332,53.1428571428571,399.342309573394
"44",1999,481.797260273973,55.4,300,1090,49,330.358859734589
"45",2000,344.467213114754,45,143.5,815,37.8571428571429,248.176809275749
"46",2001,155.939726027397,24,100,375.8,22.1428571428571,103.827357163385
"47",2002,357.08904109589,33,172,795.800000000001,30.0142857142857,209.935679881431
"48",2003,455.327397260274,44.28,343,1028,39.9428571428571,315.012772340365
"49",2004,385.684153005465,44.05,193,891,38.6,278.469336771304
"50",2005,442.988219178082,45.8,268,780.4,42.9571428571429,243.490988676363
"51",2006,652.186849315068,43.94,501,1404,39,404.001754913639
"52",2007,311.187397260274,41.8,200,672.800000000001,34.5571428571429,228.242656337743
"53",2008,403.913138686131,46.32,370,826.7,37.6857142857143,NA
"54",2009,171.343795620438,34.93,85.25,423.6,29.8428571428571,NA
"55",2010,482.158904109589,59.44,463,933.4,49,325.157475782178
"56",2011,452.84,59.84,346,991.6,52.2,304.467303652968
"57",2012,512.531693989071,43.35,289.5,1330,37.4571428571429,287.824386905665
"58",2013,225.97095890411,42.7,96.5,546,31.0428571428571,176.001352525148
"59",2014,235.538356164384,25.14,88.3,533.4,21.5285714285714,111.875552412
"60",2015,246.495342465753,26.94,89.1,548.8,24.6285714285714,116.959248357298
"61",2016,566.965300546448,37.9,353,1360,33.1142857142857,334.213907165998
"62",2017,679.329315068493,58.04,349,1606,52.0428571428571,419.77553283555
"63",2018,244.79397260274,38.32,146,600.2,35.2,184.488333768899
"64",2019,374.722465753425,51.54,184,856.6,48.4,234.279917648561
"65",2020,193.586885245902,36.5,161.5,333.5,28.5428571428571,135.838602587455
"66",2021,314.13543956044,52.69,241.5,628.4,49.2142857142857,NA
"67",2022,666.958333333333,419.1,642,1045,425.714285714286,NA
