"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1911,39.4673913043478,31,36,46,31,NA
"2",1912,499.210382513661,40,372,980,36,294.98377620489
"3",1913,464.165441176471,28,397,974,24,NA
"4",1957,477.649700598802,30,266,1007,15.5714285714286,NA
"5",1958,665.049315068493,33.4,308,1370,24.4285714285714,385.763429973733
"6",1959,308.564383561644,23,106,701.4,20,173.066030044339
"7",1960,374.396174863388,30,219,912,15.2857142857143,178.34981137629
"8",1961,388.501369863014,29,182,887.200000000001,19.8571428571429,220.311670409633
"9",1962,399.221917808219,41,271,885.6,23.5714285714286,211.981837420271
"10",1963,460.353424657534,34.4,216,1122,23.8571428571429,272.859930714822
"11",1964,426.171857923497,18,283.5,606.5,8.41428571428571,199.501722243992
"12",1965,290.169863013699,26.4,227,593.6,23.4285714285714,193.760883003708
"13",1966,396.498630136986,25,288,990.400000000002,19.5714285714286,249.389473854027
"14",1967,337.306849315069,35,206,830,26.2857142857143,230.837416277799
"15",1968,376.486338797814,28,210,694,21,181.858172631251
"16",1969,578.709589041096,34,409,1366,19,337.191813395547
"17",1970,545.876712328767,22,266,1010,19,223.907868955319
"18",1971,520.849315068493,39,346,964.2,26.1428571428571,325.824604436659
"19",1972,482.603825136612,35.5,237.5,956.5,26.4285714285714,264.196109655768
"20",1973,572.183561643836,26,431,1330,21.2857142857143,301.613494268785
"21",1974,637.572602739726,31,273,1422,27,321.22823956625
"22",1975,542.747945205479,40,312,1296,27.2857142857143,333.930383071447
"23",1976,199.633879781421,30,108,459.5,26,140.445053970572
"24",1977,197.953424657534,13,97,335,11,91.2087260713031
"25",1978,411.030136986301,30.4,215,856.4,26.4285714285714,253.231501956947
"26",1979,323.704109589041,27,237,708.2,21,170.867186966875
"27",1980,487.025641025641,27,303,947.6,21.1428571428571,NA
"28",2004,144.261363636364,24,71.5,396.6,23,NA
"29",2005,369.263821138211,36.8,360.5,752,30.9571428571429,NA
"30",2007,141.577830188679,27.62,70.65,349.6,26.5428571428571,NA
"31",2008,203.011822660099,25.7,65.9,564,24.2142857142857,NA
"32",2009,158.677990430622,27.1,67.3,412.2,25.1142857142857,NA
"33",2010,304.712834224599,35.7,158,754.2,29.7857142857143,NA
"34",2012,188.411979166667,27.5,66.7,622.6,25.6571428571429,NA
"35",2013,146.164454976303,23,51.1,356,20.6428571428571,NA
"36",2014,99.7104285714286,12.79,40.4,229.1,10.4842857142857,NA
"37",2015,69.1420560747664,18.2,35.8,174.4,15.7,NA
"38",2016,262.763953488372,22.6,192,597.8,19.7857142857143,NA
"39",2017,310.659641255605,32.1,158,792.8,29.8,NA
"40",2018,133.246889952153,16.98,39.8,430.2,14.6714285714286,NA
"41",2019,NA,31.83,170.5,998,26.6142857142857,NA
