"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1927,231.315217391304,36,207,537.6,35.1428571428571,NA
"2",1928,352.666666666667,24,188,886,21,NA
"3",1959,56.5327102803738,26,35,137.2,24.7142857142857,NA
"4",1960,359.70218579235,28,207.5,852.5,21,179.626352199713
"5",1961,420.356164383562,29,170,1164,18.8571428571429,259.825984004372
"6",1962,422.386301369863,37,267,1020,27.8571428571429,257.460562755676
"7",1963,485.093150684932,36.8,243,1192,28.1428571428571,328.968803366926
"8",1964,673.680327868852,27,295.5,1020,23,274.351564420756
"9",1965,429.104109589041,32,184,1330,26.4285714285714,297.317981607434
"10",1966,399.520547945205,30,292,998,27,264.88300401273
"11",1967,345.098630136986,38,198,818,30.8571428571428,217.722001575736
"12",1968,348.306010928962,30.5,182.5,715.5,27.5714285714286,192.550633007973
"13",1969,614.205882352941,29,501.5,1298,25,NA
